eng_Latn,pan_Guru
"According to the evidence, the plot for the Pulwama attack was hatched by JeM chief Masood Azhar and his younger brother Abdul Rauf Asghar, the de facto operational commander of the terrorist group, to avenge the death of their kin Talha Rasheed, son of Masood Azhar’s brother-in-law Abdul Rasheed.
","ਸਬੂਤਾਂ ਮੁਤਾਬਕ ਪੁਲਵਾਮਾ ਹਮਲੇ ਦੀ ਸਾਜਿਸ਼ ਜੇਐਮ ਪ੍ਰਮੁੱਖ ਮਸੂਦ ਅਜਹਰ ਅਤੇ ਉਸਦੇ ਛੋਟੇ ਭਾਈ ਅਬਦੁਲ ਰਊਫ ਅਸਗਰ ਨੇ ਬਣਾਈ ਸੀ, ਜੋ ਅੱਤਵਾਦੀ ਗੁੱਟ ਦੇ ਡੇ ਫੈਕਟੋ ਦਾ ਆਪਰੇਸ਼ਨਲ ਕਮਾਂਡਰ ਸੀ।
"
"Akshay Kumar attended with wife Twinkle Khanna and brother-in-law Karan Kapadia.
","ਅਕਸ਼ੇ ਕੁਮਾਰ ਦੇ ਨਾਲ ਉਸ ਵੇਲੇ ਉਨ੍ਹਾਂ ਦੀ ਪਤਨੀ ਟਵਿੰਕਲ ਤੇ ਸੱਸ ਡਿੰਪਲ ਕਪਾਡੀਆ ਵੀ ਮੌਜੂਦ ਸਨ।
"
"Aditya is the son of the late minister Jeevaraj Alva and the brother-in-law of Bollywood star Vivek Oberoi.
","ਆਦਿਤਿਆ ਅਲਵਾ ਵਿਵੇਕ ਓਬਰਾਏ ਦਾ ਜਵਾਈ ਅਤੇ ਸਾਬਕਾ ਮੰਤਰੀ ਜੀਵਰਾਜ ਅਲਵਾ ਦਾ ਬੇਟਾ ਹੈ।
"
"Sridevi's brother-in-law and actor Sanjay Kapoor said she had no history of heart ailment .
","ਦੁਬਈ - ਸ੍ਰੀਦੇਵੀ ਦੇ ਦਿਓਰ ਤੇ ਅਦਾਕਾਰ ਸੰਜੈ ਕਪੂਰ ਨੇ ਕਿਹਾ ਕਿ ਅਦਾਕਾਰਾ ਨੂੰ ਕਦੇ ਵੀ ਦਿਲ ਦਾ ਕੋਈ ਰੋਗ ਨਹੀਂ ਰਿਹਾ।
"
"Besides, Hafiz Saeed and his brother-in-law Abdul Rehman Makki, the other JuD leaders against whom cases have been registered are Malik Zafar Iqbal, Ameer Hamza, Mohammad Yahya Aziz, Mohammad Naeem, Mohsin Bilal, Abdul Raqeeb, Dr Ahmad Daud, Dr Muhammad Ayub, Abdullah Ubaid, Mohammad Ali and Abdul Ghaffar.
","ਜੇਯੂਡੀ ਦੇ ਚੋਟੀ ਦੇ ਨੇਤਾਵਾਂ ਤੋਂ ਇਲਾਵਾ, ਮਲਿਕ ਜ਼ਫਰ ਇਕਬਾਲ, ਆਮਿਰ ਹਮਜ਼ਾ, ਮੁਹੰਮਦ ਯਾਹੀਆ ਅਜ਼ੀਜ਼, ਮੁਹੰਮਦ ਨਈਮ, ਮੋਹਸਿਨ ਬਿਲਾਲ, ਅਬਦੁੱਲ ਰਕੀਬ, ਡਾ. ਅਹਿਮਦ ਦਾਊਦ, ਡਾ ਮੁਹੰਮਦ ਅਯੂਬ, ਅਬਦੁੱਲਾ ਉਬੈਦ, ਮੁਹੰਮਦ ਅਲੀ ਅਤੇ ਅਬਦੁੱਲ ਗੱਫਰ ਵਿਰੁੱਧ ਕੇਸ ਦਰਜ ਕੀਤੇ ਗਏ ਸਨ।
"
"He is the brother-in-law of the late BJP leader Pramod Mahajan.
","ਉਹ ਮਰਹੂਮ ਭਾਜਪਾ ਆਗੂ, ਪ੍ਰਮੋਦ ਮਹਾਜਨ ਦਾ ਭਣੋਈਆ ਸੀ।
"
"Aayush Sharma is married to Arpita Khan Sharma and is the brother-in-law of Sohail Khan.
","ਆਹਿਲ ਸਲਮਾਨ ਦੀ ਭੈਣ ਅਰਪਿਤਾ ਤੇ ਆਯੂਸ਼ ਸ਼ਰਮਾ ਦਾ ਬੇਟਾ ਹੈ।
"
"Singapore High Court has ordered freezing of Rs 44.41 crore bank deposit kept in the country by absconder Nirav Modi’s sister Purvi Modi and brother-in-law Maiank Mehta on the request of the Enforcement Directorate (ED), the agency said.
","ਸਿੰਗਾਪੁਰ ਹਾਈ ਕੋਰਟ ਨੇ ਇੱਕ ਭਾਰਤੀ ਜਾਂਚ ਏਜੰਸੀ ਦੀ ਅਰਜ਼ੀ 'ਤੇ ਅਰਬਾਂ ਰੁਪਏ ਦੇ ਪੰਜਾਬ ਨੈਸ਼ਨਲ ਬੈਂਕ ਕਰਜ਼ ਧੋਖਾਧੜੀ ਮਾਮਲੇ ਵਿੱਚ ਮੁਲਜ਼ਮ ਨੀਰਵ ਮੋਦੀ ਦੀ ਭੈਣ ਅਤੇ ਬਹਿਨੋਈ ਦੇ ਬੈਂਕ ਵਿੱਚ ਜਮ੍ਹਾਂ 44.41 ਕਰੋੜ ਰੁਪਏ ਜ਼ਬਤ ਕਰਨ ਦੇ ਹੁਕਮ ਦਿੱਤੇ ਹਨ।
"
"Actor Priyanka Chopra attended the wedding ceremony of her brother-in-law Joe Jonas and Game of Thrones star Sophie Turner in France during the weekend in a pink sari.
","‘ਗੇਮ ਆਫ ਥ੍ਰੋਨਜ਼’ ਸਟਾਰ ਸੋਫੀ ਟਰਨਰ ਤੇ ਅਮਰੀਕੀ ਗਾਇਕ ਜੋ ਜੋਨਸ ਦੇ ਫਰਾਂਸ ਵਿੱਚ ਹੋਏ ਵਿਆਹ ਵਿੱਚ ਅਦਾਕਾਰਾ ਪ੍ਰਿਅੰਕਾ ਚੋਪੜਾ ਭਾਰਤੀ ਲਿਬਾਸ ਵਿੱਚ ਨਜ਼ਰ ਆਈ।
"
"Chandigarh: Retired judge of Punjab and Haryana High Court Justice Ranjit Singh, who headed the one-man commission — set up to probe the infamous Bargari sacrilege case — has complained to chief justice of the High Court against a sitting judge for showing “undue haste” in hearing a complaint against deputy CM of Punjab Sukhbir Singh Badal and his brother-in-law Bikram Singh Majithia.
","ਚੰਡੀਗੜ੍ਹ: ਬੇਅਦਬੀ ਅਤੇ ਗੋਲ਼ੀਕਾਂਡ ਦੀ ਜਾਂਚ ਕਰ ਚੁੱਕੇ ਜਸਟਿਸ (ਸੇਵਾਮੁਕਤ) ਰਣਜੀਤ ਸਿੰਘ ਕਮਿਸ਼ਨ ਵੱਲੋਂ ਅਕਾਲੀ ਲੀਡਰਾਂ ਸੁਖਬੀਰ ਬਾਦਲ ਅਤੇ ਬਿਕਰਮ ਮਜੀਠੀਆ ਖ਼ਿਲਾਫ਼ ਦਿੱਤੀ ਫ਼ੌਜਦਾਰੀ ਸ਼ਿਕਾਇਤ 'ਤੇ ਪੰਜਾਬ ਹਰਿਆਣਾ ਹਾਈ ਕੋਰਟ ਨੇ ਅਗਲੀ ਕਾਰਵਾਈ ਦੇ ਹੁਕਮ ਦੇ ਦਿੱਤੇ ਹਨ।
"
"The TMC MP further said that Sekhawat is the son of Dhankhar’s brother-in-law, and Ruchi Dubey and Prasant Diksit are respectively wife and brother of his former aide-de-camp (ADC) Major Gorang Diksit.
","ਟੀਐੱਮਸੀ ਸੰਸਦ ਮੈਂਬਰ ਨੇ ਕਿਹਾ ਕਿ ਅਭਯੂਦਯ ਸਿੰਘ ਸ਼ੇਖਾਵਤ, ਧਨਖੜ ਕੇ ਜੀਜੇ ਦਾ ਪੁੱਤਰ ਹੈ ਜਦਕਿ ਰੁਚੀ ਦੂਬੇ ਉਨ੍ਹਾਂ ਦੇ ਸਾਬਕਾ ਏਡੀਸੀ ਮੇਜਰ ਗੋਰਾਂਗ ਦੀਕਸ਼ਿਤ ਦੀ ਪਤਨੀ ਅਤੇ ਪ੍ਰਸ਼ਾਂਤ ਦੀਕਸ਼ਿਤ ਭਰਾ ਹੈ।
"
"Shurin is already the brother of his wife, he can be called a swager, and brother-in-law is the husband's brother, and it is also permissible to call him a schwager.
","ਸ਼ੁਰਿਨ ਪਹਿਲਾਂ ਹੀ ਆਪਣੀ ਪਤਨੀ ਦਾ ਭਰਾ ਹੈ, ਉਸਨੂੰ ਇੱਕ ਸਵੈਂਜਰ ਕਿਹਾ ਜਾ ਸਕਦਾ ਹੈ, ਅਤੇ ਦਾਦਾ ਜੀ ਦੇ ਪਤੀ ਦਾ ਭਰਾ ਹੈ, ਅਤੇ ਉਸਨੂੰ ਵੀ ਇੱਕ ਵਿਦਵਾਨ ਕਹਿੰਦੇ ਹਨ.
"
"She adds in her sworn affidavit that her husband and brother-in-law, both constables with the Delhi Police, were suspended in connection with a case dating back to 2012 that had been mutually resolved.
","ਉਸ ਨੇ ਦਾਅਵਾ ਕੀਤਾ ਕਿ ਉਸ ਦੇ ਪਤੀ ਅਤੇ ਇਕ ਹੋਰ ਰਿਸ਼ਤੇਦਾਰ, ਜੋ ਦੋਵੇਂ ਹੈੱਡ ਕਾਂਸਟੇਬਲ ਸਨ, ਨੂੰ 2012 ਦੇ ਅਪਰਾਧਿਕ ਕੇਸ ਲਈ ਮੁਅੱਤਲ ਕਰ ਦਿੱਤਾ ਗਿਆ ਜਿਸ ਦਾ ਆਪਸੀ ਸੁਲ੍ਹਾ ਨਾਲ ਨਿਪਟਾਰਾ ਹੋ ਗਿਆ ਸੀ।
"
"Punjab cabinet minister Navjot Singh Sidhu attempted to shift the blame on SAD president Sukhbir Singh Badal and his brother-in-law former cabinet minister Bikram Singh Majithia for BJP’s defeat.
","ਨਵਜੋਤ ਸਿੰਘ ਸਿੱਧੂ ਸ਼੍ਰੋਮਣੀ ਅਕਾਲੀ ਦਲ ਦੇ ਪ੍ਰਧਾਨ ਅਤੇ ਪੰਜਾਬ ਦੇ ਸਾਬਕਾ ਉਪ ਮੁੱਖ ਮੰਤਰੀ ਸੁਖਬੀਰ ਸਿੰਘ ਬਾਦਲ ’ਤੇ ਬੇਅਦਬੀ ਮਾਮਲੇ ਨੂੰ ਲੈ ਕੇ ਨਿਸ਼ਾਨੇ ਸੇਧ ਰਹੇ ਹਨ।
"
"His sister, brother-in-law and mother were in the house at that time.
","ਉੁਸ ਵੇਲੇ ਉਹਦੇ ਘਰ 'ਚ ਉਸ ਦੀ ਮਾਂ, ਭਰਾ, ਭੈਣ ਤੇ ਪਿਤਾ ਵੀ ਹਾਜ਼ਰ ਸਨ।
"
"Her sister and brother-in-law were also present there.
","ਉਨ੍ਹਾਂ ਦੇ ਭਰਾ ਅਤੇ ਭਾਬੀ ਵੀ ਨਾਲ ਸਨ।
"
"Hafiz Saeed’s brother-in-law arrested in Pakistan
","ਹਾਫਿਜ਼ ਸਈਦ ਪਾਕਿਸਤਾਨ ਵਿੱਚ ਕੀਤਾ ਗਿਆ ਗ੍ਰਿਫ਼ਤਾਰ
"
"Rahul Gandhi was accompanied by mother Sonia Gandhi, sister Priyanka Gandhi Vadra and brother-in-law Robert Vadra to the collectorate to file his nomination papers.
","ਆਪਣੀ ਮਾਂ ਅਤੇ ਕਾਂਗਰਸ ਦੀ ਪ੍ਰਧਾਨ ਸੋਨੀਆ ਗਾਂਧੀ, ਭੈਣ ਪ੍ਰਿਯੰਕਾ ਵਾਡਰਾ ਅਤੇ ਭਣਵੱਈਏ ਰਾਬਰਟ ਵਾਡਰਾ ਨਾਲ ਕੁਲੈਕਟਰ ਦਫ਼ਤਰ ਪੁੱਜੇ ਰਾਹੁਲ ਨੇ ਜ਼ਿਲ੍ਹਾ ਚੋਣ ਅਧਿਕਾਰੀ ਜਗਤ ਰਾਜ ਤਿਵਾੜੀ ਦੇ ਸਾਹਮਣੇ ਕਾਗ਼ਜ਼ ਦਾਖਲ ਕੀਤੇ।
"
"Apart from the cousins, also present at the party were Bebo's parents Babita and Radhir Kapoor, Saif's daughter Sara Ali Khan, and brother-in-law Kunal Kemmu.
","ਜਿਸ ਵਿਚ ਕਰੀਨਾ ਦੇ ਮਾਤਾ-ਪਿਤਾ ਰਣਧੀਰ ਕਪੂਰ ਅਤੇ ਬਬੀਤਾ, ਭੈਣ ਕਰਿਸ਼ਮਾ ਕਪੂਰ ਅਤੇ ਉਨ੍ਹਾਂ ਦੀ ਬੇਟੀ ਅਧਾਰਾ ਕਪੂਰ ਅਤੇ ਚਾਚਾ ਕੁਨਾਲ ਕਪੂਰ ਦੇ ਨਾਲ ਬੱਚੇ ਜਹਾਂ ਕਪੂਰ ਅਤੇ ਸ਼ੈਰਾ ਕਪੂਰ ਨਾਲ ਪਾਰਟੀ ਵਿੱਚ ਪਹੁੰਚੇ।
"
"Woman beaten to death allegedly by husband, brother-in-law over dowry
","ਚਰਿੱਤਰ 'ਤੇ ਸ਼ੱਕ ਦੇ ਚਲਦੇ ਪਤਨੀ ਦੀ ਕੁੱਟ-ਕੁੱਟ ਕੇ ਕੀਤੀ ਹੱਤਿਆ
"
"Aayush, who is Salman Khan’s brother-in-law and Arpita Khan’s husband.Aayush Sharma and actress Warina Hussain are set to make their debut with ‘Loveratri’.
","""ਫਿਲਮ """"ਲਵਰਾਤਰੀ"""" ਤੋਂ ਸਲਮਾਨ ਖ਼ਾਨ ਦੀ ਭੈਣ ਅਰਪਿਤਾ ਖਾਨ ਦੇ ਪਤੀ ਆਯੂਸ਼ ਸ਼ਰਮਾ ਤੇ ਵਰੀਨਾ ਹੁਸੈਨ ਦੋਵੇਂ ਹੀ ਬੌਲੀਵੁੱਡ ਵਿੱਚ ਡੈਬਿਊ ਕਰਨ ਵਾਲੇ ਹਨ।""
"
"Also present was Sukhbir Badal, his brother-in-law and cabinet minister Bikram Singh Majithia and other leaders.
","ਸੁਖਬੀਰ ਬਾਦਲ ਦੇ ਨਾਲ ਪ੍ਰੇਮ ਸਿੰਘ ਚੰਦੂਮਾਜਰਾ, ਬੀਬੀ ਜਗੀਰ ਕੌਰ ਤੇ ਬਿਕਰਮ ਸਿੰਘ ਮਜੀਠੀਆ ਅਤੇ ਹੋਰ ਆਗੂ ਵੀ ਸਨ।
"
"Bollywood actor Shahid Kapoor 's wife Mira Rajput is often seen teasing her brother-in-law Ishaan Khatter.
","ਜਾਣਕਾਰੀ ਮੁਤਾਬਿਕ ਬਾਲੀਵੁਡ ਅਦਾਕਾਰ ਸ਼ਾਹਿਦ ਕਪੂਰ ਅਤੇ ਉਨ੍ਹਾਂ ਦੀ ਪਤਨੀ ਮੀਰਾ ਰਾਜਪੂਤ ਅਕਸਰ ਹੀ ਆਪਣੀ ਕੈਮਿਸਟਰੀ ਨੂੰ ਲੈ ਕੇ ਚਰਚਾ ਵਿੱਚ ਬਣੇ ਰਹਿੰਦੇ ਹਨ।
"
"As per the report, the film will be co-produced by his sister Alvira Khan Agnihotri and his brother-in-law Atul Agnihotri.
","ਸੂਤਰਾਂ ਨੇ ਦੱਸਿਆ ਕਿ ਇਸ ਫਿਲਮ ਨੂੰ ਸਲਮਾਨ ਦੀ ਭੈਣ ਅਲਵੀਰਾ ਅਤੇ ਉਸਦਾ ਪਤੀ ਅਤੁਲ ਅਗਨੀਹੋਤਰੀ ਪ੍ਰੋਡਿਊਸ ਕਰਨਗੇ।
"
"The husband of the deceased, her mother-in-law, father-in-law, sister-in-law and brother-in-law have been taken into custody.
","ਦੋਸ਼ੀ ਸਹੁਰਾ ਪਰਿਵਾਰ 'ਚੋਂ ਪਤੀ, ਸਹੁਰਾ, ਸੱਸ ਅਤੇ ਦਿਓਰ ਨੂੰ ਹਿਰਾਸਤ ਵਿੱਚ ਲਿਆ ਗਿਆ ਹੈ।
"
"The brother-in-law of the deceased person intimated to the police about this incident.
","ਉਪਰੋਕਤ ਘਟਨਾ ਦੀ ਸੂਚਨਾ ਮ੍ਰਿਤਕ ਦੇ ਭਰਾ ਨੇ ਪੁਲਸ ਨੂੰ ਦਿੱਤੀ।
"
"He accused his brother-in-law of the crime.
","ਉਸਨੇ ਆਪਣੇ ਭਤੀਜੇ ਨੂੰ ਹੀ ਦੋਸ਼ੀ ਥਾਪਿਆ ਸੀ।
"
"Aditya Alva is the son of former minister Jeevraj Alva and brother-in-law of Bollywood actor Vivek Oberoi.
","ਇਹ ਜਾਣਿਆ ਜਾਂਦਾ ਹੈ ਕਿ ਆਦਿਤਿਆ ਅਲਵਾ ਵਿਵੇਕ ਓਬਰਾਏ ਦਾ ਜਵਾਈ ਹੈ ਅਤੇ ਸਾਬਕਾ ਮੰਤਰੀ ਜੀਵਰਾਜ ਅਲਵਾ ਦਾ ਬੇਟਾ ਹੈ. ਆਦਿੱਤਿਆ ਪਾਰਟੀਆਂ ਦੇ ਵੀ ਪ੍ਰਸਿੱਧ ਚਿਹਰੇ ਹਨ।
"
"Jaijeet Singh Johal ‘Jojo’ is the brother-in-law of Punjab’s finance minister Manpreet Singh Badal.
","ਪੰਜਾਬ ਦੇ ਵਿੱਤ ਮੰਤਰੀ ਮਨਪ੍ਰੀਤ ਬਾਦਲ ਦੇ ਰਿਸ਼ਤੇਦਾਰ ਜੈਜੀਤ ਸਿੰਘ ਜੌਹਲ ਨੇ ਕੀਤੀ ਪ੍ਰੈੱਸ ਕਾਨਫ਼ਰੰਸ
"
"Punjab cabinet minister Navjot Singh Sidhu attempted to shift the blame on SAD president Sukhbir Singh Badal and his brother-in-law former cabinet minister Bikram Singh Majithia for BJP’s defeat.
","ਨਵਜੋਤ ਸਿੰਘ ਸਿੱਧੂ ਸ਼੍ਰੋਮਣੀ ਅਕਾਲੀ ਦਲ ਦੇ ਪ੍ਰਧਾਨ ਅਤੇ ਪੰਜਾਬ ਦੇ ਸਾਬਕਾ ਉਪ ਮੁੱਖ ਮੰਤਰੀ ਸੁਖਬੀਰ ਸਿੰਘ ਬਾਦਲ ’ਤੇ ਬੇਅਦਬੀ ਮਾਮਲੇ ਨੂੰ ਲੈ ਕੇ ਨਿਸ਼ਾਨਾ ਸਾਧ ਰਹੇ ਹਨ।
"
"Saini is also facing trial in a special CBI court in Delhi in the alleged abduction of automobile businessman Vinod Kumar, his brother-in-law Ashok Kumar, and their driver Mukhtiyar Singh.
","ਇਹ ਮਾਮਲਾ ਸੈਣੀ ਮੋਟਰਜ਼ ਦੇ ਮਾਲਕ ਵਿਨੋਦ ਕੁਮਾਰ, ਉਸ ਦੇ ਭਣਵੀਏ ਅਸ਼ੋਕ ਕੁਮਾਰ ਅਤੇ ਡਰਾਈਵਰ ਮੁਖਤਿਆਰ ਸਿੰਘ ਨੂੰ ਜਬਰੀ ਚੁੱਕ ਕੇ ਸਦਾ ਲਈ ਲਾਪਤਾ ਕਰ ਦੇਣ ਦਾ ਹੈ, ਜਿਸ ਦੀ ਮੁਕਦਮਾਂ ਦਿੱਲੀ ਤੀਸਹਜ਼ਾਰੀ ਸਥਿਤ ਇਕ ਸੀ. ਬੀ. ਆਈ ਅਦਾਲਤ ਵਿਚ ਚੱਲ ਰਿਹਾ ਹੈ।
"
"""A case has been registered against her father, mother, sister and brother-in-law,"""" police said.""
","ਪੁਲੀਸ ਨੇ ਇਸ ਮਾਮਲੇ ਵਿੱਚ ਕਰਨ, ਉਸ ਦੇ ਪਿਤਾ, ਮਾਤਾ, ਭੈਣ ਅਤੇ ਜੀਜੇ ਖਿਲਾਫ ਮਾਮਲਾ ਦਰਜ ਕਰਕੇ ਪੜਤਾਲ ਸ਼ੁਰੂ ਕਰ ਦਿੱਤੀ ਹੈ।
"
"A former Chief Minister of Punjab Amarinder Singh is his brother-in-law.
","ਪੰਜਾਬ ਦਾ ਸਾਬਕਾ ਮੁੱਖ ਮੰਤਰੀ ਕੈਪਟਨ ਅਮਰਿੰਦਰ ਸਿੰਘ ਇਸੇ ਵੰਸ਼ ਵਿੱਚੋਂ ਹੈ।
"
"Harwinder Singh is brother-in-law of Harjinder Singh.
","- ਹਰਜਿੰਦਰ ਸਿੰਘ ਕਾਂਸਟੇਬਲ ਗੁਰਵਿੰਦਰ ਸਿੰਘ ਦਾ ਸਾਂਢੂ ਹੈ।
"
"Mr Vadra's brother-in-law and Congress leader Rahul Gandhi also has been slamming the government for the hike in fuel prices.
","ਰਾਹੁਲ ਗਾਂਧੀ ਤੋਂ ਇਲਾਵਾ ਉਨ੍ਹਾਂ ਦੇ ਜੀਜੇ ਰੌਬਰਟ ਵਾਡਰਾ ਨੇ ਵੀ ਪੈਟਰੋਲ-ਡੀਜ਼ਲ ਦੇ ਵਧਦੇ ਭਾਅ ਨੂੰ ਆਪਣੇ ਅੰਦਾਜ਼ 'ਚ ਵਿਰੋਧ ਜਤਾਇਆ।
"
"The film's remake rights have been bought by Salman's brother-in-law Atul Agnihotri.
","ਫਿਲਮ ਦੇ ਰੀਮੇਕ ਦੇ ਅਧਿਕਾਰ ਸਲਮਾਨ ਦੇ ਜੀਜੇ ਅਤੁਲ ਅਗਨੀਹੋਤਰੀ ਤੋਂ ਖਰੀਦੇ ਹਨ।
"
"The court was hearing a complaint filed by Mr Sharma, founder of the Roads Anti-Corruption Organisation, seeking a direction to the police to file an FIR against Mr Kejriwal, his brother-in-law Surender Bansal, a construction firm proprietor, and a government official for alleged irregularities in granting contracts for roads and sewer lines in Delhi.
","ਰੋਡਜ਼ ਐਂਟੀ ਕੁਰੱਪਸ਼ਨ ਆਰਗੇਨਾਈਜ਼ੇਸ਼ਨ ਦੇ ਸੰਸਥਾਪਕ ਸ੍ਰੀ ਸ਼ਰਮਾ ਨੇ ਦਿੱਲੀ 'ਚ ਸੜਕਾਂ ਅਤੇ ਸੀਵਰ ਲਾਈਨਾਂ ਲਈ ਠੇਕਿਆਂ ਦੀ ਮਨਜੂਰੀ ਵਿੱਚ ਕਥਿਤ ਬੇਨਿਯਮੀਆਂ ਬਾਰੇ ਕੇਜਰੀਵਾਲ, ਉਨ੍ਹਾ ਦੇ ਸਾਂਢੂ ਸੁਰਿੰਦਰ ਬਾਂਸਲ ਅਤੇ ਇੱਕ ਲੋਕ ਸੇਵਕ 'ਤੇ ਐੱਫ ਆਈ ਆਰ ਦਰਜ ਕਰਨ ਦਾ ਹੁਕਮ ਦੇਣ ਲਈ ਅਦਾਲਤ ਵਿੱਚ ਪਟੀਸ਼ਨ ਦਾਇਰ ਕੀਤੀ ਸੀ।
"
"The most likely candidates were two people: the Tsar's brother-in-law Boris Fedorovich Godunov and the cousin of the Tsar Fedor, the eldest son of Nikita Romanovich - Fyodor Nikitich Romanov.
","ਸਭ ਤੋਂ ਵੱਧ ਸੰਭਾਵਿਤ ਉਮੀਦਵਾਰ ਦੋ ਲੋਕ ਸਨ: ਜ਼ਸ਼ਰ ਦੇ ਜੀਜੇ ਬੋਰਿਸ ਫੇਡਰੋਵਿਚ ਗਦਾਊਨੋਵ ਅਤੇ ਨਿਕੇਤ ਰੋਨਾਲੋਵਿਕ ਦੇ ਸਭ ਤੋਂ ਵੱਡੇ ਪੁੱਤਰ, ਜ਼ਸ਼ਰ ਫਾਦਰ ਦੇ ਚਚੇਰੇ ਭਰਾ - ਫਿਓਦਰ ਨਿਕਿਟੀਚ ਰੋਮਨੋਵ.
"
"Actress Parineeti Chopra shared a picture with sister Priyanka Chopra and brother-in-law Nick Jonas.
","ਪ੍ਰਿਅੰਕਾ ਚੋਪੜਾ ਨੇ ਹਾਲ ਹੀ ਵਿਚ ਪਤੀ ਨਿਕ ਜੋਨਸ ਨਾਲ ਅਪਣੀ ਫੋਟੋ ਸ਼ੇਅਰ ਕੀਤੀ ਸੀ।
"
"Hafiz Saeed’s brother-in-law arrested in Pakistan
","ਹਾਫ਼ਿਜ਼ ਸਈਦ ਦੀ ਪਾਕਿਸਤਾਨ ’ਚ ਗ੍ਰਿਫ਼ਤਾਰੀ: ਕੀ ਰਹੀ ਵਜ੍ਹਾ
"
"Anil Kapoor and Saurabh Shukla play brother-in-laws in the movie.
","ਇਸ ਫਿਲਮ ’ਚ ਅਨਿਲ ਕਪੂਰ ਤੇ ਅਨੁਰਾਗ ਕਸ਼ਯਪ ਲੀਡ ਰੋਲ ’ਚ ਹਨ।
"
"Alva is the son of a former JD(S) minister late Jeevaraj Alva and brother-in-law of actor Vivek Oberoi.
","ਆਦਿਤਿਆ ਅਲਵਾ ਵਿਵੇਕ ਓਬਰਾਏ ਦਾ ਜਵਾਈ ਅਤੇ ਸਾਬਕਾ ਮੰਤਰੀ ਜੀਵਰਾਜ ਅਲਵਾ ਦਾ ਬੇਟਾ ਹੈ।
"
"Anti-Corruption Bureau (ACB) officials have arrested Vinay Bansal, son of Delhi Chief Minister Arvind Kejriwal’s brother-in-law, in connection with the PWD scam.
","ਦਿੱਲੀ ਦੇ ਕਥਿਤ ‘ਪੀ.ਡਬਲਯੂ.ਡੀ. ਘੁਟਾਲੇ’ ਮਾਮਲੇ ‘ਚ ਐਂਟੀ ਕਰੱਪਸ਼ਨ ਬਿਊਰੋ (ਏ.ਸੀ.ਬੀ.) ਨੇ ਮੁੱਖ ਮੰਤਰੀ ਅਰਵਿੰਦ ਕੇਜਰੀਵਾਲ ਦੇ ਰਿਸ਼ਤੇਦਾਰ ਨੂੰ ਗ੍ਰਿਫਤਾਰ ਕੀਤਾ ਹੈ।
"
"Hafiz Saeed's brother-in-law Hafiz Abdur Rehman Makki, JuD spokesperson Yahya Mujahid and Zafar Iqbal were handed down the six-month imprisonment each by the Anti-Terrorism Court (ATC) Lahore.
","ਲਾਹੌਰ ਦੀ ਅੱਤਵਾਦੀ ਵਿਰੋਧੀ ਅਦਾਲਤ ਵੱਲੋਂ ਸਈਦ ਦੇ ਰਿਸ਼ਤੇਦਾਰ ਹਾਫਿਜ਼ ਅਬਦੁਰ ਰਹਿਮਾਨ ਮੱਕੀ, ਜਮਾਤ ਉਦ ਦਾਵਾ ਦੇ ਬੁਲਾਰੇ ਯਹੀਆ ਮੁਜਾਹਿਦ ਅਤੇ ਜ਼ਫਰ ਇਕਬਾਲ ਨੂੰ ਛੇ ਮਹੀਨੇ ਦੀ ਕੈਦ ਦੀ ਸਜ਼ਾ ਸੁਣਾਈ ਗਈ ਹੈ।
"
"This included his wife, parents, younger brother, brother-in-law and another relative.
","ਜਿਸ ਵਿਚ ਸੱਸ, ਸਹੁਰਾ, ਦਿਓਰ ਅਤੇ ਹੋਰ ਰਿਸ਼ਤੇਦਾਰ ਵੀ ਸ਼ਾਮਲ ਸਨ।
"
"Majithia is the brother-in-law of deputy chief minister and state home minister Sukhbir Singh Badal.
","ਸੂਬੇ ਦੇ ਗ੍ਰਹਿ ਮੰਤਰੀ ਅਤੇ ਉਪ ਮੁੱਖ ਮੰਤਰੀ ਸੁਖਬੀਰ ਸਿੰਘ ਬਾਦਲ ਖਾਮੋਸ਼ ਹਨ।
"
"Rajinder had provided a large sum of money to his brother-in-law, who has admitted that he, along with his maternal uncle, had invested more than one crore drug money in purchasing properties and vehicles.
","ਰਾਜਿੰਦਰ ਨੇ ਚਿਰਾਗ ਰਾਠੀ ਨੂੰ ਵੱਡੀ ਰਕਮ ਦਿੱਤੀ ਜਿਸਨੇ ਮੰਨਿਆ ਹੈ ਕਿ ਉਸਨੇ ਆਪਣੇ ਮਾਮੇ ਨਾਲ ਮਿਲ ਕੇ ਜਾਇਦਾਦ ਅਤੇ ਵਾਹਨਾਂ ਦੀ ਖਰੀਦ ਵਿੱਚ ਇੱਕ ਕਰੋੜ ਤੋਂ ਵੱਧ ਦਾ ਨਿਵੇਸ਼ ਕੀਤਾ ਸੀ।
"
"And my sister and brother-in-law arrived too.
","ਭੈਣ ਤੇ ਭਣੋਈਆ ਵੀ ਆ ਚੁੱਕੇ ਸਨ।
"
"Man murdered by wife, brother-in-law over property dispute
","ਜ਼ਮੀਨੀ ਝਗੜੇ ਦੇ ਚਲਦਿਆਂ ਪਤੀ-ਪਤਨੀ ਦਾ ਗੋਲੀਆਂ ਮਾਰ ਕੇ ਕਤਲ
"
