eng_Latn,mar_Deva
"Congratulations on both your nephew and daughter!
","तुमचं आणि लेकीचं अभिनंदन, साधना!
"
"Deputy chief minister and the NCP chief’s nephew Ajit Pawar, however, downplayed the issue.
","मात्र जानकर यांच्या या वक्तव्याची राष्ट्रवादीचे नेते आणि महाराष्ट्राचे माजी उपमुख्यमंत्री अजित पवार यांनी खिल्ली उडवली आहे.
"
"According to the information received, the police constable stopped the bike of MLA's nephew and fined him as he violated covid rules.
","मिळालेल्या माहितीनुसार, या पोलीस कॉन्स्टेबलने आमदाराच्या (MLA) भाच्याची बाईक थांबवून त्याला दंड ठोठावल्याचं समोर आलं आहे.
"
"Dhaval Pratapsingh is the son of Pratapsingh Mohite Patil, nephew and brother of the former State Deputy CM Vijaysinh Mohite-Patil respectively.
","धवलसिंह मोहिते पाटील हे माजी राज्यमंत्री प्रतापसिंह मोहिते- पाटील यांचे चिरंजीव असून राज्याचे माजी उपमुख्यमंत्री विजयसिंह मोहिते-पाटलांचे पुतणे आहेत.
"
"The Enforcement Directorate (ED) has summoned Trinamool Congress MP Abhishek Banerjee, nephew of West Bengal chief minister Mamata Banerjee, and his wife Rujira Banerjee for questioning in a money laundering case linked to the coal scam.
","कोलकाता – अंमलबजावणी संचालनालयाने (ED) ममता बॅनर्जी यांचे भाचे अभिषेक बॅनर्जी आणि त्यांची पत्नी रुजीरा बॅनर्जी यांना कोळसा तस्करी प्रकरणात समन बजावले आहे. . .
"
"The FIR names the bank's directors, Sharad Pawar's nephew and former Maharashtra deputy chief minister Ajit Pawar, and 70 former functionaries of the bank.
","ईडीने गुन्हा दाखल केलेल्यांमध्ये शरद पवार, अजित पवार यांच्यासह 70 माजी संचालकांचा समावेश आहे.
"
"Bollywood actor Salman Khan's nephew Abdullah Khan passes away at 38
","सलमान खानचा पुतण्या अब्दुल्ला खानचं 38 व्या वर्षी मुंबईत निधन
"
"This morning, Mamata Banerjee's nephew Abhishek Banerjee, a Trinamool Congress MP, shared an image of her in hospital with a message targeting the BJP.
","ममता बॅनर्जी यांचे भाचे खासदार अभिषेक बॅनर्जी यांनी ममता बॅनर्जी यांचा रुग्णालयामधील फोटो ट्विट करत भाजपाला इशारा दिला आहे.
"
"Parth is the son of former Deputy Chief Minister and Sharad Pawar’s nephew Ajit Pawar.
","पार्थ पवार हे राज्याचे माजी उपमुख्यमंत्री अजित पवार यांचे चिरंजीव.
"
"Sena leader Sanjay Raut and NCP leader and Pawar’s nephew Ajit Pawar were also present at the meeting.
","संजय राऊत यांनी यावेळी राष्ट्रवादी काँग्रेसचे अध्यक्ष शरद पवार आणि राष्ट्रवादीचे विधीमंडळ नेते अजित पवार यांचंही कौतुक केलं.
"
"uncles and aunties, nephews and nieces.
","भाऊ, वहिनी आणि पुतण्या.
"
"Mehul Choksi and nephew Nirav Modi are key accused in the Punjab National Bank (PNB) fraud case.
","यामध्ये पंजाब नॅशनल बॅंक (पीएनबी) घोटाळ्यातील आरोपी नीरव मोदी आणि मेहुल चोक्सी यांचेही बंगले आहेत.
"
"Abhishek, nephew of the party supremo, will be replacing Subrata Bakshi as the national general secretary, while actor-turned-TMC leader Sayoni Ghosh has been made the youth wing president - a post earlier held by the MP.
","ममता बॅनर्जी यांचे पुतणे अभिषेक हे सुब्रत बक्षी यांच्या जागी राष्ट्रीय सरचिटणीस असतील तर अभिनेत्री आणि तृणमूल कॉंग्रेसचे नेते सयोनी घोष यांना पक्षाचे युवा संघटनेचे अध्यक्ष केले गेले आहे.
"
"The agency has sent summons to National Congress Party chief Sharad Pawar with regard to allegations against bank director Sharad Pawar’s nephew and former Maharashtra deputy chief minister Ajit Pawar, and 70 former functionaries of the bank.
","महाराष्ट्र राज्य सहकारी बँकेत (एमएससी बँक) घोटाळ्या प्रकरणी राष्ट्रवादी काँग्रेसचे अध्यक्ष शरद पवार आणि माजी उपमुख्यमंत्री अजित पवारांसह ७० नेत्यांवर ईडीने गुन्हा दाखल केला
"
"His nephew Ajit Pawar's son, Parth, wants to contest the Lok Sabha polls.
","अजित पवार यांचा मुलगा पार्थ राजकारणात लोकसभा निवडणुकीच्या माध्यमातून उतरण्याच्या प्रयत्नात आहे.
"
"Questioner : My nephew wakes up at nine everyday and does not do any work, what should I do?
","प्रश्‍नकर्ता : माझा पुतण्या रोज नऊ वाजता उठतो आणि त्यामुळे काही काम होत नाही.
"
"Among those killed were her mother, father, two brothers, sister-in-law, nephews and nieces, including a two-month-old.
","त्या आठ जणांमध्ये मृत व्यक्तीची पत्नी,दोन मुले,आई, सख्खा भाऊ,त्याची पत्नी, त्यांचा मुलगा आणि चुलत भाऊ यांचा समावेश आहे.
"
"On the other hand, BJP leaders hit back at Mamata Banerjee's nephew.
","तर दुसरीकडे भाजपच्या नेत्यांकडून ममता बॅनर्जी यांच्यावर झालेल्या हल्ल्याबाबत शंका व्यक्त केली आहे.
"
"A brother, a sister, a niece or nephew… a son or a daughter.
","बहिण, भाऊ, नणंद किंवा निदान मानलेला पण जन्माला न आलेला नातू?
"
"Suraiya was married to Subhash Chandra Bose's nephew Aurbindo Bose.
","यातूनच सुरैय्या यांनी सुभाषचंद्र बोस यांचे पुतणे अरबिंदो बोस यांच्याशी विवाह केला.
"
"She explained everything to her nephew.
","तिने सर्व प्रकार बहिणीला सांगितला.
"
"Mehul Choksi and his nephew Nirav Modi are accused in the Rs 13,500 crore Punjab National Bank fraud case.
","डायमंड किंग मेहुल चोकसी आणि त्याचा पुतण्या नीरव मोदी यांनी पंजाब नॅशनल बँकेला 13,500 कोटी रुपयांची फसवणूक केली.
"
"The police have arrested the nephew of the victim's father in this connection.
","या प्रकरणी आरोपी पित्याला तिरोडा पोलिसांनी अटक केली आहे.
"
"Aamir, for the party, was joined by his daughter Ira Khan and nephew Imran Khan.
","या पार्टीत आमीरची मुलं ईरा आणि जुनैद यांच्याव्यतिरिक्त इमरान खान आणि त्याची पत्नी अवंतिकासुद्धा सामील असतील.
"
"Parth Pawar, son of former deputy chief minister Ajit Pawar, who is the nephew of Sharad Pawar, will contest from Maval constituency.
","मावळ मतदारसंघातून माजी उपमुख्यमंत्री अजित पवार यांचे पुत्र पार्थ पवार यांना तर शिरुर मतदारसंघाची अभिनेते डॉ. अमोल कोल्हे यांना उमेदवारी देण्यात आली आहे.
"
"The actor was also accompanied by his sister Arpita Khan Sharma and nephew Ahil Sharma at the event.
","या चित्रपटात सलमान खानसोबत त्याची बहीण अर्पिताचा पती आणि अभिनेता अर्पित शर्मासुद्धा दिसून येणार आहे.
"
"Congress MLA Srinivas Murthy's residence in Bengaluru vandalised, allegedly over an inciting social media post by his nephew.
","बेंगळुरूमध्ये कॉंग्रेसचे आमदार श्रीनिवास मूर्ती यांच्या पुतण्याने फेसबुकवर चिथावणीखोर पोस्ट टाकली होती.
"
"Deputy chief minister and the NCP chief’s nephew Ajit Pawar, however, downplayed the issue.
","मात्र, माजी उपमुख्यमंत्री आणि राष्ट्रवादीचे नेते अजित पवार यांनी यावर स्पष्टीकरण दिले आहे.
"
"Recently, ED had booked Pawar, his nephew Ajit Pawar and others in an alleged Maharashtra State Cooperative Bank scam.
","काही दिवसांपूर्वीच अजित पवार यांच्याविरुद्ध ED ने महाराष्ट्र राज्य सहकारी बँकेच्या घोटाळाप्रकरणी गुन्हा दाखल झाला होता.
"
"A picture of Salman Khan and his nephew Ahil Sharma was shared by Arpita on Instagram.
","असिनने इन्स्टाग्रामवर तिचे पती राहुल शर्मा आणि मुलगी अरिनचा फोटो शेअर केला आहे.
"
"Ajit Pawar is the nephew of Nationalist Congress party chief Sharad Pawar
","अजित पवार हे राष्ट्रवादी काँग्रेसचे प्रमुख शरद पवार यांचे पुतणे.
"
"The Enforcement Directorate has filed an ECIR against NCP chief Sharad Pawar, his nephew Ajit Pawar and many others in connections with the Maharashtra State Co-operative Bank scam.
","महाराष्ट्र राज्य सहकारी बँक घोटाळयाप्रकरणी राष्ट्रवादीचे सर्वेसर्वा आणि अध्यक्ष शरद पवार आणि माजी उपमुख्यमंत्री अजित पवारांसह इतर राजकीय नेत्यांवर ईडीकडून गुन्हा दाखल करण्यात आल्याची माहिती समोर आली आहे.
"
"My two nephews also helped them.
","तसेच याचे दोघे भाऊहि मदत करीत.
"
"Sharad Pawar has also tweeted that the NCP doesn’t support his nephew Ajit’s decision.
","शरद पवार ट्विटरवर म्हणाले की, अजित पवार यांच्या राजकीय निर्णयाला राष्ट्रवादी काँग्रेस पक्षाचा पाठिंबा नाही.
"
"Ajit Pawar, who is Nationalist Congress Party leader Sharad Pawars nephew, has been appointed deputy chief minister.
","शरद पवार यांचे पुतणे अजित पावार यांनी भारतीय जनता पक्षाशी हातमिळवणी करत उपमुख्यमंत्री पदाची शपथ घेतली.
"
"Pawar is nephew of the Nationalist Congress Party (NCP) chief Sharad Pawar.
","तर रोहित पवार हे राष्ट्रवादीचे सर्वेसर्वा शरद पवार यांचे नातू आहेत.
"
"Ajit Pawar, the nephew of NCP chief Sharad Pawar, had been present last night at a joint meeting after which the Shiv Sena, NCP and Congress announced an alliance with Sena chief Uddhav Thackeray as Chief Minister.
","शिवसेना पक्षप्रमुख उद्धव ठाकरे आणि राष्ट्रवादी काँग्रेसचे अध्यक्ष शरद पवार यांच्यात झालेल्या बैठकीत उद्धव ठाकरे मुख्यमंत्री तर अजित पवार उपमुख्यमंत्री या फॉर्म्युलावर शिक्कामोर्तब झाल्याची माहिती मिळत आहे.
"
"Parth Pawar, who lost the last year's Lok Sabha election from Maval seat in Maharashtra, is the son of the NCP president's nephew and state Deputy Chief Minister Ajit Pawar.
","एमपीसी न्यूज - मावळ लोकसभा मतदारसंघातून माजी उपमुख्यमंत्री अजित पवार यांचे पुत्र पार्थ यांचा दारुण पराभव झाला.
"
"His wife, son and nephew were also injured.
","तसेच त्यांचे पती, सून व नात यांना हाताने मारहाण करून जखमी करण्यात आले.
"
"West Bengal Chief Minister Mamata Banerjee’s nephew Abhishek Banerjee is the Lok Sabha MP from Diamond Harbour.
","डायमंड हार्बर पश्चिम बंगालच्या मुखमंत्री ममता बॅनर्जी यांचे पुतणे अभिषेक बॅनर्जी यांचा मतदार संघ आहे.
"
"Rohit is grandson of Appasaheb Pawar, nephew of Ajit Pawar and elder brother of Sharad Pawar.
","तिसऱ्या पिढीतला युवराज रोहित हा आप्पासाहेबांचा नातू आहे म्हणजेच अजित पवारांचा पुतण्या आहे.
"
"My nephew was also at home.
","बहीणही घरीच असायची.
"
"Congress’ member of legislative assembly (MLA) Srinivas Murthy’s nephew was also arrested for sharing the “derogatory” post on Facebook.
","तसेच सोशल मीडियावर आक्षेपार्ह्य पोस्ट लिहिल्यामुळे काँग्रेस आमदार श्रीनिवास मूर्ती यांच्या भाच्याला अटक करण्यात आली आहे.
"
"Parth Pawar, the son of his nephew Ajit Pawar, is the NCP candidate.
","राष्ट्रवादी काँग्रेस पक्षाचे नेते अजित पवार यांचे सुपुत्र पार्थ पवार लोकसभा निवडणूकीच्या रिंगणात उतरले आहेत.
"
"Modi alleged that Pawar's nephew Ajit is trying to take control of his party.
","पुतण्या अजित पवार पक्षावर ताबा मिळवत आहे त्यामुळे शरद पवारांची पक्षावरील पकड सैल होत चालली आहे, असा आरोप मोदींनी केला होता.
"
"Parth is the son of former Deputy Chief Minister and Sharad Pawar’s nephew Ajit Pawar.
","शरद पवार यांचे नातू आणि माजी उपमुख्यमंत्री अजित पवार यांचे पुत्र पार्थ पवार यांचा दारुण पराभव झाला.
"
"This picture of Salman Khan with his nephew Ahil Sharma was shared on Instagram.
","सलमान खानने त्याचा फोटो इन्स्टाग्रामवर शेअर केला असून तो त्याचा लहान भाऊ सोहेल खानच्या मुलासोबत दिसत आहे.
"
"Pawar is nephew of the Nationalist Congress Party (NCP) chief Sharad Pawar.
","शरद पवारांचा तो नातू आहे मावळचा राष्ट्रवादीचा उमेदवार पार्थ पवार.
"
"Aamir Khan with his entire family - wife Kiran Rao, daughter Ira Khan, nephew Imran Khan and his wife Avantika were spotted playing football in Bandra.
","आमिर खान आणि पत्नी किरण राव, कैटरीना कैफ, आलिया भट्ट, अभिषेक बच्चन, आई जया तसेच पत्नी ऐश्वर्या आणि मुलगी आराध्या सोबत इथे आलाय.
"
"Sardesai is the nephew of chief minister Uddhav Thackeray’s wife Rashmi.
","मुख्यमंत्री उद्धव ठाकरे यांच्या पत्नी रश्मी ठाकरे या खूप लोकांच्या आदर्श आहेत.
"
"Apart from Randhir Kapoor, his brothers Rajiv and Rishi Kapoor, nephew Ranbir Kapoor and several other family members participated in the festivities.
","कोलाज केलेल्या फोटोत ऋषि कपूर, रणबीर कपूर आणि रिद्धिमासह कुटुंबातील अन्य सदस्य आहेत.
"
"Ajit Pawar is Sharad Pawar’s nephew.
","पद्मसिंह पाटील हे शरद पवार यांचे पुतणे अजित पवार यांचे मेहुणे आहेत.
"
"Parth is the son of former Deputy Chief Minister and Sharad Pawar’s nephew Ajit Pawar.
","आता त्यांचे पुतणे आणि माजी उपमुख्यमंत्री अजित पवारांनी शरद पवारांच्या विधानाची रेघ ओढलीये.
"
"Parth is the son of his nephew, Ajit Pawar.
",". . पार्थ हा अजित पवारांचा मुलगा.
"
"Pawar is nephew of the Nationalist Congress Party (NCP) chief Sharad Pawar.
","सायरस पुनावाला हे राष्ट्रवादीचे अध्यक्ष शरद पवार यांचे वर्गमित्र हेत.
"
"Rohit is grandson of Appasaheb Pawar, nephew of Ajit Pawar and elder brother of Sharad Pawar.
","रोहित पवार हे अजित पवारांचे पुतणे आहेत.
"
"Aamirs nephew Imran Khan is happily married to Avantika Malik.
","इम्रान खाननं पुढे जाऊन त्याची बालमैत्रीण अवंतिका मलिकशी लग्न केलं.
"
"Aishwarya Rai Bachchan was seen with daughter Aaradhya at her nephews birthday party.
","ऐश्वर्या राय बच्चन आणि अभिषेक बच्चन यांची मुलगी आराध्या बच्चन हिचा वाढदिवस थाटात साजरा झाला.
"
"Ajit, the nephew of Pawar, represents the second generation of Pawar family in politics, along with his cousin and Pawar’s daughter Supriya Sule.
","पुढच्या पिढीतुन राजकारणात आलेले अजित पवार (Ajit Pawar)हे अनंतरावांचे चिरंजीव तर सुप्रिया सुळे (Supriya Sule) या शरद पवारांच्या कन्या , तिसऱ्या पिढीतील रोहित हा अप्पासाहेबांचा नातू म्हणजेच अजित पवारांचा पुतण्या आहे.
"
"Choksi and his nephew Nirav Modi are wanted for allegedly siphoning Rs 13,500 crore of public money from the state-run Punjab National Bank (PNB) using letters of undertaking.
","राज्य सरकारच्या पंजाब नॅशनल बँकेकडून (पीएनबी) 13,500 कोटी रुपयांच्या सार्वजनिक गैरव्यवहाराच्या आरोपाखाली चोकसी आणी नीरव मोदी हे वांटेड आहे.
"
"But then I realised I've my wife, daughter; son-in-law, nephews visit us, but he has no one.
","पण मग मला जाणवलं की मला बायको आहे, मुलगी आहे, जावई आहेत, पुतणे आहेत.
"
"Chhagan Bhujbal's nephew Sameer Bhujbal has also been in jail in connection with the case and his son Pankaj Bhujbal has been questioned too.
","करणी छगन भुजबळ आणि त्यांचा पुतण्या समीर भुजबळ तसेच मुलगा पंकज भुजबळ यांच्यावर आरोप लावण्यात आले आहेत.
"
"Mehul Choksi and his nephew Nirav Modi are accused in the Rs 13,500 crore Punjab National Bank fraud case.
","मेहुल चोक्सी आणि नीरव मोदी यांच्यावर पंजाब नॅशनल बँकेच्या काही बँक अधिकाऱ्यांशी संगनमत करून 13,500 कोटी रुपयांची फसवणूक केल्याचा आरोप आहे.
"
"Emraan Hashmi- The Bollywood actor is the nephew of Mahesh Bhatt and Mukesh Bhatt and the second cousin of Pooja, Rahul, Alia Bhatt on their paternal grandmother’s side.
","इम्रान हाश्मी आणि आलिया भट्ट: बॉलिवूडची अभिनेत्री आणि महेश भट्ट यांची लाडकी कन्या आलिया भट्ट व बॉलीवूड चे धडाकेबाज अभिनेते इम्रान हाश्मी हे दोघे एकमेकांचे चुलत भाऊ बहीण आहे.
"
"Harish Rao is the nephew of Chief Minister K Chandrasekhar Rao.
","मुख्यमंत्री के चंद्रशेखर राव यांचे ते पुत्र आहेत.
"
"Trinamool Congress (TMC) MP and party Chief Mamata Banerjee’s nephew Abhishek Banerjee filed a case against Amit Shah in connection with a defamation case.
","कोलकाताच्या मुख्यमंत्री ममता बॅनर्जी आणि टीएमसीचे खासदार अभिषेक बॅनर्जी यांनी अमित शहांविरोधात मानहानिची याचिका दाखल केली होती.
"
"But how would I explain this to my nephew?
","पण हे मी माझ्या मुलाला कसं सांगू?
"
"But how about your nephew?
","पण तुझ्या लेकांना काय त्याचं?
"
"Armaan is the son of singer and music director Daboo Malik and nephew of famous music director Anu Malik.
","वास्तविक अरमान मलिक हा प्रसिद्ध संगीतकार सरदार मलिक याचा नातू आणि गायक अनु मलिक यांचा पुतण्या आहे.
"
"Abhishek Banerjee is the nephew of Mamata Banerjee.
","अभिषेक बॅनर्जी हे ममता बॅनर्जी यांचे पुतणे आहेत.
"
"Meanwhile, in Raigad district, NCP MLA Suresh Lad (for Karjat), Shiv Sena MLA Bharat Gogawale (for Mahad), Subhash P Patil of Peasants and Workers Party (for Alibaug), former MLA and Congress candidate Ravi Patil (Pen), Avdhoot Tatkare of NCP, who is the nephew of NCP State president Sunil Tatakare (for Shrivardhan), Aadiwasi Hakka Sameeti candidate Vaishali Patil (Pen) and Ram Gharat of BJP (Pen) filed their papers.
","दरम्यान, भाजप आघाडीतर्फे साक्षी सोरटे (नातेपुते, माळशिरस), शीला शिवशरण (आवताडे गट, भालेवाडी, मंगळवेढा), राष्ट्रवादी काँग्रेसतर्फे अतुल खरात (भोसे, पंढरपूर), त्रिभुवन धाईंजे (वेळापूर, माळशिरस) आणि काँग्रेसतर्फे संजय गायकवाड (वळसंग, दक्षिण सोलापूर) यांना अध्यक्षपदाची संधी मिळू शकते.
"
"Parth Pawar is the son of the NCP chief's nephew and former Maharashtra Deputy Chief Minister Ajit Pawar.
","पार्थ पवार हे राष्ट्रवादी काँग्रेसचे नेते आणि माजी उपमुख्यमंत्री अजित पवार यांचे पुत्र आहेत.
"
"Cabinet minister Jaydutt Kshirsagar, fighting on Shiv Sena ticket from Beed, was defeated by his nephew and NCP candidate Sandeep Kshirsagar.
","बीडमध्ये राष्ट्रवादीतून शिवसेनेत डेरेदाखल झालेल्या जयदत्त क्षीरसागर आणि त्यांचा पुतण्या संदीप क्षीरसागर यांच्यातील वाद शिगेला पोहोचलाय.
"
"Pankaj and Sameer are the son and nephew of senior Nationalist Congress Party (NCP) leader Chhagan Bhujbal.
","समीर भुजबळ राष्ट्रवादीचे काँग्रेसचे वरिष्ठ नेते छगन भुजबळ यांचा पुतण्या आहे.
"
"Armaan Malik is the son of Daboo Malik and nephew of music director Anu Malik.
","अरमान हा संगीतकार डबू मलिक यांचा मुलगा आहे.
"
"He had also registered a complaint against Nationalist Congress Party chief Sharad Pawar and his nephew Ajit Pawar.
","याचिकेत राष्ट्रवादी काँग्रेसचे अध्यक्ष शरद पवार व अजित पवार यांनाही प्रतिवादी करण्यात आले आहे.
"
"Former minister and NCP leader Manohar Naik too has an adversary is his nephew Neel Naik who is a BJP MLA.
","निलय नाईक हे माजी मंत्री आणि राष्ट्रवादीचे ज्येष्ठ नेते मनोहर नाईक यांचे पुतणे आहेत.
"
"Congress has nominated former CM Shivajirao Patil Nilangekar's son Ashok on the seat, the BJP has fielded Ashok's nephew Sambajirao Patil Nilangekar, who is also a minister.
","माजी मुख्यमंत्री शिवाजीराव पाटील निलंगेकर यांचा पुत्र अशोक पाटील निलंगेकर काँग्रेसतर्फे उभे असून, शिवाजीरावांचे नातू संभाजी पाटील निलंगेकर हे भाजपतर्फे उभे आहेत.
"
"Rohit is the grandson of Sharad Pawar’s elder brother, Appasaheb Pawar, and the son of the NCP chief’s nephew, Rajendra Pawar, and his wife Sunanda.
","रोहित पवार हे राष्ट्रवादी कॉग्रेसचे अध्यक्ष शरद पवार (Sharad Pawar) यांचे सख्खे भाऊ अप्पासाहेब पवार यांचे नातू असून राजेंद्र पवार यांचे सुपुत्र आहेत.
"
"Ashok Nilangekar-Patil's nephew (the ex-Cheif Minister's grandson), Sambaji Nilangekar-Patil, a minister in the outgoing government and the son of former MP Rupatai Nilangekar-Patil, is contesting from Latur.
","माजी मुख्यमंत्री शिवाजीराव पाटील निलंगेकर यांचे पुत्र अशोक निलंगेकर आणि त्यांचेच नातू पालकमंत्री संभाजी पाटील निलंगेकर निलंगा मतदार संघातून निवडणुकीच्या रिंगणात आहेत.
"
"At the time of the incident the victims daughter and her nephew were at the home.
","ज्यावेळी ही घटना घडली त्यावेळी पीडित तरुणी आणि तिची आजी घरामध्ये उपस्थित होती.
"
"A few days back, there were rumours that Khushi will be teaming up with Suhana Khan and Agastya Nanda , Amitabh Bachchan’s grandson and Abhishek Bachchan’s nephew for a film by Zoya Akhtar .
","झोया अख्तरच्या आगामी चित्रपटात खुशी अमिताभ बच्चन यांची नात अगस्त्य नंदा आणि शाहरुख खानची मुलगी सुहाना खानसोबत दिसणार असल्याचे बोलले जात आहे.
"
"The family feud between Bollywood actor Govinda and his nephew Krushna Abhishek has been making headlines for the past few days.
","गेल्या काही दिवसांपासून अभिनेता गोविंदा आणि कृष्णा अभिषेक या दोघांमध्ये देखील वाद चालू आहेत.
"
"Abhishek is the nephew of West Bengal Chief Minister and Trinamool Congress supremo Mamata Banerjee.
","पश्चिम बंगालच्या मुख्यमंत्री व तृणमूल काँग्रेसच्या सर्वेसर्वा मुख्यमंत्री ममता बॅनर्जी यांचे भाचे असलेले अभिषेक यांना वारसदार ठरवण्यात आले आहे.
"
"BJP MLA Ravindra Nath Tripathi, five sons, nephew booked for raping woman in UP's Bhadohi
","भदोही येथील भाजप आमदार रवींद्रनाथ त्रिपाठी, त्यांचा मुलगा आणि पुतण्या यांच्याविरूद्ध बलात्काराची तक्रार दाखल करण्यात आली आहे.
"
"But he could not save his nephew from himself.
","पण ते आपल्या सख्या भावला वाचवू शकले नाही.
"
"In Nashik, sitting Sena MP Hemant Godse is in the fray against Sameer Bhujbal, nephew of NCP stalwart Chhagan Bhujbal who is battling money laundering charges.
","नाशिक लोकसभा निवडणुकीत हेवीवेट नेते छगन भुजबळ यांचा पुतण्या समीर भुजबळ यांची लढत युतीचे उमेदवार हेमंत गोडसे यांच्याबरोबर होत आहे.
"
"Mehul Choksi and his nephew Nirav Modi are accused in the multi-crore Punjab National Bank fraud case.
","नीरव मोदी व त्याचा मामा मेहुल चोक्सी या दोघांनी पंजाब नॅशनल बँकेतील वरिष्ठ अधिकाऱ्यांच्या संगनमतातून हा कोट्यवधींचा गैरव्यवहार केला होता.
"
"Best of luck to your friends’ nephew!
","मित्र बांधवांना नागपंचमीच्या शुभेच्छा!
"
"Parth is the son of Maharashtra's Deputy CM and NCP leader Ajit Pawar who is Sharad Pawar's nephew.
","मावळ येथून राष्ट्रवादी काँग्रेसचे शरद पवार यांचा नातू तसेच अजित पवार यांचा मुलगा पार्थ पवार यांना उमेदवारी देण्यात आली होती.
"
"A daughter, a son, a niece, a nephew or the young one next door?
","बहिण, भाऊ, नणंद किंवा निदान मानलेला पण जन्माला न आलेला नातू?
"
"Present on the occasion was his nephew and Deputy Chief Minister Ajit Pawar, State NCP President and Water Resources Minister Jayant Patil, Minorities Affairs Minister Nawab Malik, central party leader Majeed Memon and other top office-bearers.
","या पत्रकार परिषदेला प्रदेशाध्यक्ष आणि जलसंपदा मंत्री जयंत पाटील, मुख्य राष्ट्रीय प्रवक्ते आणि अल्पसंख्याक मंत्री नवाब मलिक, कोषाध्यक्ष हेमंत टकले, प्रदेश सरचिटणीस शिवाजीराव गर्जे, राज्य मुख्य प्रवक्ते महेश तपासे, माजी आमदार विद्याताई चव्हाण आदी उपस्थित होते.
"
"Based on the father’s complaint, an FIR has been registered against his nephew.
","मुलीच्या वडिलांनी दाखल केलेल्या तक्रारीनुसार एफआयआर दाखल करण्यात आला आहे.
"
"Parth Pawar, the son of his nephew Ajit Pawar, is the NCP candidate.
","राष्ट्रवादीकडून अजित पवार यांचे पुत्र पार्थ पवार हे लोकसभेच्या मैदानात उतरले होते.
"
"Brother and sister marriage is forbidden, as is marriage with a niece or nephew.
","मामाभाची तसेच मावस किंवा आते बहिणीशी विवाह निषिद्ध मानतात.
"
"grandfather. father. elder brother. younger brother. son. nephew. daughter. niece grandson. granddaughter. grandmother. aunt. cousin.
","वडिल, नातवंडे, बहीण, भाऊ, बहिणीची अपत्ये, भावाची अपत्ये, मुलीची नातवंडे, भावाचा मुलगा, बहिणीचा मुलगा.
"
"Ajit Pawar is Sharad Pawar’s nephew.
","अजित पवार हे शरद पवारांचे पुतणे आहेत.
"
"Uncle and nephew
","कळंबटे आजोबा आणि नातू
"
"Bollywood star Govinda recently appeared as a guest on Diwali special episode of The Kapil Sharma Show (TKSS) but his actor-comedian nephew Krushna Abhishek was seen missing from the episode.
","कपिल शर्माच्या शोमध्ये गोविंदा पाहुणा म्हणून आला होता पण, कृष्णा या एपिसोडमधून गायब दिसला होता.
"
"NCP’s another candidate from Osmanabad, Rana Jagjitsingh Patil, is Sunetra’s nephew, while his opponent and Sena candidate Omraje Nimbalkar is her relative.
","उस्मानाबाद येथून शिवसेनेचे ओमराजे निंबाळकर हे उमेदवार आहेत, तर त्यांचा राष्ट्रवादी काँग्रेसच्या राणा जगजितसिंह पाटील यांच्याशी सामना होत आहे.
"
"Hazrah Nizamuddin had a great affection towards his nephew Hazrah Takiuddin Nuh.
","हजरत निजामुद्दीन औलिया यांचे त्यांच्या बहिणीच्या मुलावर अत्यंत स्नेह होता.
"
"Maran was the nephew of Karunanidhi.
","मारन हे करुणानिधी यांच्या बहिणीची नातवंडे.
"
"Meanwhile, Sharad Pawar has tweeted saying his nephew's decision to support the BJP is ""personal and not that of the Nationalist Congress Party"" .
","दरम्यान अजित पवार यांनी भाजपसोबत जाण्याचा निर्णय हा त्यांचा वैयक्तिक निर्णय असून याला राष्ट्रवादी काँग्रेसचा पाठिंबा नसल्याची प्रतिक्रिया शरद पवार यांनी ट्विटर वरुन दिली.
"
"Imran is superstar Aamir Khan’s nephew, who appeared as a child actor in Qayamat Se Qayamat Tak and Jo Jeeta Wohi Sikander.
","याशिवाय आमीर खानच्या कयामत से कयामत तक आणि जो जीता वही सिकंदर या सिनेमातही इम्राननं बाल कलाकार म्हणून काम केलं आहे.
"
"Parth Pawar, the son of his nephew Ajit Pawar, is the NCP candidate.
","राष्ट्रवादीचे (NCP) नेते आणि राज्याचे उपमुख्यमंत्री अजित पवार (Ajit pawar) यांचे सुपुत्र पार्थ पवार (Parth pawar) यांना पंढरपूरमधून पोटनिवडणुकीत (pandharpur by poll election) उमेदवारी देण्याची चर्चा रंगली आहे.
"
"He is accompanied by his brother, son and nephew.
","त्यात त्यांचे भाऊ, मुले आणि नातवंडे यांचाही समावेश आहे.
"
"Before this, Sanjay worked with his brother Anil Kapoor and nephew Arjun Kapoor in ‘Mubarakan’.
","‘मुबारका’मधून यापूर्वी अनिलने आपला पुतण्या अर्जुन कपूर याच्याबरोबर काम केलं होतं.
"
