eng_Latn,tel_Telu
"Moltke was the nephew of his great namesake but suffered an inferiority complex to him.
","మోల్ట్కే అతని గొప్ప పెద్ద పేరు గల మేనల్లుడు, కానీ అతనికి ఒక తక్కువస్థాయి కాంప్లెక్స్ బాధపడ్డాడు.
"
"Moltke's nephew, also von Moltke, took over Schlieffen's role in the early twentieth century.
","మోల్ట్కే యొక్క మేనల్లుడు, వాన్ మోల్ట్కే ఇరవయ్యో శతాబ్దం ప్రారంభంలో ష్లిఫ్ఫెన్ పాత్రను స్వీకరించాడు.
"
"More so, not much is known about the right backs uncles and aunts while his nephews and nieces have not been identified in notable events of his early life till date.
","ఇంకా, కుడి మేనమామలు మరియు అత్తమామల గురించి పెద్దగా తెలియదు, అయితే అతని మేనల్లుళ్ళు మరియు మేనకోడళ్ళు అతని ప్రారంభ జీవితంలో గుర్తించదగిన సంఘటనలలో గుర్తించబడలేదు.
"
"Movable assets of Mamata Banerjee's nephew increased three-fold in 5 years
","ఐదేళ్ళ కాలంలో మూడు రెట్లు పెరిగిన మమతా బెనర్జీ మేనల్లుడి ఆస్తులు
"
"Moving on to Cantwell's extended family, he has an uncle called Kevin Owen, from Fakenham while not much is known about his aunts, nieces, and nephews.
","టాడ్ కాంట్వెల్ బంధువుల గురించిః కాంట్వెల్ యొక్క విస్తరించిన కుటుంబానికి వెళుతున్నప్పుడు, అతనికి ఫకెన్హామ్ నుండి కెవిన్ ఓవెన్ అనే మామ ఉన్నారు, అయితే అతని అత్తమామలు, మేనకోడళ్ళు మరియు మేనల్లుళ్ళు గురించి పెద్దగా తెలియదు.
"
"My 13-year-old nephew started the game out for us this year!
","నా 13 ఏళ్ల మేనల్లుడు ఈ సంవత్సరం మా కోసం ఆట ప్రారంభించాడు!
"
"My nephew is now 11 years old.
","మా పాపకు ఇప్పుడు 11 ఏళ్లు.
"
"My nephew is playing a cameo in the film.
","నా తనయుడు యువ ఈ చిత్రంలో కామియో రోల్ పోషిస్తున్నాడు.
"
"My nephew lives in Tokyo.
","నా సోదరి టోక్యోలో నివసిస్తుంది.
"
"My nephew recently moved, changing cities, enrolling in a new school and of course, settling into a new house and while he didn't want to move, after three months of being in his new home, school and new neighborhood, he's settled in and happy about the change.
","నా మేనల్లుడు ఇటీవలే నగరాలు మారుతూ , ఒక నూతన పాఠశాలలో చేరడం మరియు కోర్సు యొక్క, ఒక కొత్త ఇల్లు లోకి స్థిరపడటం మరియు తన కొత్త ఇల్లు, పాఠశాల మరియు కొత్త పరిసరాల్లో ఉండటం వలన మూడు నెలల తర్వాత అతను తరలించాలనుకుంటున్న సమయంలో అతను స్థిరపడ్డారు మరియు మార్పు గురించి సంతోషంగా ఉంది.
"
"My nephew will soon go to school.
","తొందరల్లోనే నా బిడ్డ పాఠశాలకు వెళ్ళుతుంది.
"
"Naramalli Sivaprasad's nephew Narasimha Prasad condemned the fact that TDP's former MP Shivprasad is being treated in Chennai's Apollo hospital, but there is no truth in the news that he is going viral as he died.
","టిడిపి మాజీ ఎంపీ శివప్రసాద్ చెన్నై అపోలో ఆస్పత్రిలో చికిత్స పొందుతుతున్నారని, అయితే ఆయన మరణించినట్లుగా వైరల్ అవుతున్న వార్తల్లో ఎలాంటి వాస్తవం లేదని, అని శివప్రసాద్ మేనల్లుడు నరసింహ ప్రసాద్ ఖండించారు.
"
"Next to be introduced is Jasper's nephew, Edwin Drood (whom the Chairman reveals is being played by the famous male impersonator, Miss Alice Nutting), who discusses his impending arranged marriage with Rosa Bud, as well as his plans to leave for Egypt after the wedding.
","""తర్వాత పరిచయం చేయాల్సిన వ్యక్తి జాస్పర్ మేనల్లుడు ఎడ్విన్ డ్రూడ్ (ఆయన గురించి ఛైర్మన్ బయటపెట్టే పాత్రను ప్రసిద్ధ మగ వేషధారిణి మిస్ అలీస్ నట్టింగ్ పోషించారు) అతను రోసా బడ్తో తనకు జరగబోయే పెళ్ళితో పాటు పెళ్ళయిన వెంటనే ఈజిప్టును విడిచి వెళ్లే తమ ప్రణాళిక గురించి చర్చిస్తున్నారు ("""" టూ కింగ్స్మెన్"""").""
"
"Noble Italian families disputed the papacy's claim to the territory, and Clement sent his nephew, Astorge de Durfort, to settle matters in the Papal States.
","విశేషమైన ఇటాలియన్ కుటుంబాలు భూభాగంపై పపాసీ యొక్క వాదనను వివాదం చేశాయి, మరియు క్లెమెంట్ అతని మేనల్లుడు, ఆస్టార్గే డి డర్ఫోర్ట్ను పంపించాడు, పాపల్ రాష్ట్రాలలో విషయాలను పరిష్కరించాడు.
"
"On November 24, 2018, police arrested TLP chief Khadim Hussain Rizvi, his brother Ameer Hussain Rizvi, his nephew Muhammad Ali, besides 87 other activists, on charges of creating unrest.
","ఆ గొడవలకు సబంధించి టీఎల్పీ చీఫ్ ఖాదీమ్ హుస్సేన్ రిజ్వీ, ఆయన సోదరుడు అమీర్ హుస్సేన్ రిజ్వీ, మేనల్లుడు ముహమ్మద్ అలీతో పాటు మరో 87 మంది ఇతర కార్యకర్తలను పోలీసులు నవంబర్ 24, 2018న అరెస్టు చేశారు.
"
"On November 24, 2018, police arrested TLP chief Khadim Hussain Rizvi, his brother Ameer Hussain Rizvi, his nephew Muhammad Ali, besides 87 other religious activists, on charges of creating unrest all around.
","ఆ గొడవలకు సబంధించి టీఎల్పీ చీఫ్ ఖాదీమ్ హుస్సేన్ రిజ్వీ, ఆయన సోదరుడు అమీర్ హుస్సేన్ రిజ్వీ, మేనల్లుడు ముహమ్మద్ అలీతో పాటు మరో 87 మంది ఇతర కార్యకర్తలను పోలీసులు నవంబర్ 24, 2018న అరెస్టు చేశారు.
"
"On November 24, 2018, police arrested TLP chief Khadim Hussain Rizvi, his brother Ameer Hussain Rizvi, his nephew Muhammad Ali, besides 87 other religious activists, on charges of creating unrest.
","ఆ గొడవలకు సబంధించి టీఎల్పీ చీఫ్ ఖాదీమ్ హుస్సేన్ రిజ్వీ, ఆయన సోదరుడు అమీర్ హుస్సేన్ రిజ్వీ, మేనల్లుడు ముహమ్మద్ అలీతో పాటు మరో 87 మంది ఇతర కార్యకర్తలను పోలీసులు నవంబర్ 24, 2018న అరెస్టు చేశారు.
"
"On his death in 1896, his nephew Horatio Nelson Smith took over the management of the business.
","1896 లో స్మిత్ మరణించినప్పుడు అతని మేనల్లుడు హొరాషియో నెల్సన్ స్మిత్ కంపెనీని స్వాధీనం చేసుకున్నారు.
"
"One of Nur ad-Din's lieutenants, Saladin (Kurdish nephew of Nur al-Din's best general, Shirkuh), would rise to prominence in the coming conflicts.
","నూర్ అడ్డీన్ యొక్క లెఫ్టినెంట్లలో ఒకరు, సలాదిన్ (నూర్ అల్-దిన్ యొక్క ఉత్తమ జనరల్, షిర్ఖుహ్ యొక్క కుర్దిష్ మేనల్లుడు), రాబోయే సంఘర్షణలలో ప్రాముఖ్యత పెరగడం.
"
"One of those was making him have a feel of the World Cup won by his nephew.
","వాటిలో ఒకటి అతని మేనల్లుడు గెలుచుకున్న ప్రపంచ కప్ అనుభూతిని కలిగిస్తుంది.
"
"Other teachers included Speusippus, Plato's nephew, and Xenocrates of Chalcedon.
","ఇతర ఉపాధ్యాయులలో స్పెసిపస్, ప్లేటో యొక్క మేనల్లుడు, మరియు చాల్సెడోన్ యొక్క జెనోక్రేట్స్ ఉన్నారు.
"
"Our nephew is the same age.
","మా అంకుల్ అంత వయస్సు ఆ వ్యక్తికి ఉంటుంది.
"
"Paul's sister Marie, who has been hit hard by the stock market crash, is sufficiently disgusted with her brother to step in and find the funds to pay for her nephew's tuition.
","స్టాక్ మార్కెట్ పతనానికి తీవ్రంగా దెబ్బతింది ఎవరు పాల్ యొక్క సోదరి మేరీ, తన సోదరుడు లో దశను మరియు ఆమె మేనల్లుడు యొక్క ట్యూషన్ చెల్లించాల్సిన నిధులు కనుగొనేందుకు తగినంత విసుగుగా ఉంది.
"
"Pettus and Rackley left the group and were replaced by another neighborhood friend, Ralph Tresvant, and Payne's nephew Ronnie DeVoe.
","పెటస్ మరియు రక్లే ఈ బృందాన్ని విడిచిపెట్టి, మరొక పొరుగు స్నేహితుడు, రాల్ఫ్ ట్రెస్వాంట్ మరియు పేనే యొక్క మేనల్లుడు రోనీ డెవో ఉన్నారు.
"
"Phil Kosch is his nephew, and he's in Treaty Of Paris, who I'm not super familiar with, but I've heard of the band.
","ఫిల్ కోష్ అతని మేనల్లుడు, మరియు అతను ట్రీటీ ఆఫ్ పారిస్లో ఉన్నాడు, నాకు అంతగా పరిచయం లేదు, కానీ నేను బ్యాండ్ గురించి విన్నాను.
"
"Pierre Mbappe, the most famous uncle of Kylian Mbappe once raised a few eyebrows by revealing that his nephew spends a lot of time watching Chelsea matches.
","కైలియన్ ఎంబప్పే యొక్క అత్యంత ప్రసిద్ధ మామ పియరీ ఎంబప్పే ఒకసారి తన మేనల్లుడు చెల్సియా మ్యాచ్లను చూడటానికి చాలా సమయాన్ని వెచ్చిస్తున్నాడని వెల్లడించడం ద్వారా కొన్ని కనుబొమ్మలను పెంచాడు.
"
"Pierre mbappe, the most famous uncle of kylian mbappe once raised a few eyebrows by revealing that his nephew spends a lot of time watching chelsea matches.
","కైలియన్ ఎంబప్పే యొక్క అత్యంత ప్రసిద్ధ మామ పియరీ ఎంబప్పే ఒకసారి తన మేనల్లుడు చెల్సియా మ్యాచ్లను చూడటానికి చాలా సమయాన్ని వెచ్చిస్తున్నాడని వెల్లడించడం ద్వారా కొన్ని కనుబొమ్మలను పెంచాడు.
"
"Pliny was killed during the eruption, but his nephew (called Pliny the Younger), watching the eruption from Misenum about 30 kilometers (18 miles) away, survived and wrote about the events in letters that form the basis of our eye-witness knowledge about it.
","ప్లినీ విస్ఫోటనం సమయంలో చంపబడ్డాడు, కానీ అతని మేనల్లుడు (పిన్నినీ ది యంగర్ అని పిలుస్తారు), 30 కిలోమీటర్ల (18 మైళ్ళు) దూరంలో ఉన్న మిజెన్ నుండి విస్ఫోటనం చూడటంతో, మన కంటికి సాక్షి జ్ఞానం యొక్క ఆధారం గురించి వ్రాసిన ఉత్తరాలలో ఇది.
"
"President Bush's nephew, John Ellis Bush, who is Jeb Bush's son, was arrested for public drunkenness and resisting arrest.
","అధ్యక్షుడు బుష్ యొక్క మేనల్లుడు, జెబ్ బుష్ కొడుకు అయిన జాన్ ఎల్లిస్ బుష్, బహిరంగ తాగుబోతు మరియు ఖైదు నిరోధించడానికి అరెస్టు చేశారు.
"
"Regarding Buendia's larger family tree, his paternal and maternal grandparents are one of football's unravelled mysteries while there are no available records of his uncles, aunts, nieces and nephews.
","ఎమి బ్యూండియా బంధువుల గురించిః బ్యూండియా యొక్క పెద్ద కుటుంబ వృక్షానికి సంబంధించి, అతని తల్లితండ్రులు మరియు తల్లితండ్రులు ఫుట్బాల్ యొక్క బయటపడని రహస్యాలలో ఒకటి, అయితే అతని మేనమామలు, అత్తమామలు, మేనకోడళ్ళు మరియు మేనల్లుళ్ల గురించి రికార్డులు అందుబాటులో లేవు.
"
"Regarding Federico Chiesa's Family ancestry, there are no records of his maternal and paternal grandparents, while his uncles, aunts, nephews and nieces are largely unknown at the time of writing this biography.
","ఫెడెరికో చిసా యొక్క కుటుంబ వంశానికి సంబంధించి, అతని తల్లి మరియు తల్లితండ్రుల గురించి ఎటువంటి రికార్డులు లేవు, అయితే ఈ జీవిత చరిత్ర రాసే సమయంలో అతని మేనమామలు, అత్తమామలు, మేనల్లుళ్ళు మరియు మేనకోడళ్ళు ఎక్కువగా తెలియదు.
"
"Regarding the defender's extended family life and ancestry, not much is known about his maternal and paternal grandparents while his uncles, aunts, nephews and nieces are yet to be identified at the time of writing this biography.
","డిఫెండర్ యొక్క విస్తరించిన కుటుంబ జీవితం మరియు వంశపారంపర్యంగా, అతని మాతృ మరియు పితృ తాతల గురించి పెద్దగా తెలియదు, అయితే ఈ జీవిత చరిత్ర రాసే సమయంలో అతని మామలు, అత్తమామలు, మేనల్లుళ్ళు మరియు మేనకోడళ్ళు ఇంకా గుర్తించబడలేదు.
"
"Ring bearers are often nephews or young brothers (although they can also be nieces or sisters) and are generally in the same age range as flower girls, which is to say that they are no younger than about 5 nor older than 10.
","రింగ్ బేరర్లు తరచుగా మేనల్లుళ్ళు లేదా యువ సోదరులై ఉంటారు (వారు మేనకోడళ్ళు లేదా చెల్లెళ్ళు అయినా కావచ్చు) మరియు సాధారణంగా సుమ బాలలతో సమ వయస్కులై ఉంటారు, దానర్ధం వారు 5సంవత్సరాల కంటే తక్కువ వయసుతో గానీ 10సంవత్సరాల కంటే ఎక్కువ వయసుతో గానీ ఉండరు.
"
"Robin Perry, the nephew of Richie, decides to enlist and fight the war in Iraq.
","రిచీ యొక్క మేనల్లుడు రాబిన్ పెర్రీ, ఇరాక్లో యుద్ధాన్ని నమోదు చేసుకుని, పోరాడాలని నిర్ణయిస్తాడు.
"
"Salman Khan having fun with his nephews
","Homeసమగ్ర వార్తలు పిల్లలతో సమయాన్ని గడుపుతున్న సల్మాన్ ఖాన్ ఫ్యామిలి
"
"Set in revolutionary Italy in the mid-1800s, the film stars Burt Lancaster as a Sicilian prince who seeks to preserve his family's aristocratic way of life by marrying off his nephew Tancredi (Alain Delon) to the daughter (Claudia Cardinale) of a wealthy, boorish merchant.
","1800 మధ్యకాలంలో విప్లవాత్మక ఇటలీలో సెట్ చేయబడిన ఈ చిత్రం బర్ట్ లాంకాస్టర్ను ఒక సిసిలియన్ యువరాజుగా చిత్రీకరించింది, తన కుటుంబం యొక్క కులీనమైన జీవితాన్ని కాపాడటానికి తన మేనల్లుడు తన్క్రిడీ (అలైన్ డెలన్) ను వివాహం చేసుకోవటానికి ప్రయత్నిస్తుంది, ఇది ఒక సంపన్న యొక్క కుమార్తె (క్లౌడియా కార్డినేల్) అసహ్యకరమైన వ్యాపారి.
"
"She is an unmarried 42-year-old woman and she also lives with her brother, sister-in-law, niece, and nephews.
","ఆమె పెళ్లి చేసుకోని 42 ఏళ్ల మహిళ మరియు ఆమె తన సోదరుడు, సోదరి అత్త, మేనకోడలు మరియు మేనళ్ళులతో కూడా నివసిస్తుంది.
"
"She stayed with her husband in England until his armies were destroyed, then she took refuge in Paris, where her nephew, Louis XIV, was king; her son, Charles, soon joined her.
","తన సైన్యాలు నాశనమయ్యే వరకు ఆమె తన భర్తతో కలిసి ఇంగ్లాండ్లోనే ఉండి, ఆమె పారిస్లో శరణు పట్టింది, అక్కడ ఆమె మేనల్లుడు లూయిస్ XIV రాజుగా ఉన్నారు; ఆమె కుమారుడు, చార్లెస్, త్వరలో ఆమెతో చేరాడు.
"
"She then began a legal battle with his heir and nephew, John Windsor, claiming that her property should be willed to her daughters' families.
","ఆమె తన వారసుడు మరియు మేనల్లుడు అయిన జాన్ విండ్సర్తో తన చట్టబద్ధమైన పోరాటాన్ని ప్రారంభించింది, ఆమె ఆస్తి తన కుమార్తెల కుటుంబానికి చెందిందని ఆరోపించారు.
"
"She was in Dubai with her family to attend the wedding of her nephew Mohit Marwah.
","తన మేనల్లుడు మోహిత్ మార్వా వివాహానికి హాజరయ్యేందుకు శ్రీదేవి తన కుటుంబ సభ్యులతో కలిసి దుబాయ్ వెళ్లారు.
"
"She was then married to Justinian's nephew or cousin, Germanus, and was made a Patrician Ordinary.
","ఆమె అప్పుడు జస్టినియన్ యొక్క మేనల్లుడు లేదా బంధువు జర్మస్ను వివాహం చేసుకున్నారు, మరియు అతను ప్యాట్రిసియాన్ ఆర్డినరీగా చేశారు.
"
"Shimla: Abhitej Singh Sandhu, the great nephew of Bhagat Singh, died in a road accident in Rampur Bushahr area of Shimla district in Himachal Pradesh.
","సిమ్లా: హిమాచల్ప్రదేశ్లోని రాంపూర్ బుషాహర్ జిల్లాలో జరిగిన రోడ్డు ప్రమాదంలో స్వాతంత్య్ర సమరయోధుడు భగత్సింగ్ తోబుట్టువు మనవడు అభితేజ్ సింగ్ మృతి చెందారు.
"
"Similarly, Fernandes uncles, aunts, nephews and nieces have not been identified in notable events of his childhood story till date.
","అదేవిధంగా, ఫెర్నాండెజ్ పినతండ్రులు, అత్తమామలు, మేనళ్ళు మరియు మేనళ్ళు లను గుర్తించలేదు, ఇప్పటి వరకు అతని బాల్య కథలో గుర్తించదగిన ఘటనలలో గుర్తించబడలేదు.
"
"Similarly, not much is known about Zouma's uncles, aunts, nephews and nieces while his cousins have not been identified in notable events of his early life to date.
","అదేవిధంగా, జౌమా యొక్క మేనమామలు, అత్తమామలు, మేనల్లుళ్ళు మరియు మేనకోడళ్ళు గురించి పెద్దగా తెలియదు, అయితే అతని దాయాదులు అతని ప్రారంభ జీవితంలో గుర్తించదగిన సంఘటనలలో గుర్తించబడలేదు.
"
"Similarly, there are no records of Tielemans' uncles, aunts, nieces and nephews while his cousins have not been identified in notable events of his early life till date.
","అదేవిధంగా, టైలెమాన్ల పినతండ్రులు, అత్తమామలు, మేనళ్ళు మరియు మేనళ్లల రికార్డులు ఏవీ లేవు, అతని బంధువు తేదీ వరకు అతని ప్రారంభ జీవితం యొక్క గుర్తించదగిన సంఘటనలలో గుర్తించబడలేదు.
"
"Similarly, there are no records of Tielemans' uncles, aunts, nieces and nephews while his cousins have not been identified in notable events of his early life to date.
","అదేవిధంగా, టైలెమాన్ల పినతండ్రులు, అత్తమామలు, మేనళ్ళు మరియు మేనళ్లల రికార్డులు ఏవీ లేవు, అతని బంధువు తేదీ వరకు అతని ప్రారంభ జీవితం యొక్క గుర్తించదగిన సంఘటనలలో గుర్తించబడలేదు.
"
"Similarly, there are no records of his aunts, uncles, nieces and nephews while his cousins have not been identified in notable events of his early life till date.
","అదేవిధంగా, టైలెమాన్ల పినతండ్రులు, అత్తమామలు, మేనళ్ళు మరియు మేనళ్లల రికార్డులు ఏవీ లేవు, అతని బంధువు తేదీ వరకు అతని ప్రారంభ జీవితం యొక్క గుర్తించదగిన సంఘటనలలో గుర్తించబడలేదు.
"
"Similarly, there is not much about the forward's ancestry and family roots, particularly the identities of his maternal and paternal grandparents while his aunts, uncles, nephews and nieces are yet to be identified at the time of writing this bio.
","అదేవిధంగా, ఫార్వర్డ్ యొక్క వంశపారంపర్యత మరియు కుటుంబ మూలాల గురించి పెద్దగా తెలియదు, ముఖ్యంగా అతని తల్లి మరియు తల్లితండ్రుల గుర్తింపులు, అయితే ఈ బయో రాసే సమయంలో అతని అత్తమామలు, మేనమామలు, మేనల్లుళ్ళు మరియు మేనకోడళ్ళు ఇంకా గుర్తించబడలేదు.
"
"Similarly, there is not much known about Jones's family roots or ancestry, particularly his maternal and paternal grandparents while Jones Uncles, aunts, cousins, nephews and nieces are yet to be identified at the time of writing this biography.
","అదేవిధంగా, జోన్స్ కుటుంబ మూలాలు లేదా పూర్వీకుల గురించి పెద్దగా తెలియదు, ముఖ్యంగా అతని తల్లి మరియు తల్లితండ్రులు, జోన్స్ మామలు, అత్తమామలు, దాయాదులు, మేనల్లుళ్ళు మరియు మేనకోడళ్ళు ఈ జీవిత చరిత్ర రాసే సమయంలో ఇంకా గుర్తించబడలేదు.
"
"Sir, My nephew is 4 years old.
","సర్, మా పాప వయసు 4 ఏళ్ళు.
"
"Six court officials formed a plan to restore Danjong to power in 1456; Sejo discovered the scheme, executed the officials, and ordered his 16-year-old nephew burned to death so that he could not serve as a figurehead for future challenges to Sejo's title.
","1456 లో డాన్జాంగ్ను అధికారంలోకి తీసుకురావడానికి ఆరు కోర్టు అధికారులు ఒక ప్రణాళికను రూపొందించారు; సెజో ఈ పథకాన్ని కనుగొన్నాడు, అధికారులను ఉరితీసి, అతని 16 ఏళ్ల మేనల్లుడు చనిపోయాడని ఆదేశించాడు, దీని వలన అతను సెజో యొక్క టైటిల్కు భవిష్యత్ సవాళ్లను ఎదుర్కోలేడు.
"
"Snead's nephew, J.C. Snead, finished tied for seventh in the 1979 Westchester Classic.
","స్నీడ్ యొక్క మేనల్లుడు, JC స్నీడ్, 1979 వెస్ట్చెస్టర్ క్లాసిక్లో ఏడో స్థానంలో నిలిచాడు.
"
"Some say that Speusippus took over the academy as Plato's nephew after his death in 347 BC.
","ప్లోటో 347 BC లో మరణించిన తర్వాత స్పీసిప్పస్ అకాడమీ నాయకత్వం వహించాడు అని కొందరు చెప్తారు.
"
"Sridevi had travelled to Dubai along with her family to attend the wedding of her nephew Mohit Marwah.
","తన మేనల్లుడు మోహిత్ మార్వా వివాహానికి హాజరయ్యేందుకు శ్రీదేవి తన కుటుంబ సభ్యులతో కలిసి దుబాయ్ వెళ్లారు.
"
"Such was Abraham's conviction that he did not stop preaching and after a while, Azar realized that his threats were of no use so he told his nephew he did not wish to see him again for sometime.
","ఇటువంటి అతను బోధన ఆపడానికి లేదని అబ్రాహాము విశ్వాసం మరియు ఒక కాలం తర్వాత, అజర్ అతను కొంతకాలం అతనిని మళ్ళీ చూడండి అనుకుంటున్నారా లేదు అబ్రహం చెప్పారు కాబట్టి తన బెదిరింపులు ఉపయోగం గుర్తించారు.
"
"The Borgias are the most infamous family of Renaissance Italy, and their history normally hinges around four key individuals: Pope Calixtus III, his nephew Pope Alexander IV, his son Cesare and daughter Lucrezia.
","బోర్జియాస్ పునరుజ్జీవనోద్యమ ఇటలీ యొక్క అత్యంత అపఖ్యాతియైన కుటుంబానికి చెందినవారు, మరియు వారి చరిత్ర సాధారణంగా నాలుగు ముఖ్యమైన వ్యక్తులకు దగ్గరగా ఉంటుందిః పోప్ కాలిక్యుస్ III, అతని మేనల్లుడు పోప్ అలెగ్జాండర్ IV, అతని కుమారుడు సెసేర్ మరియు కుమార్తె లుక్రెజియా .
"
"The Borgias are the most infamous family of Renaissance Italy, and their history normally hinges around four key individuals: Pope Calixtus III, his nephew Pope Alexander IV, his son Cesare, and his daughter Lucrezia.
","బోర్జియాస్ పునరుజ్జీవనోద్యమ ఇటలీ యొక్క అత్యంత అపఖ్యాతియైన కుటుంబానికి చెందినవారు, మరియు వారి చరిత్ర సాధారణంగా నాలుగు ముఖ్యమైన వ్యక్తులకు దగ్గరగా ఉంటుందిః పోప్ కాలిక్యుస్ III, అతని మేనల్లుడు పోప్ అలెగ్జాండర్ IV, అతని కుమారుడు సెసేర్ మరియు కుమార్తె లుక్రెజియా .
"
"The Cathedral of St. John the Divine is also home to a triptych by Keith Haring, a trio of peacocks and twelve tapestries (recently restored) that were designed by baroque master Giovanni Francesco Romanelli, and woven for Francesco Barberini, who was the nephew of Pope Urban VII.
","John the Divine is also home to a triptych by Keith Haring, ఒక త్రయం నెమళ్ళు మరియు పన్నెండు బట్టలను (ఇటీవల పునరుద్ధరించబడింది) that were designed by బరోక్ మాస్టర్ Giovanni ఫ్రాన్సిస్కో Romanelli, మరియు నేసిన కోసం ఫ్రాన్సిస్కో Barberini, అయిన యొక్క మేనల్లుడు పోప్ అర్బన్ VII.
"
"The Legacy of the Academy When Plato died, in 347 B.C., after Philip II of Macedonia had begun his conquest of Greece, leadership of the Academy passed not to Aristotle , who had been a student and then teacher there for 20 years, and who expected to follow, but to Plato's nephew Speusippus.
","347 లో మాసిడోనియాకు చెందిన ఫిలిప్ II గ్రీస్పై విజయం సాధించిన తరువాత ప్లాటో మరణించినప్పుడు, అకాడెమీ నాయకత్వం అరిస్టాటిల్ కు ఉత్తీర్ణత సాధించలేదు , ఇతను 20 సంవత్సరాల పాటు అక్కడ విద్యార్ధిగా ఉన్నాడు, ఫాలో యొక్క మేనల్లుడు స్పీసిపస్కు వెళుతుందని భావిస్తున్నారు.
"
"The Nutcracker is transformed into a human prince (who looks strikingly similar to Drosselmeyer's nephew).
","నట్క్రాకర్ ఒక మానవ రాకుమారుడిగా రూపాంతరం చెందుతాడు (అతను డ్రోస్సేల్మేయర్ యొక్క మేనల్లుడుతో పోలి ఉంటుంది).
"
"The Pope was still a veritable hostage of Charles V, and Charles V was the loyal nephew of Henry's Queen, Catherine.
","పోప్ అప్పటికీ చార్లెస్ V యొక్క ఒక యదార్ధ బందీ మరియు చార్లెస్ V హెన్రీ రాణి క్యాథరైన్ యొక్క విశ్వాసపాత్రుడైన మేనల్లుడు.
"
"The Portuguese established one of Nzinga's nephews, Aidi Kiluanje, as a puppet king (Phillip) while Nzinga's forces continued to harass the Portuguese.
","పోర్చుగీస్ ఒక తోలుబొమ్మ రాజు (ఫిలిప్) గా Nzinga యొక్క బంధువులు ఒకటి స్థాపించారు అయితే Nzinga యొక్క దళాలు పోర్చుగీస్ వేధించడానికి కొనసాగింది.
"
"The family members of former President Fakhruddin Ali Ahmed's nephew, who were left out of the draft National Register of Citizens (NRC) last year, have again not been included in the final list which was published on August 31.
","గత ఏడాది ముసాయిదా నేషనల్ రిజిస్టర్ ఆఫ్ సిటిజెన్స్ (ఎన్ఆర్సి) నుంచి తొలగించబడిన మాజీ భారత రాష్ట్రపతి ఫక్రుద్దీన్ అలీ అహ్మద్ మేనల్లుడి కుటుంబ సభ్యులు ఆగస్టు 31 న ప్రచురించబడిన తుది జాబితాలో కూడా మళ్లీ చేర్చబడలేదు.
"
"The fifth degree of blood, but distant relationship - cousins uncles, aunts and nephews.
","రక్తసంబంధం ఐదవ డిగ్రీ, కానీ దూరపు బంధువులు - పినతండ్రులు, అత్తమామలు మరియు మేనల్లుళ్ళు.
"
"The follow-up to Bilbo's grand adventure starts with The Fellowship of the Ring (1954), as we meet Frodo (Bilbo's nephew) and his friends.
","బిలోబో గ్రాండ్ అడ్వెంచర్కు ముందుగా ది ఫెలోషిప్ అఫ్ ది రింగ్ (1954) తో మొదలవుతుంది, మేము ఫ్రోడో (బిలబో మేనల్లుడు) మరియు అతని స్నేహితులను కలిసేటప్పుడు.
"
"The man's nephew shared the video on Twitter.
","ఆ బుడతడి బంధువు ట్విట్టర్లో ఈ వీడియోను పోస్ట్ చేసింది.
"
"The movie has debutant Imran Khan, Aamir Khan's nephew, as the hero.
","అమీర్ ఖాన్ తన మేనల్లుడు ఇమ్రాన్ ఖాన్ ని హీరోగా పరిచయం చేస్తూ వచ్చిన 'జానేతూ' సినిమా లో ఈ సన్నివేశాలు కనిపిస్తాయి.
"
"The nephew of a naval officer, Fletcher elected to pursue a similar career.
","నౌకాదళ అధికారి యొక్క మేనల్లుడు ఫ్లెచర్ ఇదే విధమైన వృత్తిని ఎంచుకున్నాడు.
"
"The next generation of Borgia would be very different, and Alfons's nephews now arrived in Rome.
","బోర్గియా తరువాతి తరం చాలా భిన్నంగా ఉంటుంది, మరియు ఆల్ఫాన్స్ మేనల్లుళ్ళు ఇప్పుడు రోమ్లో వచ్చారు.
"
"The political landscape of Hungary at the time was one of major rivalries, and Elizabeth appears to have supported her nephew Gabor Bathory, ruler of Transylvania and rival to Hungary.
","అప్పట్లో హంగరీ యొక్క రాజకీయ దృశ్యాలు ప్రధాన పోటీలలో ఒకటి, మరియు ఎలిజబెత్ తన మేనల్లుడు గోర్బర్ బాతరీ, ట్రాన్సిల్వేనియా పాలకుడు మరియు హంగరీకి ప్రత్యర్థిగా మద్దతు ఇచ్చినట్టు కనిపిస్తుంది.
"
"The reaction was negative: John had been serving as de facto regent for his father and older brother; he was an active advisor to his nephew though he had been explicitly excluded from any such formal office.
","ప్రతిచర్య ప్రతికూలంగా ఉందిః జాన్ తన తండ్రికి మరియు అన్నయ్యకు వాస్తవిక రీజెంట్గా పనిచేశాడు; అతను అటువంటి అధికారిక కార్యాలయం నుండి బహిరంగంగా మినహాయించబడినప్పటికీ అతను తన మేనల్లుడుకు చురుకైన సలహాదారు.
"
"The relative is his dad's nephew, a man who once went to jail for a serious crime.
","బంధువు అతని తండ్రి మేనల్లుడు, ఒకప్పుడు తీవ్రమైన నేరానికి జైలుకు వెళ్ళిన వ్యక్తి.
"
