eng_Latn,tel_Telu
"I know my Italian cousins are going to be there.
","నా ఇటాలియన్ దాయాదులు అక్కడ ఉంటారని నాకు తెలుసు.
"
"I learned from my cousins and sister.
","మా పిన్నమ్మలు, అత్తమ్మల దగ్గర నేనది నేర్చుకున్నాను.
"
"I learned many pieces of my husband's Powell family history when a distant cousin and I tracked down a relative with a box full of letters his grandmother had received from her family in England after she moved to America.
","నేను నా భర్త యొక్క పావెల్ కుటుంబ చరిత్రలో చాలా భాగాలను నేర్చుకున్నాను, సుదూర బంధువు మరియు నేను అమెరికాకు వెళ్ళిన తర్వాత ఇంగ్లాండ్లోని తన కుటుంబం నుండి అతని అమ్మమ్మ అందుకున్న అక్షరాలతో నిండిన ఒక బంధువుని నేను ట్రాక్ చేసాను.
"
"I loved spending time at my grandparents home in Leesville, Louisiana because I got to be with my cousins, who drove down from North Carolina.
","లూసియానాలోని లీస్విల్లేలోని నా తాతామామల ఇంటిలో గడపడం నాకు చాలా నచ్చింది, ఎందుకంటే నేను నార్త్ కరోలినా నుండి దిగిన నా కజిన్స్తో కలిసి ఉన్నాను.
"
"I made out with my cousin once when I was 14.
","14 ఏళ్ల వయసులో ఒకసారి మ్మానాన్నలతో కలిసి బయటికి వెళ్లాను.
"
"I met him a couple of times at my cousins' house.
","మా తమ్ముడి ఇంట్లో ఎన్నో సార్లు ఈయన్ని కలుసుకున్నాను.
"
"I met my mother's cousin there.
","అక్కడ నా మేనగోడలు కొడుకుని కలుసుకున్నాను.
"
"I think he said was a second cousin to the Lerouxs and has seen this anomaly many times.
","నేను అతను Lerouxs ఒక రెండవ బంధువు చెప్పాడు మరియు ఈ అసాధారణ అనేక సార్లు చూసింది అనుకుంటున్నాను.
"
"I too am a distant cousin.
","నాకు దూరపు బంధువు కూడా.
"
"I took my mother and my cousin.
","మా అమ్మమ్మనీ, నాయనమ్మనీ కొట్టాను.
"
"I would like to take this opportunity to thank my doctors, Dr. Praveen Kulkarni and my cousin Dr. Veeru, Kims Hospital as well as Tenet Diagnostics.
","కిమ్స్ హాస్పిటల్స్ నుండి నా వైద్యులు -డిఆర్ ప్రవీణ్ కులకర్ణి & నా కజిన్ డాక్టర్ వీరు, అలాగే టెనెట్ డయాగ్నోస్టిక్స్ కు కృతజ్ఞతలు చెప్పడానికి నేను ఈ అవకాశాన్ని కోరుకుంటున్నాను.
"
"I've got cousins there.
","నాకు అక్కడ బంధువులు ఉన్నారు.
"
"I've met your cousin.
","మొన్న మీ కజిన్ కలిసాడు.
"
"I've not yet met a person who has actually tried it (except for anonymous posts on the Internet and third-hand accounts about somebody's sister's best friend's cousin.)
","వాస్తవానికి ప్రయత్నించిన ఒక వ్యక్తిని నేను ఇంకా కలవలేదు (ఇంటర్నెట్లో అనామక పోస్ట్స్ మరియు ఇతరుల సోదరి యొక్క బెస్ట్ ఫ్రెండ్స్ బంధువు గురించి మూడవ చేతి ఖాతాల మినహా).
"
"If you do not like to write but are keen about a celebrity, a special hobby subject, or even a long lost cousin, then Twitter is a way to connect to that person or topic.
","మీరు రాయడానికి ఇష్టపడకపోతే, ఒక ప్రముఖ వ్యక్తి, ఒక ప్రత్యేక అభిరుచి గల అంశం, లేదా ఒక దీర్ఘ-కోల్పోయిన బంధువు గురించి ఆసక్తికరంగా ఉంటే, ఆ వ్యక్తితో లేదా ట్విట్టర్తో కనెక్ట్ అవ్వడానికి ఒక మార్గం ట్విటర్.
"
"If you don't like to write but are curious about a celebrity, a particular hobby topic, or even a long-lost cousin, then Twitter is one way to connect with that person or topic.
","మీరు రాయడానికి ఇష్టపడకపోతే, ఒక ప్రముఖ వ్యక్తి, ఒక ప్రత్యేక అభిరుచి గల అంశం, లేదా ఒక దీర్ఘ-కోల్పోయిన బంధువు గురించి ఆసక్తికరంగా ఉంటే, ఆ వ్యక్తితో లేదా ట్విట్టర్తో కనెక్ట్ అవ్వడానికి ఒక మార్గం ట్విటర్.
"
"If you don't like to write, but are curious about a celebrity, a particular hobby topic, or even a long-lost cousin, then Twitter is one way to connect with that person or topic.
","మీరు రాయడానికి ఇష్టపడకపోతే, ఒక ప్రముఖ వ్యక్తి, ఒక ప్రత్యేక అభిరుచి గల అంశం, లేదా ఒక దీర్ఘ-కోల్పోయిన బంధువు గురించి ఆసక్తికరంగా ఉంటే, ఆ వ్యక్తితో లేదా ట్విట్టర్తో కనెక్ట్ అవ్వడానికి ఒక మార్గం ట్విటర్.
"
"If you suffer from incapacitating migraines, there is a good chance that your sister, cousin, or mother does as well.
","మీరు మైగ్రేన్లను అసమర్థతతో బాధపడుతుంటే, మీ సోదరి, బంధువు లేదా తల్లి కూడా మంచి అవకాశం ఉంది.
"
"If you want to use DNA to determine ancestry through any of your other six great-grandparents you will need to convince an aunt, uncle, or cousin who descends directly from that ancestor through an all-male or all-female line to provide a DNA sample.
","మీ ఇతర ఆరుగురు ముత్తాతల నుండి పూర్వీకులని గుర్తించడానికి మీరు DNA ను ఉపయోగించాలనుకుంటే మీరు అత్త, మామ, లేదా బంధువును నేరుగా ఒక పూర్వీకుడు నుండి ఒక మగ లేదా అన్ని-పురుషుడు లైన్ ద్వారా ఒక DNA ను అందించడానికి నమూనా.
"
"If you want to use DNA to determine ancestry through any of your other six great-grandparents you will need to convince an aunt, uncle, or cousin who descends through an all-male or all-female line to provide a DNA sample.
","మీ ఇతర ఆరుగురు ముత్తాతల నుండి పూర్వీకులని గుర్తించడానికి మీరు DNA ను ఉపయోగించాలనుకుంటే మీరు అత్త, మామ, లేదా బంధువును నేరుగా ఒక పూర్వీకుడు నుండి ఒక మగ లేదా అన్ని-పురుషుడు లైన్ ద్వారా ఒక DNA ను అందించడానికి నమూనా.
"
"If you wish to use DNA in order to establish ancestry through any of your other six great-grandparents, then you will need to convince an aunt, uncle, or cousin who descends directly from that ancestor through an all-male or all-female line to provide a DNA sample.
","మీ ఇతర ఆరుగురు ముత్తాతల నుండి పూర్వీకులని గుర్తించడానికి మీరు DNA ను ఉపయోగించాలనుకుంటే మీరు అత్త, మామ, లేదా బంధువును నేరుగా ఒక పూర్వీకుడు నుండి ఒక మగ లేదా అన్ని-పురుషుడు లైన్ ద్వారా ఒక DNA ను అందించడానికి నమూనా.
"
"Illinois: First cousins, yes, only if they are over a certain age or cannot bear children.
","ఇల్లినాయిస్ః మొదటి బంధువులు, అవును, వారు ఒక నిర్దిష్ట వయస్సులో ఉన్నప్పుడే లేదా పిల్లలను భరించలేరు.
"
"Imagine you wanted to talk to your cousin Joe about going to Florida in the summer.
","మీరు వేసవిలో ఫ్లోరిడాకి వెళ్ళబోతున్నట్లు మీ కజిన్ జోతో మాట్లాడాలని అనుకోండి.
"
"In 1335, the Il-Khan (Mongol) ruler of Persia and the Middle East, Abu Said, died of bubonic plague during a war with his northern cousins, the Golden Horde.
","1335 లో, పెర్షియా మరియు మధ్యప్రాచ్యం, అబూ సైద్ యొక్క ఇల్-ఖాన్ (మంగోల్) పాలకుడు, అతని ఉత్తర కజిన్లు, గోల్డెన్ హార్డేతో యుద్ధ సమయంలో బుబోనిక్ ప్లేగు మరణించాడు.
"
"In 1390, Richard II, her cousin, declared Joan and her brothers legitimate.
","1390 లో, రిచర్డ్ II, ఆమె బంధువు జోన్ మరియు ఆమె సోదరుల చట్టబద్ధమైనదిగా ప్రకటించారు.
"
"In 1499, Margaret's brother Edward apparently tried to escape from the Tower of London to take part in the plot of Perkin Warbeck who claimed to be their cousin, Richard, one of the sons of Edward IV who had been taken to the Tower of London under Richard III and whose fate was not clear.
","1499 లో, మార్గరెట్ సోదరుడు ఎడ్వర్డ్ స్పష్టంగా లండన్ టవర్ నుండి తప్పించుకునేందుకు ప్రయత్నించాడు, పెర్కిన్ వార్బేక్ యొక్క కధలో పాల్గొనడానికి వారు తమ బంధువు అయిన రిచర్డ్, ఎడ్వర్డ్ IV యొక్క కుమారులు, రిచర్డ్ III మరియు దీని విధి స్పష్టమైనది కాదు.
"
"In 1513 his cousin, Pope Leo X, made him archbishop of Florence and cardinal.
","1513 లో అతని బంధువు పోప్ లియో X అతనిని ఫ్లోరెన్స్కు మరియు కార్డినల్కు ఆర్చ్బిషప్ చేసారు.
"
"In 1513, his cousin, Pope Leo X made him Archbishop of Florence and a Cardinal.
","1513 లో అతని బంధువు పోప్ లియో X అతనిని ఫ్లోరెన్స్కు మరియు కార్డినల్కు ఆర్చ్బిషప్ చేసారు.
"
"In 1518, Henry arranged to have their daughter, Mary, betrothed to the French Dauphin, which was not to the liking of Catherine, who wanted Mary to marry her nephew and Mary's first cousin, Charles.
","1518 లో, హెన్రీ వారి కుమార్తె మేరీని ఏర్పాటు చేసాడు, ఫ్రెంచ్ డాఫీన్కు నిరాకరించాడు, మేరీ తన మేనల్లుడు మరియు మేరీ యొక్క మొదటి బంధువు చార్లెస్ను వివాహం చేసుకోవాలని కోరుకునే కాథరీన్కు ఇష్టపడలేదు.
"
"In 1518, henry arranged to have their daughter, mary, betrothed to the french dauphin, which was not to the liking of catherine, who wanted mary to marry her nephew and mary's first cousin, charles;
","1518 లో, హెన్రీ వారి కుమార్తె మేరీని ఏర్పాటు చేసాడు, ఫ్రెంచ్ డాఫీన్కు నిరాకరించాడు, మేరీ తన మేనల్లుడు మరియు మేరీ యొక్క మొదటి బంధువు చార్లెస్ను వివాహం చేసుకోవాలని కోరుకునే కాథరీన్కు ఇష్టపడలేదు.
"
"In 1755, he and his cousin Daniel Boone took part in Major General Edward Braddock's ill-fated campaign against Fort Duquesne, which ended in a stunning defeat at the Battle of the Monongahela.
","1755 లో, అతను మరియు అతని బంధువు డానియల్ బూన్, మేజర్ జనరల్ ఎడ్వర్డ్ బ్రాడ్డోక్ యొక్క ఫోర్ట్ దుక్వేస్నేతో జరిగిన దురదృష్టకరమైన పోరాటంలో పాల్గొన్నారు, ఇది మొన్గాన్హేల యుద్ధంలో అద్భుతమైన విజయంతో ముగిసింది.
"
"In 1755, he, and his cousin, Daniel Boone, took part in Major General Edward Braddock's ill-fated campaign against Fort Duquesne which ended in a stunning defeat at the Battle of the Monongahela.
","1755 లో, అతను మరియు అతని బంధువు డానియల్ బూన్, మేజర్ జనరల్ ఎడ్వర్డ్ బ్రాడ్డోక్ యొక్క ఫోర్ట్ దుక్వేస్నేతో జరిగిన దురదృష్టకరమైన పోరాటంలో పాల్గొన్నారు, ఇది మొన్గాన్హేల యుద్ధంలో అద్భుతమైన విజయంతో ముగిసింది.
"
"In 1804 at the age of 24, Mary married her cousin, Captain Samuel Greig.
","1804 లో, 24 సంవత్సరాల వయస్సులో, మేరీ శామ్యూల్ గ్రేగ్కు వివాహం చేసుకున్నాడు, ఆమె తండ్రి వలె నౌకాదళ అధికారి.
"
"In 1804, at the age of twenty four, Mary married her cousin, Captain Samuel Greig.
","1804 లో, 24 సంవత్సరాల వయస్సులో, మేరీ శామ్యూల్ గ్రేగ్కు వివాహం చేసుకున్నాడు, ఆమె తండ్రి వలె నౌకాదళ అధికారి.
"
"In 1808, Taylor elected to leave the plantation and was able to obtain a commission as a first lieutenant in the U.S. Army from his second cousin, James Madison.
","1808 లో, టేలర్ ఈ తోటలను విడిచిపెట్టి, తన రెండవ బంధువు జేమ్స్ మాడిసన్ నుండి సంయుక్త సైన్యంలో మొట్టమొదటి లెఫ్టినెంట్గా ఒక కమిషన్ను పొందగలిగారు.
"
"In 1808, Taylor elected to leave the plantation and was able to obtain a commission as a first lieutenant in the US Army from his second cousin, James Madison.
","1808 లో, టేలర్ ఈ తోటలను విడిచిపెట్టి, తన రెండవ బంధువు జేమ్స్ మాడిసన్ నుండి సంయుక్త సైన్యంలో మొట్టమొదటి లెఫ్టినెంట్గా ఒక కమిషన్ను పొందగలిగారు.
"
"In 1865 they changed the name of this cousin to Everest.
","1865 లో వారు ఈ కజిన్ పేరును ఎవరెస్ట్ గా మార్చారు.
"
"In 1891 Wells married his cousin Isabel Mary Wells, but left her in 1894 for one of his students, Amy Catherine, whom he married in 1895.
","HG వెల్స్ అతని బంధువు అయిన ఇసాబెల్ మేరీ వెల్స్ను 1891 లో వివాహం చేసుకున్నాడు, కాని 1894 లో తన పూర్వ విద్యార్థులలో ఒకడైన అమీ కాథరిన్ రాబిన్స్ కొరకు ఆమెను విడిచిపెట్టాడు.
"
"In 1891, Wells married his cousin Isabel Mary Wells, but left her in 1894 for one of his students, Amy Catherine Robbins, whom he married in 1895.
","HG వెల్స్ అతని బంధువు అయిన ఇసాబెల్ మేరీ వెల్స్ను 1891 లో వివాహం చేసుకున్నాడు, కాని 1894 లో తన పూర్వ విద్యార్థులలో ఒకడైన అమీ కాథరిన్ రాబిన్స్ కొరకు ఆమెను విడిచిపెట్టాడు.
"
"In 1900, the cousins purchased a stone mill in Easton, Pennsylvania and started manufacturing slate pencils for children.
","1900 లో కంపెనీ ఈస్టన్, PA లో ఒక రాయి మిల్లు కొనుగోలు చేసింది మరియు పాఠశాలలకు స్లేట్ పెన్సిల్స్ను ఉత్పత్తి చేయడం ప్రారంభించింది.
"
"In 1900, the cousins purchased a stone mill in Easton, Pennsylvania, and began to make pencils for schools.
","1900 లో కంపెనీ ఈస్టన్, PA లో ఒక రాయి మిల్లు కొనుగోలు చేసింది మరియు పాఠశాలలకు స్లేట్ పెన్సిల్స్ను ఉత్పత్తి చేయడం ప్రారంభించింది.
"
"In 1918, he married his first cousin, Aurora Aragon Quezon; the couple would have four children.
","1918 లో, అతను తన మొదటి బంధువు అయిన అరోరా ఆరగాన్ క్యూజోన్ను వివాహం చేసుకున్నాడు; ఈ జంటకు నలుగురు పిల్లలు ఉంటారు.
"
"In 1919 he divorced Mileva and married his first cousin, Elsa Einstein.
","ఐన్స్టీన్ తన మొదటి భార్య మిలేవా మారిక్ 1919 లో విడాకులు తీసుకున్న తరువాత, అతను తన బంధువు ఎల్సా లోవెన్తల్ (నీ ఐన్ స్టీన్) ను వివాహం చేసుకున్నాడు.
"
"In 1968, he assisted his cousin, General Ahmed Hassan al-Bakr, in the Baathist takeover of Iraq.
","1968 లో, తన బంధువు జనరల్ అహ్మద్ హసన్ అల్-బకర్, బాతిస్ట్ స్వాధీనంలో ఇరాక్.
"
"In 1988, he married actress Susan Bay, who is a cousin of director Michael Bay.
","1988 లో, లియోనార్డ్ నటి సుసాన్ బేను వివాహం చేసుకున్నాడు, ఇది దర్శకుడు మైకేల్ బే, ఒక బంధువు.
"
"In 1989 he married actress Susan Bay, a cousin of film director Michael Bay.
","1988 లో, లియోనార్డ్ నటి సుసాన్ బేను వివాహం చేసుకున్నాడు, ఇది దర్శకుడు మైకేల్ బే, ఒక బంధువు.
"
"In 2002, Andre DiMera, posing as his cousin Tony, returned to Salem claiming Stefano had died from injuries sustained from a car crash in Monte Carlo.
","2002 లో, ఆండ్రీ డిమెరా, తన బంధువు టోనీగా నటిస్తూ, సెంటేకు తిరిగి వచ్చాడు, స్టెఫానో మోంటే కార్లోలో కారు ప్రమాదంలో గాయపడిన గాయాల నుండి మరణించాడు.
"
"In 2006, Elon Musk co-founded SolarCity, a photovoltaics products and services company with his cousin Lyndon River.
","2006 లో, ఎల్లోన్ మస్క్ సౌరసిటీ సహ-వ్యవస్థాపకుడు సోలార్సిటీ, తన బంధువు లిండన్ రివ్ తో ఒక ఫోటోవోల్టాయిక్స్ ఉత్పత్తులు మరియు సేవల సంస్థ.
"
"In 2019, there was the case of a man marrying two women who were cousins held in Madhya Pradesh's Bhind district.
","2019 లో కూడా ఇదే విధమైన కేసు వెలుగులోకి వచ్చింది, ఇందులో మధ్యప్రదేశ్ యొక్క భింద్ జిల్లాలో జరిగిన ఒకే వివాహ వేడుకలో ఒక వ్యక్తి ఇద్దరు మహిళలను వివాహం చేసుకున్నాడు.
"
"In Action Comics #289 (1962), written by Jerry Siegel and penciled by Jim Mooney, Superman's cousin Supergirl decides he needs to get married.
","జెర్రీ సిగల్ రచించిన యాక్షన్ కామిక్స్ # 289 (1962) లో జిమ్ మూనీ చేత పెన్సిల్ చేయబడి, సూపర్మ్యాన్ యొక్క బంధువు సూపర్గర్ల్ వివాహం చేసుకోవాలని నిర్ణయించుకుంటాడు.
"
"In April 1893, Gandhi aged 23, set sail for South Africa to be the lawyer for Abdullah's cousin.
","వివరణః ఏప్రిల్ 1893 లో, గాంధీ వయసు 23, దక్షిణాఫ్రికాకు అబ్దుల్లా బంధువు తరపు న్యాయవాదిగా బయలుదేరాడు.
"
"In April 1893, Gandhi aged 23, set sail for South Africa to be the lawyer for Abdullahs cousin.
","వివరణః ఏప్రిల్ 1893 లో, గాంధీ వయసు 23, దక్షిణాఫ్రికాకు అబ్దుల్లా బంధువు తరపు న్యాయవాదిగా బయలుదేరాడు.
"
"In Europe and Asia, related tits such as the great tit, blue tit and long-tailed tit will also respond to the same methods used to attract their North American chickadee cousins.
","యూరప్ మరియు ఆసియాలో, గొప్ప టైట్, బ్లూ టైట్ మరియు లాంగ్-టైల్డ్ టైటి వంటి సంబంధిత టిట్స్ వారి నార్త్ అమెరికన్ చికెడీ బంధువులను ఆకర్షించడానికి ఉపయోగించే అదే పద్ధతులకు కూడా ప్రతిస్పందిస్తాయి.
"
"In Europe and Asia, related tits such as the great tit, blue tit, and long-tailed tit will also respond to the same methods used to attract their North American chickadee cousins.
","యూరప్ మరియు ఆసియాలో, గొప్ప టైట్, బ్లూ టైట్ మరియు లాంగ్-టైల్డ్ టైటి వంటి సంబంధిత టిట్స్ వారి నార్త్ అమెరికన్ చికెడీ బంధువులను ఆకర్షించడానికి ఉపయోగించే అదే పద్ధతులకు కూడా ప్రతిస్పందిస్తాయి.
"
"In French, this means s/he is not necessarily a first cousin (child of a parent's sibling), but could be the person's a second or third cousin.
","ఫ్రెంచ్ లో, ఈ s / అతను ఒక మొదటి బంధువు (తల్లిదండ్రుల తోబుట్టువు యొక్క బిడ్డ) కాదు, కానీ రెండవ లేదా మూడవ బంధువు.
"
"In July 1968, Baath returned to power under the leadership of Gen Ahmed Hassan al-Bakr, who appointed Saddam, his cousin, as deputy.
","1968 లో, సద్దాం మరియు అహ్మద్ హసన్ అల్-బకర్ నేతృత్వంలోని బాథీకులు అధికారాన్ని చేపట్టారు; అల్-బకర్ అధ్యక్షుడిగా, సద్దాం హుస్సేన్ తన డిప్యూటీగా బాధ్యతలు స్వీకరించారు.
"
"In July 2002, NBA All-Star Allen Iverson was charged with 14 charges, some felony, after he was arrested during an altercation at his cousin's apartment.
","జూలై 2002 లో, NBA ఆల్-స్టార్ అలెన్ ఐవెర్సన్ అతని బంధువు అపార్ట్మెంట్లో జరిగిన ఒక ఘర్షణలో అరెస్టయిన తరువాత 14 ఆరోపణలతో, కొన్ని ఘర్షణలను అభియోగాలు మోపారు.
"
"In Quezon province, one villager, Diane Joco, scrambled with her husband, parents, siblings and cousin out of their flimsy houses on stilts on the shore of Calauag town, but stayed close by in a neighbour's sturdier house near the coast to guard their homes.
","క్యూజోన్ ప్రావిన్స్లో, గ్రామస్తుడు డయాన్ జోకో తన భర్త, తల్లిదండ్రులు, తోబుట్టువులు మరియు కజిన్లతో కలౌగ్ నగర తీరంలో ఉన్న వారి సన్నని ఇళ్ళ నుండి బయటికి వచ్చారు, కాని మరింత కఠినమైన ఇంటిలోనే ఉన్నారు వారి ఇళ్లను రక్షించడానికి తీరానికి సమీపంలో ఉన్న పొరుగువారి.
"
"In Quezon province, villager Diane Joco scrambled with her husband, parents, siblings and cousin out of their flimsy houses on stilts on the shore of Calauag town, but stayed close by in a neighbor's sturdier house near the coast to guard their own homes.
","క్యూజోన్ ప్రావిన్స్లో, గ్రామస్తుడు డయాన్ జోకో తన భర్త, తల్లిదండ్రులు, తోబుట్టువులు మరియు కజిన్లతో కలౌగ్ నగర తీరంలో ఉన్న వారి సన్నని ఇళ్ళ నుండి బయటికి వచ్చారు, కాని మరింత కఠినమైన ఇంటిలోనే ఉన్నారు వారి ఇళ్లను రక్షించడానికి తీరానికి సమీపంలో ఉన్న పొరుగువారి.
"
"In September 1843 he was murdered by his cousin, an officer of the army, Ajit Singh Sindhanwalia.
","1843 సెప్టెంబరులో అతన్ని అతని దాయాది, సైన్యంలో అధికారి అయిన అజిత్ సింగ్ సింధన్వాలియా హత్యచేశాడు.
"
"In a sense, English and Spanish are cousins, as they have a common ancestor, known as Indo-European.
","ఒక కోణంలో, ఇంగ్లీష్ మరియు స్పానిష్ వారు భారతీయ-యూరోపియన్ అని పిలవబడే ఒక సాధారణ పూర్వీకులు కలిగి ఉంటారు, దాయాదులు.
"
"In addition, Cantwell's paternal and maternal grandparents are yet unknown while the midfielder's cousins have not been identified in notable events of his early life to date.
","అదనంగా, కాంట్వెల్ యొక్క తల్లి మరియు తల్లితండ్రులు ఇంకా తెలియదు, మిడ్ఫీల్డర్ యొక్క దాయాదులు అతని ప్రారంభ జీవితంలో ఇప్పటివరకు జరిగిన ముఖ్యమైన సంఘటనలలో గుర్తించబడలేదు.
"
"In any event, by the end of the Cretaceous period, the pterosaurs--both large and small--went extinct along with their cousins, the terrestrial dinosaurs and marine reptiles.
","ఏదైనా సందర్భంలో, క్రెటేషియస్ కాలం ముగిసే సమయానికి, పెద్ద మరియు చిన్న రెండు రకాలైన pterosaurs - వారి దాయాదులు, భూగోళ డైనోసార్ మరియు సముద్రపు సరీసృపాలతో పాటు అంతరించి పోయాయి.
"
"In early December, Abdul got into a taxi with his cousins and drove for 16 hours to reach Ksan, where the mine is located.
","డిసెంబరు మొదట్లో అబ్దుల్ తన ఇద్దరు కజిన్స్తో కలిసి ట్యాక్సీ మాట్లాడుకొని, 16 గంటలు ప్రయాణించి క్సాన్ ప్రాంతానికి చేరుకుని పనిలో చేరారు.
"
"In fact, however, while children of non-related couples have a 2-3% risk of birth defects, children of first cousins have a 4-6% risk.
","అయినప్పటికీ, కాని సంబంధంలేని దంపతుల పిల్లలు 2-3% జన్యు లోపంతో బాధపడుతున్నప్పుడు, మొదటి బంధువుల పిల్లలు 4-6% ప్రమాదాన్ని కలిగి ఉంటారు.
"
"In fact, they are not crustaceans at all but are instead members of a group known as the Chelicerata and their closest cousins include arachnids and sea spiders.
","వాస్తవానికి, అవి క్రస్టేషియన్లు కావు, కానీ బదులుగా చెలికారిటా అని పిలువబడే ఒక సమూహంలోని సభ్యులు మరియు వారి దగ్గరి బంధువుల్లో అరానిడ్స్ మరియు సముద్ర సాలెపురుగులు ఉన్నాయి.
"
"In fact, this variety is a cousin of Pinot Noir and it grows primarily next to Burgundy, France (Pinot motherland) in a region called Beaujolais.
","వాస్తవానికి, ఈ రకం పినోట్ నోయిర్ యొక్క బంధువు మరియు ఇది ప్రధానంగా ఫ్రాన్స్లోని బుర్గుండి (పినోట్ మాతృభూమి) పక్కన పెరుగుతుంది.
"
"In general, domesticated agave plants are larger than their wild cousins, have fewer and smaller spines, and lower genetic diversity, this last a result of being grown in plantations.
","సాధారణంగా, దేశీయ కిత్తలి మొక్కలు వారి అడవి బంధువుల కన్నా పెద్దవిగా ఉంటాయి, తక్కువ మరియు చిన్న వెన్నెముకలతో మరియు దిగువ జన్యు వైవిద్యం కలిగివుంటాయి, ఈ తోటల పెంపకం యొక్క చివరి ఫలితంగా ఉంది.
"
"In her mid-twenties, Bakley married her cousin, Paul Gawron, a laborer who was street tough and prone to violent behavior.
","ఆమె ఇరవయ్యో మధ్యకాలంలో, బక్లే తన బంధువు పాల్ గవ్రాన్ను వివాహం చేసుకున్నారు, వీధిలో కఠినమైన మరియు హింసాత్మక ప్రవర్తనకు గురైన కార్మికుడు.
"
"In his early life as a boy, Max enjoyed playing the game with his cousin Rolando Aarons who usually travel from Bristol with his parents to come to visit his family at Milton Keynes.
","బాలుడిగా తన ప్రారంభ జీవితంలో, మాక్స్ తన బంధువు రోలాండో ఆరోన్స్తో కలిసి ఆట ఆడటం ఆనందించాడు, సాధారణంగా బ్రిస్టల్ నుండి తల్లిదండ్రులతో కలిసి మిల్టన్ కీన్స్ వద్ద తన కుటుంబాన్ని చూడటానికి వస్తాడు.
"
"In his early life as a boy, Max enjoyed playing the game with his cousin Rolando Aarons who usually travel from Bristol with his parents to come visit his family at Milton Keynes.
","బాలుడిగా తన ప్రారంభ జీవితంలో, మాక్స్ తన బంధువు రోలాండో ఆరోన్స్తో కలిసి ఆట ఆడటం ఆనందించాడు, సాధారణంగా బ్రిస్టల్ నుండి తల్లిదండ్రులతో కలిసి మిల్టన్ కీన్స్ వద్ద తన కుటుంబాన్ని చూడటానికి వస్తాడు.
"
"In one incident, he ended up in a duel with his cousin.
","ఒక సంఘటనలో, అతను తన బంధువుతో ఒక ద్వంద్వ యుద్ధంలో ముగించాడు.
"
"In paleontology circles, though, Alvarez is best known for his late 1970's investigation (conducted with his geologist son, Walter) into the K/T Extinction, the then-mysterious event 65 million years ago that killed the dinosaurs, as well as their pterosaur and marine reptile cousins.
","పాలేంటాలజీ వర్గాలలో, అల్వారెజ్ 1970 ల నాటి పరిశోధన (తన భూగోళ శాస్త్రజ్ఞుడు కొడుకు వాల్టర్ తో), K-T ఎక్స్టిన్క్షన్ , 65 మిలియన్ సంవత్సరాల క్రితం అప్పటి-రహస్య సంఘటనలో డైనోసార్లను హతమార్చాడు, అలాగే వారి తంతువులను మరియు సముద్ర సరీసృపాల బంధువులు.
"
"In southern regions, these birds are replaced by their nearly identical cousin, the Carolina chickadee; both can be attracted to yards.
","దక్షిణ ప్రాంతాలలో, ఈ పక్షులను వారి దాదాపు ఒకే విధమైన బంధువు కరోలినా చిక్కడే ద్వారా భర్తీ చేస్తారు, కానీ ఇద్దరూ యార్డులకి ఆకర్షించబడతారు .
"
"In the 1950s, buying a car was a family affair that included aunts, uncles, cousins and sometimes neighbors.
","1950 వ దశకంలో, ఒక కారు కొనుగోలు చేయడం అనేది అత్తమామలు, పినతండ్రులు, దాయాదులు మరియు కొన్నిసార్లు పొరుగువారితో కూడిన కుటుంబ వ్యవహారం.
"
"In the 30th year, after the persecution of Jews began, Sima Vaisman and her cousin Leon leave their home in Chisinau.
","యూదుల యొక్క పీడనకు ప్రారంభమైన తర్వాత 30 వ సంవత్సరంలో, సీమా Vaisman మరియు ఆమె దాయాది లియోన్ లో చిసీనౌ ఇంటిని వదిలి.
"
"In the Sea of Cortez, another bonito species (Sarda orientalis) is present, which is quite similar to its counterpart in the Pacific cousin.
","కార్టేజ్ సముద్రంలో, మరొక బోనిటో జాతి (సార్డా ఓరియంటాలిస్) ఉంది, ఇది పసిఫిక్ బంధువులో తన కౌంటర్లో చాలా పోలి ఉంటుంది.
"
"In the United States, can second cousins are legally allowed to marry in every state.
","యునైటెడ్ స్టేట్స్ లో, రెండవ దాయాదులు ప్రతి రాష్ట్రంలో వివాహం చేసుకోవడానికి చట్టబద్ధంగా అనుమతిస్తారు.
"
"In the United States, cousin marriages are legal in some states but illegal in others.
","USAలోనే కొన్ని రాష్ట్రాలలో cousin marriages నిషిద్ధం, కొన్ని రాష్ట్రాలలో వాటికి అనుమతి ఉంది.
"
"In the United States, second cousins are legally allowed to marry in every state.
","యునైటెడ్ స్టేట్స్ లో, రెండవ దాయాదులు ప్రతి రాష్ట్రంలో వివాహం చేసుకోవడానికి చట్టబద్ధంగా అనుమతిస్తారు.
"
"In the dream, my cousin trying my earrings, but she does not like.
","కలలో, నా కజిన్ నా చెవిపోగులు ప్రయత్నిస్తున్న, కానీ ఆమె ఇష్టం లేదు.
"
"In the early '90s Nineties, Salem stayed with his cousin Akthar, a small-time criminal working with gangster Sayyed Topi in Mumbai.
","90వ దశకం ప్రారంభంలో, సేలం ముంబయిలో ముఠా నాయకుడు సయ్యద్ తోపీ వద్ద పనిచేసిన తన బంధువు, చిన్నస్థాయి నేరస్థుడు అక్తర్తో కలిసి ఉన్నాడు.
"
