eng_Latn,hin_Deva
"Akhilesh Yadav has the support of his father's cousin, Ram Gopal.
","रामगोपाल यादव ने अपने भतीजे अखिलेश का साथ दिया.
"
"Recently, the two were seen together at Ranbir's cousin Armaan Jain's birthday bash.
","पिछले दिनों अरहान की जन्मदिन पार्टी पर भी दोनों साथ नजर आए थे।
"
"Bollywood actress Parineeti Chopra says she would love to perform on stage with her star cousin Priyanka Chopra.
","Parineeti Chopra enjoys acting and performing live. बॉलीवुड की जानीमानी अभिनेत्री परिणीति चोपड़ा का कहना है कि उन्हें कैमरे के साथ ही दर्शकों के सामने प्रस्तुति देना ज्यादा पसंद है।
"
"The accused is the victim’s cousin, son of her maternal uncle, the police said.
","पुलिस के मुताबिक आरोपी मृतक की सगी मौसी का बेटा ही है।
"
"Rinku's cousin Chanda Singh Nikumbh has confirmed the news.
","रिंकू की कजिन चंदा सिंह निकुंभ ने ये जानकारी दी है.
"
"Before this, Shanaya worked as an assistant director in cousin Janhvi Kapoor’s film Gunjan Saxena: The Kargil Girl.
","इससे पहले शनाया धर्मा प्रोडक्शन के बैनर में बनी फिल्म 'गुंजन सक्सेना: द कारगिल गर्ल' में बतौर असिस्टेंट डायरेक्टर काम कर चुकी हैं।
"
"My condolences to all my cousins.
","मैं अपने समस्त भाइयोंसे क्षमा चाहता हूँ ।
"
"Bakshi’s son Nandu (Gulshan Devaih), his wife Bonnie (Tilotama Shome), their daughter Tani (Arya Sharma), Bonnie’s cousin Mimi (Kalki Koechlin) and Nandu’s maternal cousin Shutu (Vikrant Massey) arrive in a sky-blue car.
","परिवार में बेटा नंदू (गुलशन देवैया), उसकी वाइफ बोनी (तिलोत्तमा शोम), बेटी तानी (आर्या शर्मा ) और कजिन ब्रदर श्यामलाल चटर्जी उर्फ शुतु (विक्रांत मस्सी) हैं.
"
"And you told your cousin?
","तुमने अपनी सासूमाँ को बताया?
"
"Here, Akhilesh’s cousin Akshay Yadav is pitted against Shivpal himself.
","यहां भतीजे अखिलेश यादव के खिलाफ चाचा शिवपाल यादव ने बगावत कर दी है.
"
"His brother and cousin sister committed suicide.
","उनके बेटे और बहू ने आत्महत्या कर ली।
"
"Mithlesh Verma's nephew Shiv Pratap, also a civil engineering student, said he saw his aunt lying in a pool of blood on the floor while his cousin Neha was lying on the bed with multiple stab injuries.
","मिथलेश वर्मा के रिश्तेदार शिव प्रताप ने कहा कि उसने अपनी आंटी को जमीन पर खून से लथपथ पाया वहीं नेहा बेड पर थी जिसके शरीर पर चाकुओं के निशान थे।
"
"Two cousins of former Indian Air Force Chief SP Tyagi used shell companies and banking routes to launder Rs five crore of bribe money received in the VVIP chopper deal, the CBI has alleged in its supplementary charge sheet which has also named as accused Giacomino Saponaro, the then Managing Director of AgustaWestland International Ltd.
","नई दिल्लीः अगस्ता वेस्टलैंड वीवीआईपी हेलीकॉप्टर घोटाला मामले में सीबीआई ने अपने पूरक आरोप-पत्र में आरोप लगाया है कि भारतीय वायुसेना के पूर्व प्रमुख एस पी त्यागी के दो रिश्तेदारों ने फर्जी कंपनियों और बैंकिंग माध्यमों से घूस में मिली पांच करोड़ रुपये की रकम का धनशोधन किया।
"
"Priyamani is Bollywood actress Vidya Balan's cousin.
","विद्या बालन की कजिन हैं प्रियमणि एक्ट्रेस विद्या बालन की कजिन प्रियमणि का असली नाम (प्रिया वासुदेव मणि अय्यर) है।
"
"Recently, pictures of Priyaank's cousin Shraddha Kapoor and her rumoured beau Rohan Shrestha from the festivities went viral on social media.
","वहीं, श्रद्धा कपूर के कथित बॉयफ्रेंड रोहन श्रेष्ठ के साथ के फोटोज और वीडियोज सोशल मीडिया पर वायरल हुए थे।
"
"Alia Bhatt was spotted at a private screening of 'Murder 3' with her father Mahesh Bhatt and cousin Vishesh Bhatt.
","""मुंबई में फिल्म """"मर्डर 3"""" की स्क्रीनिंग के दौरान अपने पिता महेश भट्ट के साथ आलिया भट्ट।""
"
"Her cousin and Aamir Khan's daughter Ira Khan also posted pictures from the celebrations on Instagram.
","आमिर खान और उनकी बेटी इरा खान इस चैरिटी मैच में फोटो क्लिक करवाते हुए.
"
"Currently the actress is in the Maldives to attend the wedding of her cousin actor Priyaank Sharma and actress Shaza Morani.
","फिलहाल अभिनेत्री अपने कजन प्रियांक शर्मा का शादी समारोह अटैंड करने के लिए मालदीव में हैं।
"
"As a result, the two paternal cousins became the inheritors of the whole property.
","अतएवं पुण्डरीकाक्ष दोनों भाइयो की सारी सम्पत्ति का उत्तराधिकारी वन गया।
"
"Bhuri Singh, the deceased's cousin said, ""Narayan Singh had severe financial difficulties.
","मृतक के एक रिश्तेदार भूरी सिंह ने बताया, “नारायण सिंह गंभीर आर्थिक संकट से जूझ रहे थे।
"
"Police have filed a case against the girl's father and cousin and arrested them.
","पुलिस ने युवती के फूफा और बुआ को गिरफ्तार कर जांच शुरू कर दी है।
"
"Ranveer Singh is second cousin to Sonam Kapoor.
","सोनम कपूर और रणवीर सिंह कजिन हैं।
"
"Priyanka Chopra's cousin Meera Chopra files FIR against interior designer accusing him of outraging woman's modesty
","प्रियंका चोपड़ा की कज़िन एक्ट्रेस मीरा चोपड़ा ने इंटीरियर डिजाइनर के खिलाफ दर्ज कराई FIR
"
"Actor Parineeti Chopra arrived at the residence of her cousin Priyanka Chopra to attend a ceremony of her engagement to American singer Nick Jonas.
","अभिनेत्री प्रियंका चोपड़ा अपने मंगेतर और अमेरिकन सिंगर निक जोनास के साथ इस सगाई समारोह में शिरकत करने पहुंचीं हैं.
"
"Another anticipated battle is that between the NCP's Dhananjay Munde and his cousin Pankaja Munde of the BJP.
","यहां बीजेपी की पंकजा मुंडे और एनसीपी के धनंजय मुंडे के बीच मुकाबला है।
"
"Meanwhile, BJP MLA Shivendraraje Bhosale, who is also a descendant of the Maratha warrior king and is the cousin of Udayanraje Bhosale, said it was unfortunate that some ""bootlickers"" were creating a problem for the party's image.
","वहीं बीजेपी विधायक और शिवाजी के वंशज शिवेंद्रराजे भोसले ने कहा कि यह दुर्भाग्यपूर्ण है कि कुछ ‘‘चाटुकार’’ पार्टी की छवि खराब कर रहे हैं.
"
"Agitated people vandalised the house of accused cousin.
","गुस्साए परिजनों ने आरोपित के घर में की तोड़फोड़
"
"He’s my cousin.
","वह मेरे द्रोणाचार्य हैं।
"
"Aamir Khan's daughter Ira Khan enjoys her cousin's wedding with rumoured boyfriend Nupur Shikhare, make for a picture perfect couple
","आमिर खान की बेटी इरा खान ने रूमर्ड ब्वॉयफ्रेंड नुपूर शिकरे संग शेयर कीं फोटोज, कजिन की शादी में हुए शामिल
"
"Bollywood actress Parineeti Chopra says she would love to perform on stage with her star cousin Priyanka Chopra.
","""बॉलीवुड अभिनेत्री परिणीति चोपड़ा का कहना है कि उन्हें कैमरे के साथ ही दर्शकों के सामने प्रस्तुति देना पसंद है।
"
"New Delhi: Filmmaker Shonali Bose says besides being inspired by her cousin's life, her upcoming film 'Margarita With A Straw' also has bits and pieces of her own emotional journey.
","फिल्ममेकर शोनाली बोस कहती हैं कि उनकी फिल्म 'मार्गेरिटा विथ अ स्ट्रॉ' उनकी कजिन के जीवन से तो प्रेरित है मगर उनकी खुद की भावनात्मक यात्रा का पुट भी इस फिल्म में हैं।
"
"Wife, cousin arrested for murdering man
","महिला की मौत के मामले पर पति और ससुर गिरफ्तार
"
"Locals said the three youth were cousins.
","युवक ने बताया है कि यह तीनों स्थानीय निवासी है.
"
"Before this, Shanaya worked as an assistant director in cousin Janhvi Kapoor’s film Gunjan Saxena: The Kargil Girl.
","शनाया इससे पहले अपनी कजिन जान्हवी कपूर की नेटफ्लिक्स फिल्म 'गुंजन सक्सेना: द कारगिल गर्ल' में असिस्टेंट डायरेक्टर के तौर पर काम कर चुकीं है.
"
"His cousin Kareena Kapoor Khan was also present with husband Saif Ali Khan.
","उस समय सेट पर करीना के बॉयफ्रेंड सैफ अली खान भी मौजूद थे।
"
"Priyamani is Bollywood actress Vidya Balan's cousin.
","प्रियामणि बॉलीवुड एक्ट्रेस विद्या बालन की कजिन हैं।
"
"Patil's father and former NCP MP Padamsinh B. Patil has been accused of the murder of his cousin and senior Congress leader Pawanraje Nimbalkar, the father of Omraje.
","बांबे हाईकोर्ट ने कांग्रेस नेता पवनराजे निंबालकर हत्याकांड के मामले में आरोपी राष्ट्रवादी कांग्रेस पार्टी के नेता व पूर्व सांसद पद्मसिंह पाटील को झटका दिया हैं।
"
"The film will star Abhay Deol and his cousin Karan Deol.
","इस फिल्म में करण देओल अपने चाचा अभय देओल के साथ नजर आने वाले हैं।
"
"Actor Jeetendra denies allegations of sexual assault levelled by his cousin
","अभिनेता जीतेंद्र पर लगा रिश्तेदार के यौन उत्पीड़न का आरोप
"
"His cousin Kareena Kapoor Khan was also present with husband Saif Ali Khan.
","करीना के साथ सैफ अली खान भी थे ।
"
"He is a cousin of the victim’s father.
","वह पीड़िता की बुआ का लड़का है.
"
"Riddhima Kapoor Sahni also received birthday wishes from her cousin Karisma Kapoor.
","तैमूर को मौसी करिश्मा कपूर और रिद्धिमा कपूर सहानी ने भी बर्थडे विश किया है।
"
"He is also the nephew of actor Anil Dhawan and is the cousin of actor Siddharth Dhawan.
","अंजनी एक्टर अनिल धवन की पोती और सिद्धार्थ धवन की बेटी हैं।
"
"Priyanka's mother Madhu Chopra and cousin Parineeti Chopra were also a part of the celebrations.
","पार्टी में प्रियंका की मां मधु चोपड़ा और उनकी होने वाली सास ने भी साथ में जमकर डांस किया।
"
"Ritika's cousin sister Seema Khan, who is the wife of actor-producer Sohail Khan, confirmed the news on her Instagram account with the caption ""Baby girl, masi's again,"" and tagged Ritika in the Insta story.
","हालांकि, रितिका की कजन सिस्टर और अभिनेता निर्माता सोहेल खान की पत्नी सीमा खान ने इंस्टाग्राम पर इस खबर की पुष्टि कर दी थी।
"
"WWE Universal Champion Roman Reigns and The Usos are currently the most famous cousins in WWE.
","रोमन रेंस (Roman Reigns) और ब्रे वायट (Bray Wyatt) मौजूदा समय में WWE के सबसे प्रसिद्ध और चर्चित सुपरस्टार्स में गिने जाते हैं।
"
"Kangana Ranaut has shared pictures and video from the wedding of her cousin, Karan.
","कंगना रनौत ने शेयर की पैरेंट्स की शादी की फोटो, उनकी फिल्मी लव स्टोरी का खोला राज़
"
"Vikas Yadav and his cousin Vishal Yadav, son and nephew respectively of former Rajya Sabha member D. P. Yadav, are facing trial in the case for allegedly kidnapping and later killing Nitish Katara.
","नीतीश कटारा मर्डर केस और जेसिका मर्डर केस में डीपी यादव का बेटा विकास यादव और भतीजा विषाल यादव पहले से ही जेल की सजा काट रहे है।
"
"According to report, Sudha Devi, wife of Sushant’s cousin, passed away at his native, Purnia in Bihar.
","जानकारी के मुताबिक, सुसाइड की खबर सुनने के बाद बिहार के पूर्णिया जिले में स्थित पैतृक गांव में रहने वाली भाभी सुधा देवी का निधन हो गया।
"
"Actor Shraddha Kapoor's aunt Padmini Kolhapure and cousin Priyaank Sharma have commented on her wedding rumours.
","शादी की अफवाहों पर एक्ट्रेस पद्मिनी कोल्हापुरे और उनके बेटे प्रियांक शर्मा ने कुछ ऐसा कहा है, जिसकी चर्चा जोरों पर है।
"
"The cousins informed the family members about the incident.
","साथियों ने घटना की जानकारी परिजनों को सूचना दी।
"
"BJP nominee and former MLA Bhima Mandawi is the brother-in-law of incumbent Congress legislator Devati Karma who, in turn, is a distant cousin of the CPI candidate, Nandaram Sori.
","ओजस्वी जहां भाजपा के दिवंगत विधायक भीमा मंडावी की पत्नी हैं, वहीं देवती कर्मा पूर्व विधायक होने के साथ ही कांग्रेस के दिग्गज नेता रहे बस्तर टाइगर दिवंगत महेन्द्र कर्मा की पत्नी हैं।
"
"Life term to brothers for cousin's murder
","पड़ोसी की हत्या में सगे भाइयों को उम्रकैद
"
"She told her cousin about the incident.
","उसने घटना के बारे में अपनी चाची को बताया।
"
"Shanaya Kapoor recently worked in cousin Janhvi Kapoor's film Gunjan Saxena: The Kargil Girl as an assistant director.
","शनाया ने हाल ही में जान्हवी कपूर (Janhvi Kapoor) की फिल्म 'गुंजन सक्सेना' में बतौर असिस्टेंट डायरेक्टर काम किया था।
"
"Both verbal and nonverbal behaviors were quite different than those of their Latin American (Brazilian) or continental (Spanish) cousins.
","उनके दोनों मौखिक और अमौखिक व्यवहार, अपने लैटिन अमेरिका (ब्राजील) या महाद्वीपीय (स्पेन) चचेरे भाइयों से काफी भिन्न थे।
"
"Pictures of Aaradhya with her cousin Navya Naveli (Shweta Bachchan Nanda's daughter) were shared by Amitabh Bachchan.
","अमिताभ बच्चन (Amitabh Bachchan) की नातिन नव्या नवेली नंदा (Navya Naveli Nanda) ने हाल ही में अपनी नानी जया बच्चन (Jaya Bachchan) के साथ एक फोटो शेयर की।
"
"Everyone wanted him to play for their team but as he got selected for the district and later for Gujarat age-group teams, he realised that he would have to give up tennis-ball cricket,” says his cousin, who used to play with him.
","हर कोई चाहता था कि अक्षर उसकी टीम से खेले, लेकिन बाद वह जिला और फिर गुजरात की एज-ग्रुप टीम का हिस्सा बन गया तो उसने टेनिस बॉल क्रिकेट को छोड़ दिया।
"
"Alanna is the cousin of popular actress Ananya Panday.
","अनन्या पांडे बॅालीवुड की मशहूर अदकारा हैं।
"
"Based on the cousins complaint, police arrested the accused on charges of abetment to suicide and are tracing his mother, father and sister.
","मृतका के पिता की तहरीर पर पुलिस ने प्रेमी, उसकी मां और चाचा के खिलाफ आत्महत्या को प्रेरित करने का मामला दर्ज गिरफ्तार कर लिया।
"
"Abhishek Yadav is the cousin of former chief minister Akhilesh Yadav, chief of Samajwadi Party.
","आदित्य सरोज पूर्व मुख्यमंत्री अखिलेश यादव के फैन है.
"
"Anand Rao was the son of Gangadhar Rao’s cousin, and was later renamed Damodar Rao.
","इस बालक का नाम आनंद राव था जिसे बाद में बदलकर दामोदर राव रखा गया.
"
"Riddhima Kapoor Sahni also received birthday wishes from her cousin Karisma Kapoor.
","करिश्मा कपूर ने भी कजिन रिद्धिमा को जन्मदिन की बधाई दी।
"
"Ananya Panday's cousin, Alanna Panday, is making jaws drop on social media with her hot and sexy pictures.
","अनन्या पांडे की कजिन अलाना पांडे की हॉट और सेक्सी फोटो देख फैन्स हुए बेकाबू, सोशल मीडिया पर तारीफों की झड़ी.
"
"Rhea’s cousins Arjun Kapoor, Khushi Kapoor, Shanaya Kapoor and Mohit Marwah, uncles Boney Kapoor and Sanjay Kapoor, aunt Maheep Kapoor and close friend Masaba Gupta attended the wedding.
","शादी में रिया के चाचा संजय कपूर और चाची माहीप कपूर, कजिन शनाया कपूर और खुशी कपूर, दोस्त मसाबा गुप्ता, ताऊ बोनी कपूर सहित कई करीबी शामिल हुए थे.
"
"Bollywood actress Ananya Panday's cousin Alanna Panday is a social media sensation.
","बॉलीवुड एक्ट्रेस अनन्या पांडे की कजन अलाना पांडे सोशल मीडिया सेंसेशन हैं।
"
"Sridevi was in Dubai to attend the marriage function of actress Sonam Kapoor's cousin Mohit Marwah; her husband Boney Kapoor and younger daughter Khushi were also there.
","बॉलीवुड एक्ट्रेस श्रीदेवी यहां बोनी कपूर के भतीजे मोहित मारवाह की शादी में पहुंची थीं।
"
"Priyanka recently accompanied Nick to his cousin’s wedding in New Jersey.
","हाल ही में प्रियंका निक के कजिन की शादी में शरीक हुई थीं ।
"
"After the reports of Raj Thackeray's MNS break-up with the Shiv Sena of his estranged cousin Uddhav Thackeray, the MNS chief reportedly opened talks with the BJP.
","एक मराठी न्यूज चैनल को दिए इंटरव्यू में राज ठाकरे ने कहा कि बीजेपी से गठबंधन टूटने के बाद उनकी शिवसेना प्रमुख उद्धव ठाकरे से बात हुई थी।
"
"LJP MP and Chirag Paswan’s cousin Prince Raj booked for rape by Delhi police
","रेप के मामले में LJP सांसद प्रिंस राज पासवान पर दिल्ली में केस दर्ज, एफआईआर में चिराग के नाम का भी जिक्र
"
"Pankaja Munde, state Cabinet minister and daughter of the late BJP leader Gopinath Munde, lost from Parli in Beed district to her cousin and NCP candidate Dhananjay Munde.
","Pankaja Munde: देवेंद्र फडणवीस सरकार में मंत्री रहीं और स्वर्गीय गोपीनाथ मुंडे की बेटी पंकजा मुंडे परली (बीड) विधानसभा सीट से चुनाव हार गई हैं।
"
"Special CBI judge Arvind Kumar also sent Tyagi's cousin Sanjeev Tyagi and lawyer Gautam Khaitan, co-accused in the case related to procurement of 12 VVIP choppers from UK-based firm during the UPA-2 regime, to jail after the probe agency did not seek their further custody.
","विशेष CBI न्यायाधीश अरविंद कुमार ने संप्रग-2 सरकार में ब्रिटिश कंपनी से 12 वीवीआईपी हेलीकॉप्टर खरीदने से संबंधित मामले में त्यागी के रिश्तेदार संजीव त्यागी और वकील गौतम खेतान को भी जेल भेज दिया.
"
"She then called up her cousin and informed him about the incident.
","फिर अपने जीजा को फोन कर घटना की जानकारी दी।
"
"Three cousins killed in road accident
","ट्रेन की चपेट में आए चचेरे भाइयों की मौत
"
"On her special occasion, actor Arjun Kapoor has penned a sweet note for his cousin.
","एक्टर अर्जुन कपूर ने खास अंदाज में एक्ट्रेस को बर्थडे विश किया है।
"
"Sridevi was there to attend the marriage function of actress Sonam Kapoor's cousin Mohit Marwah, along with husband Boney Kapoor and younger daughter Khushi.
","बता दे, श्रीदेवी अपने भांजे मोहित मारवाह की शादी में शिरकत करने पहुंची थी, जहाँ उनके साथ उनके पति बोनी कपूर और छोटी बेटी ख़ुशी कपूर मौजूद थे.
"
"According to reports, the Bigg Boss 9 winner has lost his cousin Rupesh Narula who resided in Canada.
","बिग बॉस 9 विनर प्रिंस के कजन ब्रदर रुपेश नरुला की कनाडा में मौत हो गई है।
"
"Also read: Aamir Khan's daughter Ira Khan shares glimpses of cousin Zayn Marie's wedding prep, see here
","यह भी पढ़ें: आमिर खान के भांजे इमरान ने कराई कजिन जायन खान की शादी, देखें वेडिंग की इनसाइड फोटो
"
"“I am your cousin.
","‘‘‘मैं आप की कुसूरवार हूं.
"
"Police have arrested the deceased woman's father Amarjeet and mother Harvinder Kaur from the place where the couple was murdered but were later released when they told the police that the couple was killed by the girl's cousins.
","वारदात के बाद युवती के पिता अमरजीत और मां हरजिंदर कौर मौके पर पहुंचे तो पुलिस ने उन्हें हिरासत में ले लिया, लेकिन बाद में छोड़ दिया।
"
"Those issued summons included Tyagi’s cousin Sanjeev alias Julie, then IAF Vice Chief J. S. Gujral, advocate Gautam Khaitan, Italian company Finmeccanica, its subsidiary AgustaWestland, and IDS Infotech.
","अदालत ने त्यागी के रिश्तेदार संजीव, तत्कालीन वायुसेना उपप्रमुख जे.एस.गुजराल, वकील गौतम खेतान, इटली की कंपनी फिनमेक्केनिका, इसकी पूरक कंपनी अगस्टा वेस्टलैंड और आईडीएस इंफोटेक को समन जारी किया।
"
"Shah Rukh Khan’s cousin to contest General election in Pakistan
","शाहरुख खान की रिश्तेदार पाकिस्तान में लड़ेगी चुनाव
"
"Priyanka's mother Madhu Chopra and cousin Parineeti Chopra were also a part of the celebrations.
","इस कॉन्सर्ट में प्रियंका की मॉम और निक की सास मधु चोपड़ा भी मौजूद थीं।
"
"“One of them is my son and the rest two are my cousins’ son and daughter.
","“एक उनका दत्तक-पुत्र और दूसरा उनकी ख्लीका दत्तक-पुत्र।
"
"Varun Gandhi, cousin of Rahul Gandhi, is at present a Bharatiya Janata Party Lok Sabha member from Sultanpur in Uttar Pradesh.
","यूपी के सुल्तानपुर में बीजेपी के नेशनल लीडर वरुण गांधी मौजूदा समय में जिले से सांसद हैं।
"
"His grandparents, wife, children and cousins are in the house.
","घर में उनके मां-पिता, पत्नी और भांजा रह रहे हैं।
"
"Chhatrapati Shivaji’s descendent Udayanraje Bhosle, who had defected to the BJP, also lost the Satara Lok Sabha bypoll, while his cousin Shivendra Raje Bhosale, a sitting MLA who had quit the NCP to join the BJP, won convincingly from the Satara-Jawali Assembly seat.
","राकांपा ने लोकसभा चुनाव में सतारा संसदीय क्षेत्र से शिवाजी महाराज के वंशज उदयनराजे भोसले को उम्मीदवार बनाया था और उन्हें जीत मिली थी, लेकिन भोसले विधानसभा चुनाव से पहले राकांपा छोड़ भाजपा में शामिल हो गए.
"
"Previously, Shanaya had worked as the assistant director for her cousin Janhvi Kapoor’s film ‘Gunjan Saxena-The Kargil Girl’.
","शनाया कपूर ने पहले अपनी कजन जान्हवी कपूर की 'गुंजन सक्सेना- द करगिल गर्ल' में अस्सिटेंट डायरेक्टर के रूप में काम किया है.
"
"On her special occasion, actor Arjun Kapoor has penned a sweet note for his cousin.
","इस मौके पर अभिनेता अर्जुन कपूर ने परिणीति को खास अंदाज में बर्थडे विश किया है
"
"NCP chief Sharad Pawar, senior Congress leaders Ahmed Patel and Mallikarjun Kharge, Madhya Pradesh Chief Minister Kamal Nath, Devendra Fadnavis, Ajit Pawar and his cousin and MP Supriya Sule, DMK leader MK Stalin attended the mega event.
","शपथ ग्रहण समारोह में एनसीपी प्रमुख शरद पवार एवं पार्टी नेता अजित पवार और सुप्रिया सुले, कांग्रेस के वरिष्ठ नेता अहमद पटेल, केसी वेणुगोपाल और मल्लिकार्जुन खड़गे, मध्य प्रदेश के मुख्यमंत्री कमलनाथ, मनसे प्रमुख राज ठाकरे, द्रमुक नेता एमके स्टालिन, टीआर बालू और कई अन्य नेता मौजूद थे।
"
"A Bench of Justices Shantanu Kemkar and G. S. Kulkarni, however, allowed the plea filed by the victim’s father seeking that the girl, who was allegedly repeatedly raped by her cousin, be permitted to medically terminate her pregnancy as she was physically incapable to bear and deliver a child.
","बहरहाल, न्यायमूर्ति शांतनु केमकर और न्यायमूर्ति जी एस कुलकर्णी की बेंच ने पीड़िता के पिता की ओर से दायर वो अर्जी मंजूर कर ली जिसमें कहा गया कि लड़की को इसलिए अबॉर्शन कराने की इजाजत दी जाए क्योंकि वे बच्चे को जन्म देने में शारीरिक तौर पर अक्षम है.
"
"Shanaya Kapoor is working as an Assistant Director at her cousin Janhvi Kapoor's film Gunjan Saxena biopic.
","शनाया कपूर संजय कपूर की बेटी हैl उन्होंने जाह्नवी कपूर की फिल्म की शूटिंग के दौरान बतौर असिस्टेंट डायरेक्टर काम भी किया था ताकि वह फिल्म निर्माण से जुड़ी बारीकियों को समझ सकेl शनाया कपूर फिल्म अभिनेत्री बनना चाहती हैl
"
"Bollywood actor Shahrukh Khan's paternal cousin, Noor Jehan, is all set to contest Pakistan general elections as an independent candidate.
","बॉलीवुड अभिनेता शाहरुख खान की रिश्तेदार नूरजहां पाकिस्तान के खैबर पख्तूनख्वा प्रांत के विधानसभा चुनाव में निर्दलीय उम्मीदवार होंगी।
"
"Daughter of actor Sanjay Kapoor and Maheep Kapoor, cousin of Arjun Kapoor, Sonam Kapoor and Janhvi Kapoor, Shanaya Kapoor is also an aspiring actress and is likely to debut very soon in the industry.
","कजिन सोनम कपूर, अर्जुन कपूर और जान्हवी कपूर की तरह महीप कपूर और संजय कपूर की बेटी शनाया कपूर भी बहुत जल्द इंडस्ट्री जॉइन करेंगी और फिल्मों का रुख करेंगी, इसके लिए शनाया ने तैयारी शुरू कर दी है.
"
"Three cousins killed in road accident
","सड़क हादसे में मामा-भांजे समेत तीन की मौत
"
"Ranbir, Karisma, Kareena (Kapoor, her cousins) are star kids but their work has spoken for itself; their success comes purely from their talent.
","रणबीर, करिश्मा, करीना स्टार किड्स हैं, लेकिन उनका काम ही उनके लिए बोलता है और उनकी यह सफलता उन्हें उनके टैलेंट के कारण मिली है।
"
"In a sign of internal rivalry in the Baloch separatist movement, Brahamdagh Bugti's cousin has said he would fight for Pakistan in the event of a war with India.
","बलूच अलगाववादी आंदोलन में आंतरिक कलह का संकेत सामने आ गया है क्योंकि ब्रह्मदाग बुगती के एक रिश्तेदार ने कहा है कि भारत के साथ लड़ाई होने की स्थिति में वह पाकिस्तान के पक्ष में लड़ेगा।
"
"Surinder Kapoor, the famous Bollywood producer and father of actor Anil Kapoor, was a cousin of Prithviraj Kapoor.
","अनिल कपूर जाने माने फ़िल्म निर्माता सुरेन्द्र कपूर के बेटे हैं।
"
"His maternal grandfather, Taqi Amrohi, who was a journalist in Pakistan was Kamal Amrohi’s cousin.
","मसूद के परनाना ताकी अमरोही जो कि पाकिस्तानी पत्रकार थे, वे कमाल अमरोही के कजिन थे।
"
"The cousins often share old pictures of themselves on social media.
","सिलेब्स अपनी पुरानी तस्वीरों को सोशल मीडिया पर शेयर करते रहे हैं।
"
"Abhay Deol is nephew of veteran actor Dharmendra and cousin to actors Sunny Deol, Bobby Deol and Esha Deol.
","अभय देवल बॉलीवुड के जाने-माने कलाकार धर्मेंद्र, सनी देवल और बॉबी देवल के रिश्तेदार भी हैं।
"
"Former Air Chief Marshal S. P. Tyagi, his cousin Sanjeev Tyagi and lawyer Gautam Khaitan are also accused in the case.
","इस चार्जशीट में पूर्व वायुसेना प्रमुख एसपी त्यागी, उनके भतीजे संजीव त्यागी और वकील गौतम खेतान को भी आरोपी बनाया गया है।
"
"Pankaja Munde, state Cabinet minister and daughter of the late BJP leader Gopinath Munde, lost from Parli in Beed district to her cousin and NCP candidate Dhananjay Munde.
","-परली सीट से भाजपा उम्मीदवार और दिवंगत गोपीनाथ मुंडे की बेटी पंकजा मुंडे ने एनसीपी के धनंजय मुंडे को शिकस्त दी।
"
"Ranveer's mom and Anil's wife, Sunita Kapoor, are cousins.
","रणवीर, अनिल कपूर की पत्नी सुनीता कपूर भवनानी के भतीजे हैं.
"
"Also read: Lok Sabha elections 2019: BJP supporter allegedly shoots cousin for voting for Congress
","ये भी पढ़ें: लोकसभा चुनाव 2019: बिहार में सीट चयन से कांग्रेस शीर्ष नेतृत्व खफा
"
"All of my friends, relatives, and cousins visited me.
","सारे रिश्तेदार, मित्र मुझ से मिलने आए थे.
"
"Pictures of Aaradhya with her cousin Navya Naveli (Shweta Bachchan Nanda's daughter) were shared by Amitabh Bachchan.
","अमिताभ बच्चन से लेकर उनकी नातिन नव्या नवेली ने भी अपनी मां की तस्वीर सोशल मीडिया पर शेयर की है.
"
"Both were cousins.
","दोनों चाचा-भतीजा थे।
"
"Are you my cousin?
","मैं क्‍या तुम्हारी सौतेली मा हूँ?
"
"Her husband is my wife’s cousin.
","इनकी पत्नी इनकी मौसी की लडकी है।
"
"Three cousins killed in road accident
","सड़क हादसों में दादी-पौत्र समेत तीन की मौत
"
"He’s my cousin.
","वह मेरा भगेतर है।
"
"New Delhi: Salman Khan's sister Arpita Khan Sharma shared adorable pictures of her son Ahil and her cousin's daughter on Instagram over the weekend.
","मुंबई : मशहूर कॉमेडियन कपिल शर्मा ने हाल ही में अपने इंस्टाग्राम अकाउंट पर अपनी बेटी अनायरा शर्मा की तस्वीर साझा की है।
"
"Congress vice-president Rahul Gandhi, his cousin and BJP General Secretary Varun Gandhi, LJP chief Ram Vilas Paswan and former Bihar Chief Minister Rabri Devi were among the prominent aspirants in this roun.
","इसमें कांग्रेस अध्यक्ष राहुल गांधी, बिहार के पूर्व डिप्टी सीएम, आरजेडी नेता तेजस्वी यादव, दिल्ली के मुख्यमंत्री अरविंद केजरीवाल मौजूद थे.
"
"Farah Khan and Sajid Khan are first cousins of Farhan Akhtar and Zoya Akhtar.
","फरहान अख्तर-जोया अख्तर और फरहा खान और साजिद खान ये लोग आपस में कजिन हैं।
"
"A cousin of his was murdered.
","उनका एक बन्दा मर गया था।
"
"Sonam’s actor father Anil Kapoor , uncles Sanjay and Boney Kapoor, cousins Arjun and Shanaya Kapoor and Mohit Marwah were also present at the unveiling.
","वहीं, सोनम के पापा अनिल , चाचा संजय और बोनी कपूर भी इस फंक्शन में नजर आए.
"
