eng_Latn,hin_Deva
"Singh is the brother-in-law of BJP's Barrackpore MP Arjun Singh.
","सौरव सिंह बैरकपुर से भाजपा सांसद अर्जुन सिंह के भतीजे हैं।
"
"Bharat is produced by Salman's brother-in-law Atul Agnihotri.
","भारत को सलमान के ब्रदर-इन-लॉ अतुल अग्निहोत्री प्रोडयूस कर रहे है।
"
"In the poster, his brother-in-law Aayush Sharma and debutante Warina Hussain can be seen looking into the camera with dandiya sticks in their hands.
","हाल ही में रिलीज हुआ फ़िल्म के पोस्टर में आयुष शर्मा और वरिणा हुसैन अपने हाथों में डांडिया थामे हुए नज़र आये.
"
"Salman's brother Sohail Khan and brother-in-law Aayush Sharma was also with them.
","इसमें उसका सौतेला भाई शाह आलम भी शामिल है।
"
"His sister Priyanka Gandhi and brother-in-law Robert Vadra were also present on the occasion.
","इस मौके पर राहुल की बहन प्रियंका और उनके पति रॉबर्ट वाड्रा भी मौजूद थे।
"
"Aayush will soon be making his Bollywood debut in brother-in-law Salman Khan's film.
","""सलमान खान की छोटी बहन अर्पिता के पति आयुष जल्द ही बॉलीवुड में डेब्यू करने वाले हैं।
"
"The victim's brother-in-law Jitendra Kumar has given a complaint to the police in connection with the incident.
","घटना के संबंध में कटरा के जितेंद्र कुमार ने पुलिस में शिकायत की है।
"
"The court was hearing a complaint filed by Rahul Sharma, the founder of Roads Anti-Corruption Organisation (RACO), for direction to police to lodge an FIR against Kejriwal, his brother-in-law Surender Bansal, proprietor of a construction firm, and a public servant for alleged irregularities in the grant of contracts for roads and sewer lines in Delhi.
","शिकायतकर्ता राहुल शर्मा ने अपनी याचिका में अदालत से दिल्ली की सड़कों और सीवर लाइनों के ठेके देने में कथित अनियमितता को लेकर मुख्यमंत्री अरविंद केजरीवाल, उनके एक रिश्तेदार सुरेंद्र बंसल (निर्माण कंपनी के मालिक) और एक अधिकारी के खिलाफ प्राथमिकी दर्ज करने के लिए पुलिस को निर्देश देने की मांग की थी.
"
"Salman Khan has previously launched newcomers such as Sooraj Pancholi, Athiya Shetty, Warina Hussain and his brother-in-law Aayush Sharma.
","इससे पहले वह सूरज पंचोली, आथिया शेट्टी, आयुष शर्मा और वरीना हुसैन को लॉन्च कर चुके हैं।
"
"Salman is staying with his mother Salma Khan as well as his sister Arpita, brother-in-law Aayush Sharma and their kids – Ahil and Ayat.
","बता दें कि लॉकडाउन में उनके साथ फॉर्महाउस पर उनकी बहन अर्पिता खान शर्मा, आयुष शर्मा और उनके बच्चे आहिल-आयत और उनकी मां सलमा खान भी है।
"
"The people named in the cases include Hafiz Saeed, his brother-in-law Abdul Rehman Makki, Ameer Hamza and Muhammad Yahya Aziz.
","जिन लोगों को गिरफ्तार किया गया है उनका नाम शहजाद इमाम, मोहम्मद आरिफ हैदरी उर्फ विकी और अली अब्‍बास नकवी उर्फ हसन है।
"
"Superstar Salman Khan's brother-in-law Aayush Sharma has started shooting for his debut film ""Loveratri"".
","बॉलीवुड सुपरस्टार सलमान खान की बहन अर्पिता खान शर्मा के पति आयुष शर्मा ने अपनी बॉलीवुड डेब्यू फिल्म 'लवरात्रि' की शूटिंग शुरू कर दी है.
"
"The police have arrested the victim’s father, brother, brother-in-law and one more person in this connection.
","पुलिस ने नामजद आरोपित मृतका के पिता,मां,भाई व एक अन्य युवक को गिरफ्तार भी कर लिया है।
"
"BJP nominee and former MLA Bhima Mandawi is the brother-in-law of incumbent Congress legislator Devati Karma who, in turn, is a distant cousin of the CPI candidate, Nandaram Sori.
","ओजस्वी जहां भाजपा के दिवंगत विधायक भीमा मंडावी की पत्नी हैं, वहीं देवती कर्मा पूर्व विधायक होने के साथ ही कांग्रेस के दिग्गज नेता रहे बस्तर टाइगर दिवंगत महेन्द्र कर्मा की पत्नी हैं।
"
"""Bollywood Superstar Salman Khan's Production movie """"Loveratri"""", which will be a debut of his brother-in-law Aayush Sharma and Warina Hussain.""
","सलमान ख़ान के प्रोडक्शन तले बन रही फ़िल्म ‘लवरात्रि’ में सलमान की बहन के पति आयुष शर्मा और वरीना हुसैन अपना बॉलीवुड डेब्यू करने वाले हैं।
"
"Present with her were her parents, sister and brother-in-law.
","उनके साथ माता-पिता, भाई व बहन थीं।
"
"Ranbir Kapoor with sister Riddhima, brother-in-law Bharat at their wedding.
","बहन रिद्धिमा कपूर की शादी में भाई की रस्मे निभाते रणबीर कपूर.
"
"The funeral prayers were attended by her sons Hassan and Hussain, brother-in-law Shehbaz Sharif, former ministers Chaudhry Nisar and Ishaq Dar among others.
","लंदन में नमाज-ए-जनाजा के दौरान उनके बेटे हसन और हुसैन, नवाज के भाई शहबाज शरीफ, पूर्व मंत्री चौधरी निसार और इशाक डार भी वहां मौजूद थे.
"
"Over 300 terrorists including Jaish chief Masood Azhar’s brother-in-law were killed.
","जिसमें जैश-ए-मोहम्मद के लगभग 300 आतंकी भी मारे गए थे।
"
"The police have arrested the two boys and the father and brother-in-law.
","पुलिस ने दोनों आरोपी, पिता पुत्र को हिरासत में ले लिया।
"
"Salman’s brother-in-law Ayush Sharma is also doing a key role in the movie.
","सलमान के अलावा उनके बेहनोई आयुष शर्मा भी लीड रोल निभा रहे हैं।
"
"The police have arrested the victim’s father, brother, brother-in-law and one more person in this connection.
","पुलिस ने इस मामले में मृतक के पुत्र, पोते व उनके एक साथी को गिरफ्तार किया है।
"
"Those raided included Nath’s former Officer on Special Duty Pravin Kakkad, former adviser Rajendra Miglani and executives linked to his brother-in-law’s firm Moser Bayer and his nephew Ratul Puri’s company, officials said.
","जिन लोगों पर छापेमारी की गई, उनमें कमलनाथ के पूर्व ओएसडी प्रवीण कक्कड़, पूर्व सलाहकार राजेंद्र मिगलानी और उनके रिश्तेदार की कंपनी मोजर बेयर तथा उनके भांजे रातुल पुरी की कंपनी से जुड़े अधिकारी शामिल हैं।
"
"The police have arrested the two boys and the father and brother-in-law.
","पुलिस ने बस चालक के पिता और दो भाइयों को हिरासत में ले लिया है।
"
"Based on the complaint, police arrested the woman’s father-in-law, brother-in-law and sister-in-law, he said.
","शिकायत के आधार पर पुलिस ने व्यक्ति की साली, उसके पति और भाई को हिरासत में लिया था।
"
"After initial investigation, police arrested the victim s brother-in-law.
","आरंभिक जांच के बाद पुलिस ने हत्या आरोपी को गिरफ्तार कर लिया है.
"
"Police arrested the dead woman’s husband, brother-in-law , father-in-law, and mother-in-law for her murder.
","पुलिस ने हत्या के आरोप में मृतका के पति, सास और ससुर को गिरफ्तार कर लिया है।
"
"The links between Congress President Rahul Gandhi’s brother-in-law Robert Vadra and shady arms dealer Sanjay Bhandari have earlier been discussed.
","कांग्रेस अध्यक्ष सोनिया गांधी के दामाद रॉबर्ट वाड्रा और भगोड़े हथियार तस्कर संजय भंडारी के वित्तीय संबंधों की जानकारी सामने आई है।
"
"Present with her were her parents, sister and brother-in-law.
","बारातियों में उनके माता-पिता, भाई-भाभी और बहन शामिल थे.
"
"Present with her were her parents, sister and brother-in-law.
","इस मौके पर उनकी माता, पिता और भाई उनके साथ मौजूद रहे।
"
"The 26-year-old Sukhdip Singh, his brother-in-law Gurdeep Singh and Uncle Mukhtair Singh were attacked by a group of people when they were playing pool in the eastern Melbourne suburb of Epping.
","एप्पिंग के पूर्वी उपनगर में 26 वर्षीय सुखदीप सिंह, उसके भाई गुरदीप सिंह और उनके अंकल मुखतैर सिंह जब पूल खेल रहे थे तब उन पर यह हमला किया गया।
"
"Rajagopal, former Karnataka minister G. Janardhana Reddy and his brother-in-law B. V. Srinivasa Reddy are currently lodged in Chanchalguda Central Jail here in the illegal mining case.
","रोजगोपाल, कर्नाटक के पूर्व मंत्री जी. जनार्दन रेड्डी व उनके सम्बंधी बी.वी. श्रीनिवास रेड्डी वर्तमान में अवैध खनन मामले में चंचलगुडा केंद्रीय जेल में बंद हैं।
"
"Actress Shamita Shetty was also present at the event along with her sister Shilpa Shetty and brother-in-law.
","गणेश विसर्जन के मौके पर शिल्पा के साथ उनकी बहन शमिता शेट्टी भी नज़र आईं.
"
"The picture shows her posing with hubby Shahid and brother-in-law Ishaan Khatter.
","तस्वीर में मीरा पति शाहिद और उनके भाई ईशान खट्टर के साथ कैमरे के सामने पोज देती हुई नजर आ रही हैं।
"
"Addressing a press conference, Malik, who is NCP's spokesperson and a Maharashtra minister, alleged that Bharatiya's brother-in-law Rishabh Sachdeva was among those three persons.
","एनसीपी प्रवक्ता एवं महाराष्ट्र के मंत्री नवाब मलिक ने मुंबई में एक प्रेस कॉन्‍फ्रेंस को संबोधित करते हुए आरोप लगाया कि उन तीन लोगों में भारतीय के रिश्तेदार ऋषभ सचदेवा भी शामिल थे.
"
"This included his wife, parents, younger brother, brother-in-law and another relative.
","इनमें उसका बेटा, भतीजा, पत्नी और अन्य रिश्तेदार शामिल हैं।
"
"Husband and brother-in-law suspended
","ससुर व पति हिरासत में
"
"Bharat is the Hindi adaptation of south Korean film Ode To My Father and Salman's brother-in-law Atul Agnihotri produced it.
","सलमान-कटरीना स्टारर फिल्म भारत दक्षिण कोरियाई फिल्म ओड टु माय फादर की हिंदी रीमेक है।
"
"Police also arrested his wife and his brother-in-law’s wife.
","पुलिस ने मृतका के पति व ससुर को गिरफ्तार भी कर लिया है।
"
"Amrita with her mom, sister Malaika and brother-in-law Arbaaz at the mass.
","अमृता को उनकी मॉम और बहन मलाइका तथा जीजू अरबाज के साथ देखा गया।
"
"Singapore High Court has ordered freezing of Rs 44.41 crore bank deposit kept in the country by absconder Nirav Modi’s sister Purvi Modi and brother-in-law Maiank Mehta on the request of the Enforcement Directorate (ED), the agency said.
","सिंगापुर हाईकोर्ट ने मयंक मेहता और पूर्वी मोदी के स्वामित्व वाली पैविलियन प्वाइंट कॉर्प, ब्रिटिश वर्जिन आइसलैंड के सिंगापुर में स्थित बैंक खाते में जमा 44.41 करोड़ रुपए की राशि को जब्त करने का आदेश दिया है।
"
"The police has booked the woman’s husband, mother-in-law and brother-in-law for allegedly harassing and beating her on the basis of a complaint filed by the woman’s family.
","महिला की शिकायत पर पुलिस ने पति, सास, ससुर व पति की बुआ के खिलाफ दहेज व मारपीट का केस दर्ज कर पति को अरेस्ट कर लिया है.
"
"Based on a complaint filed by Bibi’s husband, the police has registered an FIR against Manzoor Hussain and Sabir Husain, the father-in-law and brother-in-law respectively.
","महिला के भाई आशीष की तहरीर पर पति विनय, ससुर महेंद्र सिंह व सास के खिलाफ पुलिस ने दहेज हत्या का मुकदमा दर्ज कर लिया है।
"
"Salman Khan is having a good time as he is busy promoting his production's upcoming film Loveyatri along with his brother-in-law Aayush Sharma and debutant Warina Hussain.
","फिलहाल सलमान खान आयुष और एक्ट्रेस वरीना हुसैन संग अपनी फिल्म 'लवरात्री' के प्रमोशन में व्यस्त हैं।
"
"The people named in the cases include Hafiz Saeed, his brother-in-law Abdul Rehman Makki, Ameer Hamza and Muhammad Yahya Aziz.
","इन मामलों में जमात-उद-दावा और लश्कर-ए-तैयबा के जिन लोगों को नामजद किया गया है, उनमें हाफ़िज़ सईद, उसके सहयोगी अब्दुल रहमान मक्की, अमीर हमजा, मुहम्मद याहया अज़ीज़, मुहम्मद नईम, मोहसिन बिलाल, अब्दुल रक़ीब, मुहम्मद अयूब आदि लोग शामिल हैं।
"
"The brother-in-law of the deceased person intimated to the police about this incident.
","मृतक के भतीजे ने घटना की तहरीर पुलिस को दे दी है।
"
"He was a member of the TDP politburo and brother-in-law of TDP President and Andhra Pradesh Chief Minister N. Chandrababu Naidu.
","हरिकृष्ण तेदेपा पोलित ब्यूरो के सदस्य और तेदेपा अध्यक्ष तथा आंध्र प्रदेश के मुख्यमंत्री एन.चंद्रबाबू नायडू के रिश्तेदार थे।
"
"Present with her were her parents, sister and brother-in-law.
","श्रद्धा, उसके भाई और माता .पिता साथ थे ।
"
"Salman Khan's sister Arpita, brother-in-law Aayush Sharma and brother Sohail Khan were spotted during Ganesh Visarjan outside the Bandra home.
","गणेश विसर्जन में सलमान के छोटे भाई सोहेल खान और बहन अर्पिता के पति आयुष शर्मा बप्पा को विदाई देते नजर आये.
"
"Gupta further claimed that he was assured that Salman will come himself for the inauguration of the showroom, but stated that his brother-in-law Aayush Sharma came instead.
","गुप्ता ने अपनी शिकायत में यह भी कहा है कि उन्हें आश्वासन दिया गया था कि सलमान खान स्वयं ही शोरूम का उद्घाटन करने आयेंगे लेकिन उनके रिश्तेदार आयुष शर्मा आये।
"
"The training camp was led by Maulana Yusuf Azhar alias Ustad Ghauri, who is Jaish chief Masood Azhar's brother-in-law.
","बालाकोट के इस आतंकवादी शिविर का मुखिया जैश-ए-मोहम्मद के प्रमुख मसूद अजहर का निकट संबंधी मौलाना यूसुफ अजहर उर्फ उस्ताद गौरी था।
"
"Party deputy general secretary and brother-in-law of Vijayakanth, L. K. Sudhish while speaking to IANS said, ""DMDK has its own identity and we have a strong grassroots presence in North and South Tamil Nadu.
","पार्टी के उप महासचिव और विजयकांत के रिश्तेदार एल.के. सुधिश ने आईएएनएस से बात करते हुए कहा, ""डीएमडीके की अपनी पहचान है और उत्तर और दक्षिण तमिलनाडु में जमीनी स्तर पर हमारी मजबूत मौजूदगी है।
"
"Two people, including the man’s brother-in-law, have been arrested
","ससुर की हत्या करने वाली बहू सहित दो गिरफ्तार
"
"Besides, Hafiz Saeed and his brother-in-law Abdul Rehman Makki, the other JuD leaders against whom cases have been registered are Malik Zafar Iqbal, Ameer Hamza, Mohammad Yahya Aziz, Mohammad Naeem, Mohsin Bilal, Abdul Raqeeb, Dr Ahmad Daud, Dr Muhammad Ayub, Abdullah Ubaid, Mohammad Ali and Abdul Ghaffar.
","शीर्ष जेयूडी सरगनाओं के अलावा, मलिक जफर इकबाल, आमिर हमजा, मोहम्मद याहया अजीज, मोहम्मद नईम, मोहसिन बिलाल, अब्दुल रकीब, डॉ. अहमद दाउद, डॉ. मुहम्मद अयूब, अब्दुल्ला उबैद, मोहम्मद अली और अब्दुल गफ्फार के खिलाफ मामले दर्ज किए गए थे।
"
"Kushwaha's brother-in-law Jai Hind was seriously injured in the incident.
","इस घटना में कुशवाहा का रिश्तेदार जयहिंद गंभीर रूप से घायल हो गया।
"
"Sushant Singh Rajput's friend Siddharth Pithani shares messages sent by actor's brother-in-law
","हिंदी न्यूज़ › मनोरंजन › सुशांत सिंह राजपूत के दोस्त सिद्धार्थ पिठानी ने बताया, एक्टर के निधन से पहले हुई थी आखिरी मुलाकात
"
"The people named in the cases include Hafiz Saeed, his brother-in-law Abdul Rehman Makki, Ameer Hamza and Muhammad Yahya Aziz.
","इन मामलों में जिन्हें नामजद किया गया है, उनमें हाफ़िज़ सईद, अब्दुल रहमान मक्की, अमीर हमज़ा और मुहम्मद याहया अज़ीज़ शामिल हैं.
"
"A fight ensued between the brother and brother-in-law.
","चाचा, भतीजे के बीच मारपीट की नौबत उत्पन्न हो गई।
"
"Salman Khan will be accompanying brother-in-law Aayush Sharma and Warina Hussain for the trailer launch of the musical love story 'Loveratri'.
","लवरात्री के ट्रेलर लॉन्च पर सलमान खान के साथ आयुष शर्मा और वरीना हुसैन।
"
"Also in attendance were Jared Kushner, Ivanka’s husband and Donald Jr.’s brother-in-law, and Paul Manafort, Trump’s campaign manager at the time.
","इस बैठक में डोनाल्ड ट्रंप के दामाद जारेड कुश्नेर और उस वक्त अभियान के प्रमुख रहे पॉल मेनाफोर्ट भी मौजूद थे।
"
"The training camp was led by Maulana Yusuf Azhar alias Ustad Ghauri, who is Jaish chief Masood Azhar's brother-in-law.
","ये पूरा कैंप जैश ए मोहम्मद के सरगना मसूद अजहर के रिश्तेदार मौलाना युसुफ अजहर उर्फ उस्ताद गाजी चला रहा था.
"
"One is the brother-in-law of a BJP leader.
","इन्हीं में से एक भाजपा नेता का सहयोगी भी है।
"
"PGT director Ashok alias Rajesh Totade, Gadkari’s brother-in-law, told The Indian Express that the company has been waiting for this exemption on motor wattage so that it can start manufacturing and marketing battery-run rickshaws.
","इंडियन एक्सप्रेस के अनुसार, गडकरी के रिश्तेदार और पीजीटी के निदेशक अशोक उर्फ राजेश तोताडे ने बताया कि उनकी कंपनी सरकार के इस फैसले का इंतजार कर रही थी ताकि बैटरी से चलने वाले रिक्शे का उत्पादन और मार्केटिंग शुरू की जा सके।
"
"According to the evidence, the plot for the Pulwama attack was hatched by JeM chief Masood Azhar and his younger brother Abdul Rauf Asghar, the de facto operational commander of the terrorist group, to avenge the death of their kin Talha Rasheed, son of Masood Azhar’s brother-in-law Abdul Rasheed.
","सुबूतों पर अगर यकीन करें तो पुलवामा हमले की पूरी साजिश जैश के सरगना मसूद अजहर और उसके छोटे भाई अब्‍दुल रऊफ असगर ने तैयार की थी।
"
"Salman Khan is seen with his sister Arpita Khan and brother-in-law Aayush Sharma.
","जबकि सलमान खान की बहन अर्पिता और आयुष शर्माा भी बच्चों के साथ नजर आए.
"
"The film features Salman's brother-in-law Aayush Sharma and Warina Hussain in the lead role.
","इस फिल्म में आयुष शर्मा और वरीना हुसैन ने मुख्य भूमिका निभाई है।
"
"Hafiz Saeed’s brother-in-law arrested in Pakistan
","पाकिस्तान में हाफिज़ सईद गिरफ्तार
"
"Also seen was Malaikas brother-in-law and husband of actor Amrita Arora, Shakeel Ladak.
","इस डिनर में मलाइका की बहन और एक्ट्रेस अमृता अरोड़ा और उनके पति शकील लड़ाक भी शामिल हुए.
"
"Agarwal's son, his brother-in-law and some office employees were present in the premises when the incident took place, the police said.
","घटना के वक्त ऑफिस परिसर में कुछ कर्मचारियों के अलावा अग्रवाल के बेटे और एक रिश्तेदार मौजूद थे।
"
"Hafiz Saeed’s brother-in-law arrested in Pakistan
","पाकिस्तान ने हाफ़िज़ सईद को किया नज़रबंद
"
"She was staying with her sister and brother-in-law.
","बहन और भांजे के साथ रहता था।
"
"Gupta further claimed that he was assured that Salman will come himself for the inauguration of the showroom, but stated that his brother-in-law Aayush Sharma came instead.
","गुप्ता ने अपनी शिकायत में यह भी कहा है कि उन्हें आश्वासन दिया गया था कि सलमान खान स्वयं ही शोरूम का उद्घाटन करने आयेंगे लेकिन उनके रिश्तेदार आयुष शर्मा आये.
"
"His sister, brother-in-law and mother were in the house at that time.
","उस दौरान उसके घर पर सास, ससुर और ननद ही रहते हैं।
"
"Apart from that, PeeCee also spent some quality time with Nick Jonas' parents Denise Jonas and Paul Kevin Jonas and her brother-in-law Franklin Jonas at the concert.
","जिस वक्त फैन ने ‘ब्रा’ फेंकी उस दौरान प्रियंका के साथ निक जोनस के माता-पिता डेनिस जोनस- पॉल केविन जोनस और भाई फ्रैंकिन जोनस भी थे।
"
"Accompanying her were mother-in-law Neelima Azeem and brother-in-law Ishaan Khatter.
","वहां पहुंचने वालों में शाहिद के भाई ईशान खट्टर और उनकी मां नीलिमा अजीम भी थीं।
"
"Addressing a press conference in Mumbai, Malik, who is also a Maharashtra minister, alleged that Mohit Bharatiya’s brother-in-law Rishabh Sachdeva was among three persons let go by the BJP.
","राकांपा प्रवक्ता एवं महाराष्ट्र के मंत्री मलिक ने संवाददाता सम्मेलन में आरोप लगाया कि उन तीन लोगों में भाजपा नेता मोहित भारतीय के रिश्तेदार ऋषभ सचदेवा भी शामिल थे।
"
"""My brother-in-law booked the ticket for us for Rs 1,750.
","उसने कहा, ‘‘मेरे एक रिश्तेदार ने 1,750 रुपये में हमारे लिए टिकट बुक कराया।
"
"Salman Khan is launching his brother-in-law Aayush Sharma with the movie.
","गौरतलब है कि इस फिल्म से सलमान खान अपनी बहन के पति आयुष शर्मा के सिनेमा की दुनिया में लॉन्च कर रहे हैं।
"
"Among the alleged beneficiaries of the licences given in Gurgaon was Congress president Rahul Gandhi’s brother-in-law Robert Vadra.
","गौरतलब है कि हुड्डा के कार्यकाल में गुरुग्राम में लाइसेंस प्रदान करने के कथित लाभार्थियों में कांग्रेस अध्यक्ष राहुल गांधी और रॉबर्ट वाड्रा भी शामिल थे.
"
"Actress Shamita Shetty was also present at the event along with her sister Shilpa Shetty and brother-in-law.
","शिल्पा शेट्टी की छोटी बहन और अभिनेत्री शमिता शेट्टी भी इस पार्टी में चार चांद लगाने पहुंचीं.
"
"Besides, Hafiz Saeed and his brother-in-law Abdul Rehman Makki, the other JuD leaders against whom cases have been registered are Malik Zafar Iqbal, Ameer Hamza, Mohammad Yahya Aziz, Mohammad Naeem, Mohsin Bilal, Abdul Raqeeb, Dr Ahmad Daud, Dr Muhammad Ayub, Abdullah Ubaid, Mohammad Ali and Abdul Ghaffar.
","शीर्ष जेयूडी सरगनाओं के अलावा, मलिक जफर इकबाल, आमिर हमजा, मोहम्मद याहया अजीज, मोहम्मद नईम, मोहसिन बिलाल, अब्दुल रकीब, डॉ. अहमद दाउद, डॉक्‍टर मुहम्मद अयूब, अब्दुल्ला उबैद, मोहम्मद अली और अब्दुल गफ्फार के खिलाफ मामले दर्ज किए गए थे.
"
"A family lost a husband, father, brother-in-law, uncle, brother and cousin.
","इस जवानों के घरवालों ने एक पति, एक बेटा, एक भाई, एक बाप खोया है।
"
"Aayush Sharma, Salman Khan's brother-in-law and Arpita Khan's husband, made his foray into the world of Bollywood with Loveyatri, which featured debutante Warina Hussain as well.
","सलमान खान की बहन अर्पिता के पति और फिल्म 'लवयात्री' से बॉलीवुड में डेब्यू कर रहे एक्टर आयुष शर्मा और फिल्म की एक्ट्रेस वारिना हुसैन.
"
"He was going in the motor bike with his brother-in-law, when the accident occurred.
","हादसे के समय वह भतीजे के साथ बाइक से मायके जा रहीं थीं।
"
"Besides Ram Charan, Chiranjeevi's brother Naga Babu, brother-in-law Allu Arvind, actor Allu Arjun and other family members were present.
","निहारिका की शादी में परिवार के सदस्यों के अलावा साउथ इंडियन फिल्म के अभिनेता चिरंजीवी, अल्लू अर्जुन और स्नेहा, राम चरण मौजूद रहे.
"
"Later, the accused allegedly kidnapped the woman's brother-in-law and threatened to kill him.
","इसके बाद आरोपित बेटी का अपहरण करने और जान से मारने की धमकी दे रहे थे।
"
"Actors Arbaaz Khan and Sohail Khan also arrived with his mother Salma Khan, sister Alvira and brother-in-law Atul Agnihotri.
","सलमान के भाई अरबाज़, सोहेल और उनकी बहनें अलवीरा और अर्पिता भी सलमान से मिलने पहुंचीं।
"
"New Delhi: Defending his brother-in-law Rahul Gandhi on his “MP in north” remark, Robert Vadra said the Congress leader neutral and sees India as one.
","राहुल गांधी की 'उत्तर-दक्षिण' वाली टिप्पणी पर प्रतिक्रिया देते हुए कांग्रेस पार्टी के अंतरिम अध्यक्ष सोनिया गांधी के दामाद ने रॉबर्ट वाड्रा ने कहा कि राहुल तटस्थ हैं और भारत को एकरुपता में देखते हैं।
"
"Karisma Kapoor arrived at the party along with her brother-in-law and sister Kareena's husband Saif Ali Khan.
","करीना यहाँ करिश्मा कपूर और पति सैफ अली खान के साथ फंक्शन में शरीक हुईं.
"
"He was the brother-in-law of actress Sarita Joshi and uncle of actress Ketki Dave.
","वह टीवी की मशहूर एक्ट्रेस सरिता जोशी के भाई और केतकी दवे के मामा हैं।
"
"His wife and brother-in-law have already been arrested.
","उसकी पत्नी और भाई को पहले ही जेल भेजा जा चुका है।
"
"Salman's brother-in-law Atul Agnihotri shared a picture on twitter of the family including Salman's father Salim Khan, his mother Sushila Charak, step-mother Helen, brother Sohail Khan and sisters Alvira and Arpita Khan with their respective partners Atul and Aayush Sharma among others.
","अर्पिता ने एक तस्वीर शेयर की जिसमें आहिल के पिता आयुष शर्मा, अरबाज खान, मलाइका अरोड़ा, बहन अलविरा खान, पिता सलीम खान, हेलन, सलमा खान के अलावा यूलिया वंतूर भी मौजूद हैं।
"
"Majithia is the brother-in-law of Punjab Deputy Chief Minister and Akali Dal president Sukhbir Singh Badal, and younger brother of Sukhbir's wife and Union Food Processing Minister Harsimrat Kaur Badal.
","केंद्रीय खाद्य प्रसंस्करण मंत्री हरसिमरत कौर शिरोमणि अकाली दल की सदस्य और पंजाब के उप मुख्यमंत्री सुखबीर सिंह बादल की पत्नी हैं.
"
"Read more: Arvind Kejriwal, brother-in-law accused of corruption; Delhi Police launch probe
","यह भी पढ़ें- अरविंद केजरीवाल के साढ़ू पर लगा भ्रष्टाचार का गंभीर आरोप, जांच शुरू
"
"Present with her were her parents, sister and brother-in-law.
","उसके साथ उसकी चाची, दादी और चचेरे भाई-बहन भी थे।
"
"He is her brother-in-law.
","वह उसका चचेरा भाई है।
"
"The victim's brother-in-law Jitendra Kumar has given a complaint to the police in connection with the incident.
","इस घटना को लेकर जितेंद्र के ममेरे भाई लव कुश ने पुलिस में शिकायत दर्ज कराई थी.
"
"Actress Shamita Shetty was also present at the event along with her sister Shilpa Shetty and brother-in-law.
","बिपाशा के साथ उनकी दोस्त अभिनेत्री शिल्पा शेट्टी और उनकी बहन शमिता शेट्टी भी नजर आईं।
"
"His sister, brother-in-law and mother were in the house at that time.
","उस समय घर में उसकी मां, वह और उसकी भाभी मौजूद थीं.
"
"Based on a complaint lodged by the woman’s father, an FIR was registered against her husband Santram Tiwari, brother-in-law Jageshwar Shukla and an unidentified person, he said.
","महिला के पिता द्वारा दर्ज कराई गई शिकायत के आधार पर, उसके पति संतराम तिवारी, तिवारी के भाई जागेश्वर शुक्ला और एक अज्ञात व्यक्ति के खिलाफ प्राथमिकी दर्ज की गई है।
"
"Another message was sent by sister Priyanka to Sushants brother-in-law, ADG Singh, and this was also forwarded to then DCP Dahiya.
","प्रियंका ने एक और मेसेज एडीजी सिंह को भेजा था और बाद में उसे डीसीपी दहिया को फॉरवर्ड किया गया।
"
"Muzaffarnagar: A newly-married woman was gang-raped by her husband and his brother-in-law in Uttar Pradesh.
","मुजफ्फरनगर: उत्तर प्रदेश के मुजफ्फरनगर में एक महिला और उसके भतीजे की पिटाई का मामला सामने आया है।
"
"His sister, brother-in-law and mother were in the house at that time.
","उस समय माता- पिता छोटी बहन और उसके मौसी और मौसा घर में मौजूद थे।
"
"The training camp was led by Maulana Yusuf Azhar alias Ustad Ghauri, who is Jaish chief Masood Azhar's brother-in-law.
","बालाकोट के आतंकी कैंप का मुखिया मौलाना यूसुफ अजहर उर्फ उस्ताद गौरी था, जो कि जैश सरगना मसूद अजहर का रिश्तेदार है।
"
"Aditya Alva is former Karnataka Minister Jeevaraj Alva’s son and actor Vivek Oberoi’s brother-in-law.
","आदित्य अल्वा कर्नाटक के पूर्व मंत्री जीवाराज सेल्वा का बेटा है और उसकी बहन से एक्टर विवेक ओबेरॉय की शादी हुई है.
"
"RJD leaders, including Lok Sabha member Raghuvansh Prasad Singh, Prabhunath Singh and Lalu's brother-in-law Sadhu Yadav, were present in the courtroom when the judgment was pronounced.
","बैठक में लालू प्रसाद के अलावा राजद के वरिष्ठ नेता अब्दुल बारी सिद्दीकी, रघुवंश प्रसाद सिंह, रामचंद्र पूर्वे, सांसद राजीव रंजन उर्फ पप्पू यादव भी शामिल हुए।
"
"The movie marks the first time Salman Khan will be sharing screen space with his brother-in-law Aayush Sharma, who is married to Arpita Khan.
","आपको बता दें, ये ऐसी पहली फिल्म है जिसमें सलमान खान अपनी बहल अर्पिता खान के पति आयुष शर्मा के साथ दिखाई देंगे.
"
"Salman Khan will be soon seen starring along with his brother-in-law Aayush Sharma on the big screen.
","मंडी के अभिनेता आयुष शर्मा जल्द बड़े पर्दे पर बॉलीवुड के 'सुल्तान' सलमान खान के साथ दिखाई देने वाले हैं।
"
"The brother-in-law of the deceased person intimated to the police about this incident.
","थाने पर मृतक के भाई ने घटना की तहरीर दी।
"
"The police have arrested the two boys and the father and brother-in-law.
","पुलिस ने नामजद बाप और दो बेटों को हिरासत में ले लिया है।
"
