eng_Latn,hin_Deva
"And your grandfather's name was?
","क्या नाम है तुम्हारे पिताजी का ?
"
"You can make promise to your, husband, wife, son, daughter as well as grandfather, grandmother, uncle, aunt, friends and anyone.
","आप अपने पुत्र, पुत्री, पति, पत्नी, माता, पिता, भाई, बहन, चाचा, चाची अथवा किसी भी दूसरे संबंधी या फिर अपने किसी मित्र को नॉमिनी बना सकते है.
"
"’ But my grandfather wasn’t concerned about that.
","“किन्तु पिताजी ऐसा नहीं सोचते थे।
"
"His father Mansoor Ali Khan Patuadi and grandfather Iftikar Ali Khan both were cricketers, while his mother Sharmila Tagore is an actress.
","उनकी मां शर्मिला टैगोर जानीमानी अभिनेत्री थी जबकि पिता मंसूर अली खान पटौदी किक्रेटर थे.
"
"Drake's old lyric book was found in a dumpster near his grandfather's old furniture factory in Toronto, where the 32-year-old musician used to work.
","ड्रेक की पुरानी लिरीक बुक टोरंटो में उनके ग्रैंडफादर की पुरानी फर्नीचर फैक्ट्री डम्प्स्टर में पाई गई, जहां 32 वर्षीय गायक काम किया करते थे।
"
"Police have arrested two men - Surpreet Singh and his grandfather Surjit Singh - in connection with the crime.
","इस मामले में सेवानिवृत्त कैप्टन सुरजीत सिंह और उसके पोते सुरप्रीत सिंह को गिरफ्तार किया जा चुका है।
"
"It is through your favours, your strength, your intelligence and your valour that this kingdom of my father and grandfather has again been conveyed to me.
","आपकी ही कृपा, नीति, बल, बुद्धि और पराक्रमसे मुझे पुनः अपने बापदादों- का यह राज्य प्राप्त हुआ है ।
"
"She lives along with her dad and mom and maternal grandfather.
","वह अपनी मां और सौतेले के पिता के साथ रहती है।
"
"A loved husband, father, brother and grandfather.
","एक उम्दा भाई, पिता और पति।
"
"Union minister G Kishan Reddy said that Rahul should ask his great grandfather Jawaharlal Nehru about who gave India's land to China.
","कांग्रेस उपाध्‍यक्ष राहुल गांधी के आरोप पर केंद्रीय गृह राज्य मंत्री जी किशन रेड्डी ने कहा कि इस बारे में उन्हें जवाहर लाल नेहरू से पूछना चाहिए जिन्होंने भारत की जमीन चीन को दे दी थी।
"
"A grandfather, he is married and has three children.
","शादीशुदा है और तीन बच्चों का पिता है।
"
"Both his father and grandfather were soldiers in the Pakistan army.
","उनके माता और पिता दोनों ही भारतीय सेना में फिजिशियन थे.
"
"His father’s name was Lamarck and his grandfather's name was Methuselah.
","इनके पिता का नाम लक्ष्मीधर था और छोटे भाई का नाम रंगोजि भट्ट था।
"
"His father's name was Syed Muhammad Irfan and grandfather's Syed Muhammad Nur.
","उनके पिता के भाई का नाम सुपार्श्व था और उनके बडे भाई का नाम नदीवर्द्धन था।
"
"His grandfather was from Bihar.
",". पिता बिहार के रहनेवाले थे।
"
"Darwin’s father was Robert Darwin, a physician; and his grandfather, Erasmus Darwin, was a famous philosopher and naturalist.
","चार्ल्स डार्विन के पिता रॉबर्ट डार्विन और मां सुसान डार्विन दोनों ही जाने-माने डॉक्टर थे।
"
"His father's name was Syed Muhammad Irfan and grandfather's Syed Muhammad Nur.
","उनके पिता का नाम स्व ़रामपति मिश्र तथा माता का नाम स्व ़रघुराजी कुंवर था।
"
"His paternal grandfather was Parsi.
","इनके पिता पराशर मुनि थे ।
"
"His father's name was Syed Muhammad Irfan and grandfather's Syed Muhammad Nur.
","उनके पिता का नाम शक्ति सागर सूद और मां का नाम सरोज सूद था।
"
"“His father and grandfather had both served in the Army.
","उनके पिता और भाई दोनों ही सेना में थे.
"
"An excellent husband, father, grandfather, brother and friend.
","अनूप एक बेहद अच्छे पति, पिता, भाई और दोस्त रहे हैं।
"
"The birthday party of Alia Bhatt's grandfather was attended by Ranbir Kapoor and his family.
","इससे पहले आलिया भट्ट, रणबीर कपूर के साथ उनके अंकल रणधीर कपूर के घर पहुंची थीं, जहां पर उनके जन्मदिन पर डिनर पार्टी रखी गई थी।
"
"A few days later, my grandfather passes away.
","कुछ दिनों बाद पिताजी की मौत हो गई।
"
"His grandfather, Kamada Kinkar Mukherjee, was part of the Indian independence movement and a representative of the Indian National Congress.
","उनके पिता श्री कामदा किंकर मुखर्जी एक स्वतंत्रता सेनानी थे और बाद में उन्होंने भारतीय राष्ट्रीय कांग्रेस का प्रतिनिधित्व किया।
"
"Bob was an extraordinarily kind and generous grandfather, father, husband, and friend.
","अनूप एक बेहद अच्छे पति, पिता, भाई और दोस्त रहे हैं।
"
"“Yes,” his grandfather replied.
","“हां, पापा, कीटी ने जवाब दिया।
"
"My grandfather’s life has had a great influence on me.
","मेरे जीवन पर मेरे पिताजी का बहुत बड़ा प्रभाव पढ़ा ।
"
"Sunny’s son Karan Deol posted sweet pictures with his grandfather to wish him on his birthday.
","सनी देओल ने अपने बेटे करण के बर्थडे पर एक पुरानी तस्वीर साझा कर उन्हें बर्थडे विश किया है।
"
"He was my grandfather’s brother.
","वो मेरे कजन भाई का पड़ोसी हुआ करता था.
"
"The girl had come to her grandfather’s house.
","लड़की अपने रिश्तेदार के घर आई थी।
"
"“I have been living with my grandfather since childhood.
","""मै बचपन से ही अपने चाचा चाची के साथ गाव मे रहता हू।
"
"After Abdullah’s death, Muhammad’s grandfather, Abdul- Muttalib, became his guardian.
","उनके मरने पर अब्दुल्ला के पिता (मुहम्मद साहब के पिता- भह) ने मुहम्मद साहब के पालन-पोषण का भार श्रपने ऊपर लिया ।
"
"Chandrakant’s grandfather Prabhashankar Oghadbhai Sompura designed the Somnath temple.
","चंद्रकांत उन प्रभाशंकर सोमपुरा के पुत्र हैं जिन्होंने सोमनाथ मंदिर का डिजाइन बनाया था।
"
"His father's name was Syed Muhammad Irfan and grandfather's Syed Muhammad Nur.
","इनके पिता का नाम खुदीराम और माता का नाम शारदा मणि था।
"
"Jitin Prasada's father Jitendra Prasada and grandfather Jyoti Prasad were Congress leaders.
","जितिन प्रसाद के पिता जितेन्द्र प्रसाद, कांग्रेस के पुराने नेता रहे हैं।
"
"Both her father and paternal grandfather, Iftikhar Ali Khan Pataudi, were former captains of the Indian cricket team.
","उनके पिता इफ़्त़िखार अली खां पटौदी भी भारतीय क्रिकेट टीम के कप्तान थे.
"
"His father named him Abu az-Zafar Hamid but his grandfather used to address him as Iqbal and this is the name by which he became famous.
","उनके पिता ने उनका नाम फिरोज बख्त रक्खा लेकिन वे अबुल कलाम बन गये और उनका यहीं नाम बाद में भी रहा।
"
"And my grandfather, too.
","और मेरी सास भी.
"
"His father and grandfather was killed.
","भाई और पिता की हत्याएं कर दी गईं।
"
"Meanwhile, based on a complaint filed by the deceased’s grandfather, an FIR has been registered against an unknown person.
","उधर, मृतका के ससुर की तहरीर पर अज्ञात के खिलाफ मुकदमा दर्ज किया गया है।
"
"The boy used to stay at his grandfather’s house along with his mother.
","बच्ची अपनी मां के साथ अपने मामा के घर रहती थी.
"
"Imran’s father was a civil engineer, and his grandfather a physician.
","इमरान के पिता ज़मींदार तो थे ही, पेशे से इंजीनियर भी थे।
"
"Sushant Singh Rajput's village was in Purnia district of Bihar while his maternal grandfather was in Khagaria.
","सुशांत सिंह राजपूत का गांव बिहार के पूर्णिया जिले में था जबकि उनका ननिहाल खगड़िया में था.
"
"Afterward, we moved to my grandfather’s house.
","इसके बाद हम दहिसार में मेरी दादी के घर शिफ्ट हो गए.
"
"His father's name was Syed Muhammad Irfan and grandfather's Syed Muhammad Nur.
","उनके पिता का नाम उमेद सिंह और मां का नाम रूपा देवी है।
"
"And his grandfather, Jawaharlal Nehru was India’s first Prime Minister.
","उनके बड़े भाई जवाहरलाल नेहरू देश के पहले प्रधानमंत्री थे।
"
"His father’s name is Ahmad and grandfather’s name is 'Atlyyah.
","इनके पिताका नाम छालीदास जी और साताका नाम उजमबाई था।
"
"She attributed her success to her parents, her grandfather and teachers for their encouragement.
","अपनी सफलता के लिए माता पिता ,अपने भाई व शिक्षक को श्रेय दिया है।
"
"Ali Fazal’s maternal grandfather has died.
","अली फजल की मां का निधन
"
"His father’s name was Lamarck and his grandfather's name was Methuselah.
","इनके पिता का नाम पेरंभट और माता का नाम लक्ष्मी था ।
"
"He was the son of my grandfather’s father’s sister’s daughter.
","वो मेरे अंकल के पडोसी की बेटी थी.
"
"A much beloved husband, father, grandfather and brother.
","एक महान भाई, पिता और पति।
"
"Sushant Singh Rajput's village was in Purnia district of Bihar while his maternal grandfather was in Khagaria.
","सुशांत का गांव बिहार के पूर्णिया जिले में था, जबकि उनका ननिहाल खगड़िया में था।
"
"Besides his mother, Rajiv Gandhi's grandfather Jawaharlal Nehru also served as the Prime Minister of India.
","भारत में भी पूर्व प्रधानमंत्री इंदिरा गांधी के देश का नेतृत्व संभालने से पहले उनके पिता जवाहरलाल नेहरू सरकार संभाल चुके थे.
"
"Rai’s father Chandrika Rai is an RJD MLA and her grandfather Daroga Prasad Rai was also Chief Minister of the State.
","लालू प्रसाद के समधी चंद्रिका राय सारण से राजद के उम्मीदवार थे, इनके पिता दारोगा प्रसाद राय बिहार के मुख्यमंत्री रह चुके हैं.
"
"Her parents live in Bhopal, where her grandfather had originally settled.
","उनके माता पिता भोपाल में रहते हैं.
"
"The children’s grandfather was arrested.
","बच्चों के अपहर्ता को गिरफ्तार कर लिया गया है।
"
"The victim’s father has alleged that Gurpreet Singh took the girl to his home where he allegedly raped her and that he and his grandfather Surjit Singh allegedly killed her and burnt her body.
","पीड़िता के पिता ने बताया कि आरोपी गुरप्रीत उनकी बच्ची को अपने घर ले गया जहां उसने उसके साथ दुष्कर्म किया, इसके बाद गुरप्रीत और सुरजीत दोनों ने मिलकर बच्ची की हत्या कर सबूत मिटाने के लिए उसकी लाश को आग के हवाले कर दिया.
"
"His grandfather Ilarion is dead, but he is a wonderfully intelligent person; we call up his spirit every day.”’
","उसका बवांबा, इलारियोन, मर गया है, मगर वह एक अ्रदुभुत बुद्धिमान व्यक्ति है, हम रोज उसकी श्रात्मा को बुलाते हैं ।
"
"After that, I went to my grandfather’s house.
","इसके बाद मैं अपने मामा के घर चली गई।
"
"His father's name was Syed Muhammad Irfan and grandfather's Syed Muhammad Nur.
","इनके पिता का नाम प्रकाशेन्द्र और पितामद का नाम सिंधु था।
"
"“My grandfather was the only child of his parents.
","मेरे भैया माता-पिता के इकलौते पुत्र थे।
"
"His father's name was Dhanadutta and grandfather's name was Bhadradutta.
","सेठ अर्हद्यास के पिता का नाम धनदत्त और माता का नाम गोज्वबती था।
"
"His great grandfather, Mukhtar Ahmed Ansari, was a president of the Indian National Congress and the Muslim League during India’s freedom struggle.
","डॉ॰ मुख़्तार अहमद अंसारी (, ) एक भारतीय राष्ट्रवादी और राजनेता होने के साथ-साथ भारतीय स्वतंत्रता आंदोलन के दौरान भारतीय राष्ट्रीय कांग्रेस और मुस्लिम लीग के पूर्व अध्यक्ष थे।
"
"Kareena Kapoor wants her son to be a cricket player like his grandfather.
","करीना ने कहा कि वह चाहती हैं कि उनका बेटा एक क्रिकेटर बने।
"
"It is through your favours, your strength, your intelligence and your valour that this kingdom of my father and grandfather has again been conveyed to me.
","बल, बुद्धि और पराक्रमसे मुझे पुनः अपने बाप दादोंका यह राज्य प्राप्त हुआ है।
"
"British Prime Minister Boris Johnson and his fiancée Carrie Symonds have named their newborn son in honor of their grandfathers and two of the doctors who cared for the politician while he was hospitalized with the coronavirus last month.
","ब्रिटिश प्रधानमंत्री बोरिस जॉनसन और उनकी मंगेतर कैरी साइमंड्स ने अपने बेटे का नाम उन दो डॉक्टरों के नाम पर रखा है जिन्होंने पिछले महीने अस्पताल में प्रधानमंत्री की चिकित्सा की थी.
"
"His grandfather’s name was Chandradeva and his father’s name was Guhideva.
","इनके पिता का नाम घनदेव और माता का नाम धनश्री था | शान्तिधूरि का बाल्यावस्था का नाम भीम था।
"
"Kareena Kapoor's newborn baby’s first pictures have recently gone viral on social media courtesy of grandfather Randhir Kapoor.
","करीना कपूर के बेबी का यह पहला वीडियो सोशल मीडिया पर खूब देखा जा रहा है।
"
"Her grandfather, says she, was a Muslim and grandmother a Hindu.
","उन्होंने बताया कि मेरी मां पंडित और दादी सिख थी।
"
"His maternal grandfather Dr. PK Roy was the first Indian Principal of the Presidency College, Calcutta.
","उनकी डॉ. पी.के. रॉय से शादी हुए जो, कोलकाता प्रेसीडेंसी कॉलेज के प्रिंसिपल बनने वाले पहले भारतीय थे।
"
"His father and grandfather had also served in the Indian Army.
","उनके पिता भी सेना में सेवाएं दे चुके थे।
"
"Also read: 5 WWE Superstars who are grandfathers
","ये भी पढ़ें: 5 मौके जब WWE सुपरस्टार्स को आग लगा दी गई
"
"Also read: 5 WWE Superstars who are grandfathers
","ये भी पढ़ें: 5 मौजूदा WWE रेसलर्स जो माँ बन चुकी हैं
"
"His father’s name was Abu Talib and grandfather’s name, 'Abd al-Muttalib.
","उनके पिता का नाम पं.अन्नाभाऊ मंडलोई और उनकी माता का नाम नत्थूबाई मंडलोई था।
"
"After their wedding she moved with my grandfather into the family home in Delhi.
","शादी के बाद वो दिल्ली के बुराड़ी इलाक़े में अपने ससुराल आ गईं.
"
"His father and grandfather was killed.
","हमारे पिता और दादी की हत्या हो गई थी।
"
"He will be sharing the screen space with his father Sunny Deol, uncle Bobby Deol and grandfather Dharmendra in the movie.
","इस फिल्म में उनके साथ पिता धर्मेंद्र और भाई सनी देओल भी नजर आएंगे।
"
"“My grandfather died of cancer.
","मेरे पिता की कैंसर के चलते मौत हुई।
"
"Her maternal grandfather was already present there.
","उसकी बुआ पहले से ही वहां थीं।
"
"His father Mansoor Ali Khan Patuadi and grandfather Iftikar Ali Khan both were cricketers, while his mother Sharmila Tagore is an actress.
","सैफ के पिता मंसूर अली खान पटौदी एक मशहूर क्रिकेट खिलाड़ी थे और उनकी मां शर्मीला टैगोर अपने समय की दिग्गज अभिनेत्री थी.
"
"Her grandfather, says she, was a Muslim and grandmother a Hindu.
","वानखेड़े ने कहा है कि उनके पिता हिंदू हैं और मां मुस्लिम थीं।
"
"My grandfather had retired.
","पिता जी रिटायर हो गये थे ।
"
"My grandfather was Hindu.
","मेरा जेलर हिन्दू था।
"
"He was a husband, a father to five children, and a grandfather to 10 grandchildren.
","वो अपने माता-पिता की पांचवीं संतान थीं और उनके अलावा उनके 10 भाई-बहन थे।
"
"A loving husband, father and grandfather.
","एक उम्दा भाई, पिता और पति.
"
"His father’s name was Lamarck and his grandfather's name was Methuselah.
","इनके पिता नाम पेरंभट्ट और माता का नाम लक्ष्मी था।
"
"His grandfather had played cricket for India.
","पिता ब्रैंडन आयरलैंड के लिए क्रिकेट खेलते थे|
"
"He was Maharshi Devendranath, grandfather of the great poet Rabindranath Tagore.
","रवींद्रनाथ के पिता थे, महर्षि देवेंद्रनाथ।
"
"His father's name was Syed Muhammad Irfan and grandfather's Syed Muhammad Nur.
","इनके पिता का नाम सुन्दरदास एवं माता का नाम सुजानदे था ।
"
"My grandfather’s life has had a great influence on me.
","पिताजीका मेरे जीवनपर वड़ा गहरा असर पड़ा ।
"
"But he is still my grandfather.
","लेकिन फिर भी वो मेरी सूत्रधार है.
"
"His father’s name was Abu Talib and grandfather’s name, 'Abd al-Muttalib.
","पिता का नाम उगरचंदभाई और माता का नाम समसतबहन था ।
"
"The Rock's father is Rocky Johnson, and his grandfather was Peter Maivia.
","रॉक के पिता का नाम है रोकी जॉनसन और उनके ग्रैंड फादर का नाम था पीटर माइविया।
"
"According to reports, Sharmila’s father Gitindranath was the grandson of acclaimed painter Gaganendranath Tagore, whose father was a cousin to Rabindranath Tagore, and so, the Nobel Laureate is the cousin of Sharmila Tagore’s great-great grandfather.
","बताया जाता है कि शर्मिला के पिता गितिन्द्रनाथ फेमस पेंटर गगनेन्द्रनाथ के पोते थे, जोकि रवीन्द्रनाथ टैगोर के कजिन थे।
"
"His father's name was Dhanadutta and grandfather's name was Bhadradutta.
","पिताका नाम गढासाहू और भमाताका नाम वीरश्री था।
"
"Both his grandfather and father were noblemen of high rank.
","इनके पिता और चाचा--दोनों ही महान क्रातिकारी थे।
"
"His father Ashok Mankad played Test cricket for India and grandfather Vinoo Mankad is an all-time great in the annals of Indian cricket.
","अशोक मांकड के पिता वीनू मांकड भी भारत के जाने-माने टेस्ट प्लेयर थे।
"
"It is through your favours, your strength, your intelligence and your valour that this kingdom of my father and grandfather has again been conveyed to me.
","आपकी ही कृपा; नीति; बल, बुद्धि और पराक्रमसे मुझे पुनः अपने बाप दादोंका यह राज्य प्राप्त हुआ है ।
"
"Iftikhar Ali Khan Pataudi, Saif Ali Khan’s grandfather is the only cricketer to play Test cricket for both India and England.
","इफ्त‍िखार अली देश के इकलौते क्रिकेट खिलाड़ी थे, जिन्होंने इंग्लैंड एवं भारत दोनों की तरफ से क्रिकेट खेला था।
"
"His grandfather’s name was Chandradeva and his father’s name was Guhideva.
","इनके पितांका नाम गोण्ड ओर माताका नाम झुबनदेधी था।
"
"Arts under the name of his grandfather N. T. Rama Rao known as ‘NTR’.
","एन टी रामा राव जूनियर को 'जूनियर एनटीआर' के नाम से भी जाना जाता है.
"
"‘Amr bin Shu‘aib is Ibn Muhammad bin ‘Abdullah bin ‘Amr bin Al-‘As. Shu‘aib heard from his grandfather ‘Abdullah bin ‘Amr.
","नीज़ अम्र बिन शोऐब यह मुहम्मद बिन अब्दुल्लाह बिन अम्र बिन आस के बेटे हैं।
"
"A dear husband, father, grandfather and great grandfather.
","एक उम्दा भाई, पिता और पति।
"
"His father's name was Dhanadutta and grandfather's name was Bhadradutta.
","सेठ भहेद्दास के पिता का नाम धनदत्त और माता का नाम गोजवती था ।
"
"He was a husband, a father to five children, and a grandfather to 10 grandchildren.
","वो अपने माता-पिता की पांचवीं संतान थी और उनके अलावा उनके 10 भाई-बहन थे।
"
"After that his grandfather took care of him.
","जिसके बाद बुआ ने उसका पालन पोषण किया।
"
"His grandfather Arjan Singh, father Kishan Singh and uncle Ajit Singh, were all active in the freedom struggle.
","उनके पिता किशन सिंह और चाचा अजीत सिंह स्वतंत्रता आंदोलन में शामिल थे।
"
"Also read: 5 WWE Superstars who are grandfathers
","ये भी पढ़ें: 5 फीमेल WWE सुपरस्टार्स जिन्होंने दो या दो से ज्यादा शादियां की
"
"His grandfather was noted lyricist Jahar Mukherjee, his father was music director Manas Mukherjee, and his sister is singer Sagarika. .
","पिता मानस मुखर्जी म्यूजिक कंपोजर थे और बहन सागारिका सिंगर हैं.
"
"My grandfather started this tradition.
","यह परंपरा मेरी सास ने शुरू की है.
"
"The man first seen in the video statement below is Idrees Ansari, the grandfather of one of the accused.
","सबसे पहले व्यक्ति जो इस वीडियो में दिख रहे हैं, उनका नाम इदरीस अंसारी है.
"
"He was my grandfather’s brother.
","वह मेरे भाई का सहपाठी था ।
"
"""Best of luck and best wishes to your grandfather.""""""
","""आपके पिता को मेरा नमन और शुभकामनायें""""""
"
"The birthday party of Alia Bhatt's grandfather was attended by Ranbir Kapoor and his family.
","Highlightsपापा के बर्थडे पर आलिया ने एक छोटा सा सेलिब्रेशन किया जिसमें परिवार के बाकी लोग भी शामिल हुएइस पार्टी को अटेंड करने आलिया भट्ट के ब्वॉयफ्रेंड रणबीर कपूर भी पहुंचे
"
"In the video, both the grandfather and the father of the girl are also seen crying.
","वीडियो में दिख रहा है कि लड़के की मां और पिता कैसे फूट फूटकर रो रहे हैं।
"
"He will be sharing the screen space with his father Sunny Deol, uncle Bobby Deol and grandfather Dharmendra in the movie.
","इस मौके पर सनी देओल के साथ भाई बॉबी देओल और उनके पिता धर्मेंद्र भी मौजूद रहेंगे।
"
"His grandfather, Kamada Kinkar Mukherjee, was part of the Indian independence movement and a representative of the Indian National Congress.
","उनका पिता श्री कामदा किंकर मुखर्जी एक स्वतंत्रता सेनानी थे और वह भी लंबे समय तक भारतीय राष्ट्रीय कांग्रेस के सदस्य रहे थे।
"
"They are someone's grandmother, grandfather, dad, mom, sister or brother.
","वो किसी के पिता, किसी की मां, किसी के भाई या बहन हैं.
"
"Ask your grandfather about them.
","उनसे पापा के बारे में पूछ लो।
"
"After my grandfather died my mother was all alone with me.
","पिता के निधन के बाद मेरी माँ बिल्कुल अकेली हो गई थी.
"
"The architect is Ahmedabad-based Chandrakant Bhai Sompura, whose grandfather built the Somnath Temple in Gujarat.
","गुजरात के अहमदाबाद के रहने वाले आर्किटेक्ट चंद्रकांत भाई सोमपुरा ही वह व्यक्ति हैं जिन्होंने अयोध्या के श्रीराम मंदिर का डिजाइन तैयार की है.
"
"At that time, my grandfather died.
","इसी बीच मेरे पिताजी की डेथ हो गई.
"
"“And how did you know my grandfather?
","“पर आपने मुझे पहचाना कैसे?
"
"America is seen as the grandfather of the world.
","अमेरिका को दुनिया का चौधरी माना जाता है।
"
"Aditi’s great grandfather was Akbar Hydari, the Prime Minister of Hyderabad state before independence and she is also the grandniece of Muhammad Saleh Akbar Hydari, the former Governor of Assam.
","वो अकबर हैदरी, हैदराबाद राज्य के पूर्व प्रधान मंत्री और असम के पूर्व गवर्नर मोहम्मद सालेह अकबर हैदरी की पोती हैं.
"
"His father and grandfather were mathematicians.
","उनके पिताजी गणितज्ञ और अर्थशास्त्री थे।
"
"Hyderabad: A 19-year-old girl was allegedly raped by her grandfather and her maternal uncle in Hyderabad.
","हैदराबाद: एक 19 वर्षीय बेटी ने अपनी मां और पति की हरकतों से तंग आकर खुदकुशी कर ली।
"
"Recently, Alia Bhatt also celebrated her grandfather's birthday with her mother Soni Razdan and sister Shaheen Bhatt.
","आलिया भट्ट इन दिनों ऊटी में अपनी बहन शाहीन भट्ट और मां सोनी राजदान के साथ हैं।
"
"Also read: 5 WWE Superstars who are grandfathers
","ये भी पढ़ें: 5 WWE सुपरस्टार्स जिन्होंने अपनी उम्र को सभी से छुपाकर रखा
"
"Indian Idol 12: Taimur Ali Khan surprises grandfather Randhir Kapoor with a special gift
","Indian Idol 12 : शो में पहुंचे रणधीर कपूर के लिए तैमूर अली खान ने भेजा ऐसा गिफ्ट, देखकर हो गए इमोशनल
"
"My grandfather under whose influence I was brought up is an orthodox Arya Samajist.
","मेरे बाबा, जिनके प्रभाव में मैं बड़ा हुआ, एक रूढ़िवादी आर्यसमाजी हैं।
"
"Jitin Prasada's father Jitendra Prasada and grandfather Jyoti Prasad were Congress leaders.
","जितिन प्रसाद के पिता जितेंद्र प्रसाद कांग्रेस के बड़े नेता थे।
"
"His father Anil Thakur and grandfather had also served in the army.
","शहीद अंकुश के पिता अनिल ठाकुर भी फौज में थे।
"
"Both my father and grandfather were military men.
","पिता और बाबा दोनों सैनिक थे।
"
"Also read: 5 WWE Superstars who are grandfathers
","ये भी पढ़ें: 5 सुपरस्टार्स जो काफी कम उम्र में WWE चैंपियन बन गए थे
"
"His father Mansoor Ali Khan Patuadi and grandfather Iftikar Ali Khan both were cricketers, while his mother Sharmila Tagore is an actress.
","सोहा के पिता मंसूर अली खान पटौदी किक्रेटर थे जबकि उनकी मां शर्मीला टैगोर अभिनेत्री हैं।
"
"Among them were his grandfather.
","इनमें तो उनका साला भी था।
"
"His father, grandfather and uncles were all footballers.
","उनके पिता और भाई सभी क्रिकेटर थे.
"
"She was very close to her grandfather.
","वो अपनी दादी के बेहद क्लोज थी।
"
"She attributed her success to her parents, her grandfather and teachers for their encouragement.
","अपनी सफलता का श्रेय अपने आचार्य पिता और मां के साथ शिक्षक चाचा-चाची और गुरुजनों को दिया।
"
"The friend and his grandfather died on the spot.
","भाभी और उसके भाई की मौके पर मौत हो गई।
"
"Large father and grandfather
","पिताजी और बड़े चचेरे
"
"Ali Fazal’s maternal grandfather has died.
","अली फज़ल की मां का निधन
"
"His father’s name is Ahmad and grandfather’s name is 'Atlyyah.
","उनके पापा का नाम अमित और मां का नाम आशा पटेल है.
"
"She lives along with her dad and mom and maternal grandfather.
","वे अपने मायके में मां और पिता के साथ रहती हैं.
"
"Both her father and grandfather worked for the railways too.
","मेरे पिताजी और इनके पिताजी दोनों रेल्वे में साथ साथ काम करते थे.
"
"His grandfather immediately informed the police.
","पिता ने तुरंत इसकी सूचना थाने में दी।
"
"My grandfather’s family and my uncles live in the village.
","मेरे सास ससुर और पूरा परिवार गांव में ही रहते हैं।
"
"Both of her parents were grandfather physicians.
","उनके माता-पिता दोनों ही डॉक्‍टर थे।
"
"Kumar's father and grandfather too had served in the Indian Army.
","राजवीर के पिता स्वर्गीय कुमी चंद और ताया हेमराज भी भारतीय सेना में सेवाएं दे चुके हैं।
"
"The maternal uncle of the girl filed an FIR against four people, including the grandfather.
","किशोरी के चाचा ने महिला सहित चार के खिलाफ मुकदमा कराया।
"
"My grandfather had migrated from Afghanistan and was a jailer in Bhopal.
","मेरे ग्रैंडफादर अफगानिस्‍तान से माइग्रेट हुए थे और भोपाल में जेलर थे।
"
"The defendant in this case was the grandfather of the victims.
","इस केस में आरोपी व्यक्ति जो कि पीड़िता का देवर था।
"
"The police then arrested her grandfather.
","जिस पर पुलिस उसके ससुर को पकड़ लाई।
"
"At least that’s what her grandfather believes.
","कम से कम उसका तो यही मानना है.
"
"His father’s name was Abu Talib and grandfather’s name, 'Abd al-Muttalib.
","माता पिता हज़रत पैगम्बर के पिता का नाम अब्दुल्लाह था जो ;हज़रत अबदुल मुत्तलिब के पुत्र थे।
"
"Most were my father’s and grandfather’s.
","अधिकांश जमीन दादी और बाबा के नाम थी।
"
"Be it your father, brother, grandfather, husband or a male friend, every man plays an important role in your life.
","पिता, भाई, पति, दोस्त… रिश्ता कोई भी हो पर ये सभी हमारी जिंदगी में अहम रोल निभाते हैं.
"
"The CBI took statements of Abhijit Sarkar’s mother and grandfather.
","सीबीआई ने दर्ज किया है अभिजीत सरकार की मां और भाई का बयान
"
"I’m a father and grandfather.
","में पिता और माता हूँ।
"
"The film will be based on the life of actor Junior NTR's grandfather - late Nandamuri Taraka Rama Rao or NTR.
","फिल्म की कहानी नंदमुरी तारका रामा राव (NTR) के जीवन पर आधारित है.
"
"My grandfather had retired.
","पिताजी रिटायर हो चुके हैं।
"
"Both my grandfather and father are dead.
","मेरे पिता और भाई की मौत हो गई।
"
"His grandfather was from Bihar.
","पिता बिहार के रहनैवाले थे ।
"
"His father Krishan Lal retired as Honorary Captain and his grandfather Ram Singh was a Naik, both in the Indian Army .
","उनके पिता मोहन लाल सैनी भारतीय नैसेना में थे और ऑनरेरी लेफ्टनेंट के तौर पर रिटायर हुए.
"
"My grandfather is an Indian and my father was English.
","मेरे पिता भारतीय थे ओर माता अंग्रेज।
"
"MUMBAI: Ashok Kumar is often referred to as the grandfather of Indian cinema.
","KANPUR: अशोक कुमार को हिंदी फिल्म जगत का पहला सुपरस्टार कहा जाता है।
"
"His father’s name was Habib and grandfather’s name was 'Amarah.
","इनके पिता का नाम मेहाजी और पिता का नाम अमराजी था ।
"
"A devoted husband, a loving father and doting grandfather, an extraordinarily patient and supportive son-in-law.
","गुस्सैल पिता, छुटभैया नेता चाचा, बेहद प्यार करने वाली बुआ, एक सौतेली मां और एक अदद पत्नी.
"
"His father’s name was Lamarck and his grandfather's name was Methuselah.
","इनके पिता का नाम बालचर्द्र था तथा इनका ग्ृहस्थाक्षम का नाम महेश था ।
"
"His father’s name was Lamarck and his grandfather's name was Methuselah.
","इनके पिता का नाम महण और माताका कमलश्री था।
"
"His grandfather immediately informed the police.
","छोटे भाई ने तत्काल पुलिस को सूचना दी।
"
"Jitin Prasada's father Jitendra Prasada and grandfather Jyoti Prasad were Congress leaders.
","जितिन प्रसाद के पिता जितेंद्र प्रसाद प्रदेश कांग्रेस के अध्यक्ष और ब्राह्मणों के स्थापित नेता थे।
"
"His father's name was Dhanadutta and grandfather's name was Bhadradutta.
","पिता का नाम जड़ आर माता का नाम बीह्टादेवी था।
"
"And he’s not my grandfather.
","वो मेरे पिता नहीं हैं।
"
"Father of Vasudeva and grandfather of Krishna; father of Kunti.
","कुंती श्रीकृष्ण के पिता वसुदेव की बहन और भगवान कृष्ण की बुआ थीं.
"
