eng_Latn,hin_Deva
"A case has been registered against the woman's husband, father-in-law, mother-in-law and sister-in-law, the police added.
","पुलिस ने पति, सास, ससुर व ननद के खिलाफ मामला दर्ज किया है।
"
"Actress Amrita Arora who is the younger sister of Malaika Arora Khan, Arpita's sister-in-law posed with the bride-to-be.
","अभिनेत्री मलाइका अरोड़ा की छोटी बहन अमृता अरोड़ा शादी से पहले ही प्रेग्नेंट हुई थी।
"
"Kareena Kapoor Khan is twinning with sister-in-law Soha Ali Khan in these pics.
","इन फोटोज में करीना कपूर पति सैफ अली खान के साथ लिपलॉक करती नजर आ रही हैं।
"
"Last week, many from the Kapoor family including Boney Kapoor, his two daughter Janhvi and Khushi, brother Anil Kapoor and sister-in-law Sunita Kapoor were in Chennai for a special puja, organised on Sridevi’s first death anniversary (as per Hindu customs), organised at the last actor’s Chennai home.
","पिछले दिनों हिंदू कैलेंडर की तिथी के अनुसार अभिनेत्री श्रीदेवी के पति बोनी कपूर, बेटी जान्हवी व खुशी और देवर अनिल कपूर सहित पूरे परिवार ने उनकी डेथ एनिवर्सरी पर एक पूजा रखी थी.
"
"Harshada is the sister-in-law of NCB Mumbai zonal director Sameer Wankhede.
","समीर वानखेड़े मुंबई एनसीबी के जोनल डायरेक्टर हैं.
"
"The CBI has earlier questioned Abhishek's wife Rujira Banerjee and his sister-in-law Menka in connection with the same case.
","इस मामले में इडी ने पिछले दिनों अभिषेक बनर्जी की पत्नी रुजिरा और उसकी बहन से भी पूछताछ की थी.
"
"A throwback image of actress Kareena Kapoor Khan with sister-in-law and actress Soha Ali Khan has surfaced on the web just lately.
","एक्ट्रेस करीना कपूर खान और सलमान खान की एक पुरानी फोटो इन दिनों सोशल मीडिया पर वायरल हो रही है
"
"However, Madan Lal Choudhary's 20-year-old daughter Neha received a bullet injury in the leg while his sister-in-law Paramjeet also received minor injuries.
","हालांकि उनकी 20 वर्षीया बेटी नेहा के पैर में गोली लगी और एक रिश्तेदार परमजीत भी घायल हो गयीं.
"
"A case has been registered against the woman's husband, father-in-law, mother-in-law and sister-in-law, the police added.
","इस पर पुलिस ने आरोपित पति, सास, ससुर और ननद के खिलाफ मारपीट का मामला दर्ज कर लिया है।
"
"Raj Kundra posed with his wife Shilpa Shetty and sister-in-law Shamita.
","शिल्पा शेट्टी अपने पति राज कुंद्रा और बहन स्मिता शेट्टी के साथ।
"
"“I am with my parents, my wife, my son and my sister-in-law.
","“शादी के बाद, मैं अपने पति, सास-ससुर और देवर के साथ यहां आई थी।
"
"Kareena's sister-in-law Soha Ali Khan attended the party with her husband Kunal Kemmu.
","सोहा अली खान ब्वॉयफ्रेंड कुणाल खेमू के साथ पार्टी में शामिल हुईं.
"
"Kareena's sister-in-law Soha Ali Khan attended the party with her husband Kunal Kemmu.
","करीना को बेस्ट विशेज देने उनकी ननद सोहा अली खान भी पति कुणाल खेमू के साथ पहुंची।
"
"Man, wife held for murder of sister-in-law in Ahmedabad
","अहमदाबाद में बेवफा पत्नी ने प्रेमी के साथ मिलकर पति की हत्या कर दी
"
"Actress Kareena Kapoor Khan recently stepped out with her son Jehangir Ali Khan to attend sister-in-law Soha Ali Khan and Kunal Kemmu’s daughter Inaaya’s birthday.
","हाल ही में करीना कपूर बेटे तैमूर को लेकर सोहा अली खान की बेटी इनाया से मिलने पहुंची थीं।
"
"Gauri Khan is in a western dress while her sister-in-law Shehnaz Lalarukh Khan is in a red salwar-kameez on the right.
","गौरी खान वेस्टर्न ड्रेस में नजर आ रही हैं, जबकि शाहरुख की बहन ललरुख खान लाल रंग की सलवार कमीज पहने हुए दाईं तरफ खड़ी हैं।
"
"Boneys son, Arjun Kapoor, is dating Salmans ex sister-in-law, Malaika Arora.
","सलमान खान के भाई अरबाज की पूर्व पत्नी मलाइका और बोनी कपूर के बेटे अर्जुन कपूर पार्टियोंसेलेकर डेट पर साथ-साथ नजर आ रहे हैं.
"
"Among those killed were her mother, father, two brothers, sister-in-law, nephews and nieces, including a two-month-old.
","मृतकों में दूल्हे की चाची, एक चचेरी बहन, मामी, दो ममेरी बहन व रिश्ते के अन्य महिलाएं व बच्चे शामिल हैं.
"
"Neetu Kapoor, Rajiv Kapoor's sister-in-law, shared a statement on her Instagram account.
","राजीव कपूर के निधन की जानकारी नीतू कपूर ने अपने इंस्टाग्राम एकाउंट पर दी है।
"
"Her family which includes her mother, brother and sister-in-law supported her.
","इसमें उसकी मां, बहन और भाई ने मदद की।
"
"His future sister-in-law and ""Game of Thrones"" star Sophie Turner is also seen dancing in a red and gold traditional Indian attire.
","उनकी रिश्तेदार और गेम ऑफ थ्रोन्स की स्टार सोफी टर्नर भी पारंपरिक लाल और सुनहरे भारतीय परिधान में नाचती दिखाई दीं।
"
"His father Javed Akhtar and step-mother Shabana Azmi were also at the party, as was Shabana's brother and sister-in-law Baba and Tanvi.
","जोया की इस बर्थडे पार्टी में उनका पापा जावेद अख्तर और शबाना आजमी ने भी शिरकत की और बेटी को खूब प्यार भी किया.
"
"Priyanka and her husband Nick Jonas went on a double date with sister-in-law Sophie Turner and her husband Joe Jonas.
","प्रियंका और निक को भाई जो जोनस और उनकी गर्लफ्रेंड सोफी टर्नर के साथ डबल डेट पर स्पॉट किया जा चुका है।
"
"She was a sister-in-law of India’s first prime minister Jawaharlal Nehru.
","नयनतारा भारत के पहले प्रधानमंत्री जवाहरलाल नेहरू की भांजी हैं.
"
"A case has been registered against the woman's husband, father-in-law, mother-in-law and sister-in-law, the police added.
","पुलिस ने पति की शिकायत पर पत्नी, साला, ससुर व सास के खिलाफ मामला दर्ज कर लिया है।
"
"A case has been registered against the woman's husband, father-in-law, mother-in-law and sister-in-law, the police added.
","मामले में पुलिस ने महिला के पति, ससुर और सास पर मुकदमा दर्ज कर लिया है।
"
"Her sister-in-law J Ilavarasi and J Jayalalithaa’s foster son VN Sudhakaran were also sentenced in the same case.
","उनके साथ उनकी रिश्तेदार इलावरासी और दिवंगत जयललिता के दत्तक पुत्र वी एन सुधाकरण को भी सजा सुनाई गई थी।
"
"BJP leader Vijender Gupta had alleged that Mr Aggarwal is the son-in-law of Delhi chief minister Arvind Kejriwals sister-in-law.
","भाजपा नेता विजेंद्र गुप्ता ने आरोप लगाया था कि अग्रवाल दिल्ली के मुख्यमंत्री अरविंद केजरीवाल के बहनोई के दामाद हैं।
"
"Tagging his brother and sister-in-law, Ayushmann captioned the photo, ""Baby shower scenes.
","आयुष्मान ने अपने भाई को टैग करते हुए फोटो के कैप्शन में लिखा, ""बेबी शॉवर सीन।
"
"His wife and sister-in-law also died.
","उनके बड़े भाई और उनकी पत्नी का देहान्त हो चुका था।
"
"The CBI has earlier questioned Abhishek's wife Rujira Banerjee and his sister-in-law Menka in connection with the same case.
","इससे पहले सीबीआई अभिषेक की पत्नी और मेनका से पूछताछ कर चुकी है।
"
"Sophie Turner loves being Jethani, Priyanka Chopra opens up on bond with sister-in-law
","जेठानी सोफी टर्नर के लिए छलका प्रियंका चोपड़ा का प्यार, फोटो शेयर कर बोली ये बात
"
"At the time of the incident, Saif Ali Khan was accompanied by wife Kareena Kapoor , sister-in-law Karisma Kapoor, friends Malaika Arora Khan, Amrita Arora and other friends.
","कथित मारपीट की घटना के समय सैफ अली खान अपनी पत्नी करीना कपूर, उनकी बहन करिश्मा कपूर, मलैइका अरोरा खान तथा कुछ अन्य मित्रों के साथ होटल में थे।
"
"The case has been registered against six people, which includes the victim's husband, mother-in-law and sister-in-law.
","पति, सास, ससुर समेत छह नामजद लोगों पर केस दर्ज
"
"The police have lodged a case against three people - her husband, father-in-law and sister-in-law - in connection with the incident.
","पुलिस ने इस मामले में पति समेत तीन लोगों के खिलाफ मुकदमा दर्ज कर महिला के पति, सास और ससुर को हिरासत में ले लिया है।
"
"A case has been registered against the woman's husband, father-in-law, mother-in-law and sister-in-law, the police added.
","पुलिस ने इस मामले में परिजनों के बयान पर महिला के पति, सास और ससुर के खिलाफ मामला दर्ज कर लिया है.
"
"CBI had recently questioned Abhishek Banerjee's wife Rujira and sister-in-law Menaka Gambhir in the case pertaining to illegal coal mining and smuggling from the mines of the Eastern Coalfields Limited.
","सीबीआई ने हाल ही में बनर्जी की पत्नी रुजिरा और पत्नी की बहन मेनका गंभीर से ईस्टर्न कोलफील्ड्स लिमिटेड की खदानों से अवैध कोयला खनन और कोयला चोरी के मामले में पूछताछ की थी।
"
"Soha Ali Khan recently took to social media and shared an adorable family photo featuring her mother Sharmila Tagore, brother Saif Ali Khan, sister-in-law Kareena Kapoor and kids Sara, Ibrahim and Taimur.
","दरअसल, बात यह हैं कि हाल ही में सोहा अली खान ने पूरे परिवार के साथ एक तस्वीर साझा की थी, जिसमें सोहा के साथ उनकी मां शर्मिला टैगोर, सैफ अली खान, करीना कपूर, सारा अली खान, इब्राहिम खान और तैमूर अली खान भी नजर आए थे.
"
"Mumbai: Actress Kareena Kapoor Khan is all praise for her sister-in-law Soha Ali Khan and says she is very positive and is the rock of the family.
","मुंबई | बॉलीवुड अभिनेत्री सारा अली खान का कहना है कि वह करीना कपूर को अच्छी दोस्त मानती है और उनकी बहुत इज्जत करती है।
"
"Salman’s entire family with sisters Alvira Khan Agnihotri, Arpita Khan Sharma, stepmother Helen, nephew Arhaan Khan, sister-in-law Seema Khan all were present at the bash.
","सलमान खान, सोहेल खान, सलीम खान, हेलन, सलमा खान, अलविरा समेत खान फैमिली के लगभग सभी मेंबर्स इवेंट में शामिल हुए.
"
"A case has been registered against the woman's husband, father-in-law, mother-in-law and sister-in-law, the police added.
","मां की तहरीर पर पुलिस ने पति, देवर, सास, देवरानी के खिलाफ रिपोर्ट दर्ज की है।
"
"Police have referred the dowry case between film actor Nawazuddin Siddiqui's sister-in-law and his family members to mediation for resolution of the matter.
","अभिनेता नवाजुद्दीन सिद्दीकी के भाई की पत्नी और उनके परिवार के सदस्यों के बीच दहेज विवाद को पुलिस ने मध्यस्थता के लिए भेज दिया है.
"
"Raj Kundra posed with his wife Shilpa Shetty and sister-in-law Shamita.
","शिल्पा शेट्टी अपने पति राज कुंद्रा के साथ पोज देती हुई।
"
"The girl’s mother has filed a complaint at the Woman’s Police Station against the son of her sister-in-law, said Subhash Bokan, Public Relations Officer of Gurgaon Police.
","गुरुग्राम के जनसंपर्क अधिकारी सुभाष बोकान ने बताया कि पीड़िता की मां ने आरोपी के खिलाफ महिला पुलिस थाने में मामला दर्ज कराया है।
"
"Salman Khan’s sister-in-law Seema, who is the wife of Sohail Khan, was also present.
","मलाइका के अलावा सोहेल खान की वाइफ सीमा खान भी पिलाटे करने पहुंचीं.
"
"My sister-in-law is happy.
","मेरी वाल-सहेली सुखी है।
"
"Raj Kundra posed with his wife Shilpa Shetty and sister-in-law Shamita.
","शिल्पा शेट्टी पति राज कुंद्रा और बेटे के साथ दिखीं।
"
"A case has been registered against the woman's husband, father-in-law, mother-in-law and sister-in-law, the police added.
","पीड़िता की तहरीर पर पुलिस ने पति, सास, ससुर व देवर के खिलाफ नामजद मुकदमा दर्ज किया।
"
"Rajiv Kapoor's sister-in-law Neetu Kapoor announced the news of his death by posting a picture of the actor on social media and she wrote: ""RIP.
","नीतू कपूर ने अपने इंस्टाग्राम अकाउंट से राजीव कपूर की तस्वीर शेयर करते हुए उनकी मृत्यु की जानकारी दी और लिखा रेस्ट इन पीस।
"
"The police have lodged a case against three people - her husband, father-in-law and sister-in-law - in connection with the incident.
","इस बाबत पुलिस ने पति-पत्नी समेत तीन लोगों विरुद्ध मामला दर्ज किया है।
"
"The CBI sent notice to CM Mamata Banerjee's nephew and TMC leader Abhishek Banerjee's wife and sister-in-law in coal scam case.
","Kolkatta : बंगाल में चुनाव से पहले युवा तृणमूल कांग्रेस के अध्यक्ष और सीएम ममता बनर्जी के भतीजे अभिषेक बनर्जी की पत्नी को सीबीआई ने कोयला तस्करी मामले में समन भेजा है.
"
"The CBI sent notice to CM Mamata Banerjee's nephew and TMC leader Abhishek Banerjee's wife and sister-in-law in coal scam case.
","उल्लेखनीय है कि कोयला घोटाले से जुड़े धन शोधन मामले में हाल में ईडी ने तृणमूल कांग्रेस के सांसद व मुख्यमंत्री ममता बनर्जी के भतीजे अभिषेक बनर्जी एवं उनकी पत्नी को समन जारी किया है।
"
"Salman’s entire family with sisters Alvira Khan Agnihotri, Arpita Khan Sharma, stepmother Helen, nephew Arhaan Khan, sister-in-law Seema Khan all were present at the bash.
","परिवार के सदस्‍यों में सलमान की बहन अलवीरा, अतुल अग्निहोत्री, सलमा, हेलेन, सलीम खान और बाडीगार्ड शेरा मौजूद थे।
"
"The guests on the show included Kareena's sister Karisma Kapoor, Mallika Dua, BFFs Malaika Arora and Amrita Arora, sister-in-law Soha Ali Khan amongst many others.
","इस पार्टी में करीना कपूर, मलाइका की बहन अमृता अरोड़ा, डेलनाज़ दारुवाला और मेकअप आर्टिस्ट मलिका भट्ट नज़र आए।
"
"She was joined by cousin Parineeti Chopra and sister-in-law Sophie Turner.
","प्रियंका के साथ उनकी बहन परिणीति चोपड़ा और जेठानी सोफी टर्नर भी नजर आ रही हैं ।
"
"Bollywood actor Saif Ali Khan, who is all set to hit the theatre with Kabir Khan's 'Phantom', celebrated his birthday with wife Kareena and sister-in-law Karisma Kapoor.
","प्रसिद्ध फिल्म अभिनेता सैफ अली खान और उनकी पत्नी करीना कपूर खान ने बृहस्पतिवार को पटौदी पैलेस में अभिनेत्री करिश्मा कपूर खान करीना कपूर की माता बबिता व सैफ की माता शर्मिला टैगोर खान संग दीपावली मनाई।
"
"At the time of the incident, Saif Ali Khan was accompanied by wife Kareena Kapoor , sister-in-law Karisma Kapoor, friends Malaika Arora Khan, Amrita Arora and other friends.
","वहीं बर्थडे ईव पर करिश्मा कपूर ने अपनी बहन करीना कपूर , बॉलीवुड एक्ट्रेस अमृता अरोड़ा, सैफ अली खान व अन्य दोस्तों के साथ जमकर पार्टी भी कीं।
"
"During their investigation to find out the woman's Facebook friend, police called two of her relatives, her sister-in-law Arya, and niece Greeshma, for questioning.
","महिला के फेसबुक मित्र की जांच के दौरान पुलिस ने महिला की ननद आर्या और भानजी ग्रीष्मा को पूछताछ के लिए बुलाया।
"
"Alcoholic man rapes mother, sister, sister-in-law; murdered by father
","शराबी बेटे ने माँ, बहन और भाई की पत्नी के साथ की दरिंदगी, तंग आकर परिवार ने मार डाला
"
"Rajiv's sister-in-law and actress Neetu Kapoor condoled his demise by sharing a picture of him and wrote, ""RIP 🙏.
","ऋषि कपूर की वाइफ नीतू कपूर ने राजीव को श्रद्धांजलि दी है और एक तस्वीर के साथ RIP लिखा है।
"
"The victim’s husband and mother-in-law are lawyers, and her sister-in-law is a doctor.
","पीड़िता के पति और सास दोनों ही पेशे से वकील हैं और ननद एक डॉक्टर है.
"
"At the time of the incident, Saif Ali Khan was accompanied by wife Kareena Kapoor , sister-in-law Karisma Kapoor, friends Malaika Arora Khan, Amrita Arora and other friends.
","इस खास मौके पर मलाइका के करीबी दोस्तों में करीना कपूर, करिश्मा कपूर, अमृता अरोड़ा भी साथ थीं।
"
"The police have lodged a case against three people - her husband, father-in-law and sister-in-law - in connection with the incident.
","मामले में पीड़िता की तहरीर पर पुलिस ने पति, सास, देवर सहित पांच लोगों के खिलाफ मुकदमा दर्ज किया है।
"
"At the time of the incident, Saif Ali Khan was accompanied by wife Kareena Kapoor , sister-in-law Karisma Kapoor, friends Malaika Arora Khan, Amrita Arora and other friends.
","घटना के वक्त सैफ अली खान पत्नी करीना कपूर के अलावा करिश्मा कपूर, मलायका अरोड़ा खान, अमृता अरोड़ा समेत अन्य दोस्तों के साथ थे।
"
"And then I called my sister-in-law.
","फिर मैंने अपने जीजा को बुलाया.
"
"Also read: Saif Ali Khan gave a special gift to sister-in-law Karisma Kapoor at his wedding with Kareena Kapoor
","यह भी पढ़ें - सलमान खान ने कटरीना कैफ को दिया स्पेशल गिफ्ट
"
"At Sonam Kapoor's reception, Rishi Kapoor reportedly got into an ugly spat with Salman Khan's sister-in-law Seema Khan (Sohail Khan's wife).
","हाल में सोनम कपूर की शादी के रिसेप्शन में ऋषि कपूर की सलमान के भाई सोहेल खान की पत्नी सीमा से किसी बात को लेकर बहस हो गई थी।
"
"Seema's friend and former sister-in-law Malaika Arora looked stunning in a white crop top and jeans.
","सीमा की सहेली और पूर्व सिस्टर इन-लॉ मलाइका अरोड़ा को व्हाइट क्रॉप टॉप और जींस में देखा गया.
"
"Chandigarh: Man arrested for raping minor sister-in-law
","चंडीगढ़ः बुजुर्ग दंपति को बुरी तरह पिटने वाला युवक गिरफ्तार
"
"Soha's illustrious family includes mother Sharmila Tagore, brother Saif Ali Khan and sister-in-law Kareena Kapoor.
","सैफ अली खान की मां शर्मिला टैगोर, वाइफ करीना कपूर, एक्स वाइफ अमृता सिंह, बहन सोहा अली खान और बच्चे सारा, तैमूर के बारे में आप सभी जानते हैं।
"
"At the time of the incident, Saif Ali Khan was accompanied by wife Kareena Kapoor , sister-in-law Karisma Kapoor, friends Malaika Arora Khan, Amrita Arora and other friends.
","जन्मदिन पर उनके सभी बेस्ट फ्रेंड्स करीना कपूर खान, सैफ अली खान, करिश्मा कपूर, संजय कपूर की पत्नी महीप कपूर, सोहैल खान की पत्नी सीमा खान, मलाइका अरोरा और भी कई करीबी दोस्त दिखाई दिए.
"
"Victim's husband Sumit, father-in-law S. C. Agarwal, mother-in-law Anita, brother-in-law Amit and sister-in-law Tulika were booked by the agency in the case.
","इसमें मृतका के पति डॉ. सुमित अग्रवाल, ससुर डॉ. एससी अग्रवाल, सास, जेठ और जिठानी को आरोपी बनाया गया है।
"
"On the basis of a complaint by the Singh’s sister-in-law, the police filed a case under Section 302 (murder) of the Indian Penal Code against unidentified person(s).
","पुलिस ने मृतिका सुनीता के पिता कश्मीर सिंह के बयान के आधार पर बलदेव सिंह के खिलाफ भारतीय दंड संहिता की धारा 302 में हत्या करने का मामला दर्ज कर लिया.
"
"Kareena's sister-in-law Soha Ali Khan attended the party with her husband Kunal Kemmu.
","सोहा अली खान पति कुणाल खेमू के साथ पार्टी में पहुंची
"
"At the time of the incident, Saif Ali Khan was accompanied by wife Kareena Kapoor , sister-in-law Karisma Kapoor, friends Malaika Arora Khan, Amrita Arora and other friends.
","इस पार्टी में करीना की फ्रेंड्स फॉरेवर मलाइका अरोड़ा, अमृता अरोड़ा, बहन करिश्मा कपूर के साथ ही अर्जुन कपूर, आलिया भट्ट, रणबीर कपूर, सारा अली खान और बहुत से सितारे पहुंचे।
"
"Apart from a gorgeous looking Kareena Kapoor Khan, sister-in-law Karisma Kapoor and sister Soha Ali Khan with husband Kunal Kemmu attended the celebrations.
","ऐसे में करीना कपूर और सैफ अली खान ने भी बीती रात को पार्टी रखी थी, जिसमें एक्ट्रेस की ननद सोहा अली खान और नंदोई कुणाल खेमू समेत बहन करिश्मा कपूर तक कई सेलेब्स शामिल हुए थे।
"
"In the video, Priyanka and sister-in-law Danielle can be seen standing in the VIP area of the auditorium as Jonas Brothers walk past them.
","वीडियो में प्रियंका और उनके देवर की पत्नी डेनिएल को ऑडिटोरियम के वीआईपी एरिया में खड़ी देखा जा सकता है, जहां से होकर जोनास ब्रदर्स गुजरे।
"
"Her mom and sister-in-law had been significantly sick.
","उनकी मां और पत्नी बुरी तरह सहमी हुई थीं।
"
"The case has been registered against six people, which includes the victim's husband, mother-in-law and sister-in-law.
","इस मामले में पुलिस ने पीडि़ता के सास-ससूर, पति सहित छह लोगों के खिलाफ मामला दर्ज किया है।
"
"According to the police, a case has been registered on a complaint filed by Ms Rama of Kheri Raipur Rani village against her husband Satish Kumar, his mother Taro Devi, his brother Suresh Kumar and his sister-in-law Sudesh Kumari.
","तहरीर के आधार पर पुलिस ने आरोपित कासिम कुरैशी, उसके पिता रईसउद्दीन, मां रुखसार, बहन सोनम कुरैशी, भाई शकील व कामिल के खिलाफ मुकदमा दर्ज किया था।
"
"Priyanka and her husband Nick Jonas went on a double date with sister-in-law Sophie Turner and her husband Joe Jonas.
","बड़े भाई जोनस और पत्नी सोफी टर्नर के साथ किया प्रियंका और निक ने स्पेशल डिनर
"
"A case has been registered against the woman's husband, father-in-law, mother-in-law and sister-in-law, the police added.
","जिस पर पुलिस ने महिला के पति, उसकी ननद, सास और ससुर पर केस दर्ज कर लिया है।
"
"Boney’s son, Arjun Kapoor, is dating Salman’s ex sister-in-law, Malaika Arora.
","सलमान खान के भाई अरबाज की पूर्व पत्नी मलाइका और बोनी कपूर के बेटे अर्जुन कपूर पार्टियोंसेलेकर डेट पर साथ-साथ नजर आ रहे हैं.
"
"She was a sister-in-law of India’s first prime minister Jawaharlal Nehru.
","वे भारत के पहले प्रधानमंत्री, जवाहरलाल नेहरू की बहन थीं.
"
"His sister-in-law has filed a case against him.
","उसके सबंधियी ने इसपर अभियोग चलाया।
"
"Allegations have been made against the wife and sister-in-law of Chief Minister Mamata Banerjee's nephew and Trinamool Congress MP Abhishek Banerjee in connection with its probe into the scam.
","कथित मनी लॉन्ड्रिंग मामले में तृणमूल कांग्रेस के राष्ट्रीय महासचिव और सीएम ममता बनर्जी के भतीजे अभिषेक बनर्जी और उनकी पत्नी रुजिरा बनर्जी की मुश्किलें बढ़ गई है।
"
"The central probe agency recently questioned Banerjee’s wife Rujira and sister-in-law Menaka Gambhir in the case pertaining to illegal coal mining and pilferage from the mines of the Eastern Coalfields Limited.
","केन्द्रीय जांच एजेंसी ने बनर्जी की पत्नी रुजिरा और पत्नी की बहन मेनका गंभीर से ईसीएल से कथित अवैध कोयला खनन मामले में हाल में पूछताछ की थी।
"
"Accused caught by aggrieved's sister-in-law
","भतीजी से दुष्कर्म करने वाला आरोपित पकड़ा
"
"Apart from his stunning wife, Kareena Kapoor Khan, sister-in-law Karisma Kapoor was present too.
","इस दौरान उनके साथ उनकी दिग्गज अदाकारा पत्नी करीना कपूर ख़ान भी नज़र आईं.
"
"Aishwarya’s mother Brinda Rai and sister-in-law Shweta Nanda were also among the list of family members who attended the function.
","ऐश्वर्या की मां बृंदा राय और ननद श्वेता नंदा भी इस समारोह में शामिल होने वाले परिवार के सदस्यों की सूची में शामिल थीं।
"
"After wife, Abhishek Banerjee's sister-in-law summoned by CBI in coal smuggling probe; Bengal polls;
","कोयला चोरी मामले में सीबीआई ने अभिषेक बनर्जी की पत्नी को किया तलब
"
"A case has been registered against the woman's husband, father-in-law, mother-in-law and sister-in-law, the police added.
","पुलिस ने पति, ससुर और सास के खिलाफ रिपोर्ट दर्ज कर ली है।
"
"A case has been registered against the woman's husband, father-in-law, mother-in-law and sister-in-law, the police added.
","पुलिस ने पति, सास, ससुर व ननद के खिलाफ केस दर्ज कर लिया है।
"
"Here's what Kareena Kapoor thinks about her sister-in-law Soha Ali Khan
","ननद सोहा अली को लेकर ऐसा सोचती हैं करीना कपूर
"
"The CBI has also questioned Trinamool COngress MP Abhishek Banerjee’s wife Rujira Banerjee and his sister-in-law Menka Gambhir in connection with the case.
","इस मामले में तृणमूल कांग्रेस के नेता अभिषेक बनर्जी की पत्नी रुजिरा बनर्जी व उनके दूसरे रिश्तेदारों से भी पूछताछ हो चुकी है.
"
"VIP 2 is directed by Soundarya , daughter of superstar Rajinikanth and is also Dhanush's sister-in-law.
","वीआईपी 2 को धनुष की सिस्टर इन लॉ तथा सुपरस्टार रजनीकांत की बेटी सौन्दर्या रजनीकांत दोनों मिलकर प्रोड्यूस कर रहे हैं।
"
"A case has been registered against the woman's husband, father-in-law, mother-in-law and sister-in-law, the police added.
","पीड़िता की तहरीर पर पुलिस ने पति, सास, जेठ व जेठानी के विरुद्ध मुकदमा दर्ज किया है।
"
"The woman’s brother and sister-in-law were present in the house when the incident took place.
","घटना के वक्त मौके पर मृतक की पत्नी और भतीजा मौजूद था।
"
"Salman Khan’s sister-in-law Seema, who is the wife of Sohail Khan, was also present.
","इस दौरान सोहेल की पत्नी सीमा खान भी उनके साथ मौजूद थीं।
"
"The ED had chargesheeted former Telecom Minister Dayanidhi Maran, his brother Kalanithi and sister-in-law Kavery Kalanithi as accused in the case too.
","इस मामले में पूर्व दूरसंचार मंत्री दयानिधि मारन, उनके भाई कलानिधि मारन के खिलाफ भी आरोप पत्र दायर है।
"
"She is the niece of Hema Malini and actress Juhi Chawla is her sister-in-law.
","वे बॉलीवुड की ड्रीम गर्ल हेमा मालिनी की भतीजी और चुलबुली एक्ट्रेस जुही चावला की सिस्टर-इन-लॉ हैं।
"
"A case has been registered against the woman's husband, father-in-law, mother-in-law and sister-in-law, the police added.
","पुलिस ने युवती के पति, सास, ससुर, जेठ और जेठानी के खिलाफ कत्ल का मामला दर्ज कर लिया है।
"
"Priyanka Chopra’s brother-in-law Joe Jonas and sister-in-law Sophie Turner become proud parents of a baby girl
","प्रियंका चोपड़ा के जेठ-जेठानी जो जोनस और सोफी टर्नर मम्मी पापा बन गए हैं।
"
"However, the boy told police that he had come to the area to visit his pregnant sister-in-law admitted to the community health centre (CHC) adjacent to the temple.
","हालांकि, लड़के ने पुलिस से कहा कि वह मंदिर के बगल में स्थित प्राथमिक स्वास्थ्य केंद्र में भर्ती अपनी एक गर्भवती रिश्तेदार से मिलने आया था।
"
"The police have charged five people including deceased's wife, his brother-in-law and sister-in-law and two of his brother-in-law’s friends for the murder.
","पुलिस ने मृतक की पत्नी-पुत्री उनके दोनों प्रेमियों व एक अन्य साथी सहित पांच लोगों को गिरफ्तार कर लिया है।
"
"Maharashtra minister Nawab Malik questioned whether Sameer Wankhede’s sister-in-law, Harshada Dinanath Redkar, was involved in the drugs business as he launched a fresh attack on the NCB officer
","महाराष्ट्र सरकार में मंत्री नवाब मलिक ने नारकोटिक्स कंट्रोल ब्यूरो के अधिकारी समीर वानखेड़े की पत्नी क्रांति रेडकर की बहन हर्षदा दीनानाथ रेडकर के ड्रग्स के कारोबार से जुडे़ होने की बात कही है.
"
"Priyanka Chopra’s brother-in-law Joe Jonas and sister-in-law Sophie Turner become proud parents of a baby girl
","वहीं प्रियंका चोपड़ा के जेठ - जेठानी, जो जोनस और सोफी टर्नर भी माता पिता बन चुके हैं।
"
"Dhanush's sister-in-law and filmmaker Soundarya Rajinikanth re-tweeted his photograph and said the actor-filmmaker is making the country proud.
","धनुष की पत्नी की बहन और फिल्मकार सौंदर्या रजनीकांत ने उनकी तस्वीर को री-ट्वीट करते हुए कहा कि वह देश को गौरवान्वित कर रहे हैं.
"
"His father, mother, uncle and sister-in-law also got injured, the police said.
","पुलिस के अनुसार, उसके माता, पिता, मामा और एक रिश्तेदार भी घायल हुए।
"
"His mother, brother and sister-in-law had also travelled back home along with him.
","पीछे स्वाति सहित उसकी मां, बहन व जीजा भी दौड़े।
"
"Kareena’s sister-in-law and actor Soha Ali Khan was also seen at the birthday party with her little daughter Inaaya.
","मेहर की इस बर्थडे पार्टी में अभिनेत्री सोहा अली खान और उनकी बेटी इनाया नौमी खेमू भी शामिल हुईं।
"
"Kareena's sister-in-law Soha Ali Khan attended the party with her husband Kunal Kemmu.
","तो वहीं कुणाल खेमू अपनी पत्नी सोहा अली ख़ान के साथ पार्टी में पहुंचे।
"
"Actor Kunal Kemmu shared a photograph along with sister-in-law Kareena Kapoor Khan and gave a hilarious caption to it.
","कुणाल खेमु ने करीना कपूर के साथ शेयर की फोटो, लिखा मजेदार कैप्शन
"
"2 arrested for killing sister-in-law
","कांवड़िये की हत्या में 2 गिरफ्तार
"
"Aishwaryas mother Brinda Rai and sister-in-law Shweta Nanda were also among the list of family members who attended the function.
","ऐश्वर्या की मां बृंदा राय और ननद श्वेता नंदा भी इस समारोह में शामिल होने वाले परिवार के सदस्यों की सूची में शामिल थीं.
"
