eng_Latn,mal_Mlym
"Chandra Kumar Bose is the grand nephew of Netaji Subhash Chandra Bose and grandson of Sarat Chandra Bose, elder brother of Netaji Subhash Chandra Bose.
","സുഭാഷ് ചന്ദ്ര ബോസിന്റെ മൂത്ത സഹോദരന്‍ ശരത് ചന്ദ്രബോസിന്റെ ചെറുമകനാണ് ചന്ദ്രകുമാര്‍ ബോസ്.
"
"Mehul Choksi and his nephew Nirav Modi are accused of having siphoned off Rs 13,500 crore of public money from the Punjab National Bank.
","പഞ്ചാബ് നാഷണൽ ബാങ്കിൽ നിന്നും വ്യാജ രേഖകൾ ചമച്ച് മെഹുൽ ചോക്സിയും നീരവ് മോദിയും ചേർന്ന് 13,500 കോടി രൂപയാണ് തട്ടിയെടുത്തത്.
"
"Meanwhile, Rujira Banerjee's husband and West Bengal CM Mamata Banerjee's nephew, Abhishek Banerjee, is also under the scanner in the coal smuggling case.
","അതേസമയം, പശ്ചിമ ബംഗാളിലെ കൽക്കരി കുംഭകോണവുമായി ബന്ധപ്പെട്ട കള്ളപ്പണം വെളുപ്പിക്കൽ കേസിൽ മമത ബാനർജിയുടെ സഹോദരപുത്രനും ഡയമണ്ട് ഹാർബർ എംപിയുമായ അഭിഷേക് ബാനർജിയെയും ഭാര്യയേയും എൻഫോഴ്‌സ്‌മെന്റ് ഡയറക്ടറേറ്റ് ചോദ്യംചെയ്യാൻ വിളിപ്പിച്ചു.
"
"My mom and my dad, my brother was there, my neices and nephews, my step kids were there.
","അതിൽ എന്റെ അപ്പനും അമ്മയും, എന്റെ ഭർത്താവിന്റെ അപ്പനും അമ്മയും, എന്റെ കുഞ്ഞ് മക്കളും എല്ലാവരും പെട്ടിട്ടുണ്ട് .
"
"Akhilesh’s nephew Tej Pratap is married to RJD chief Lalu Prasad Yadav’s daughter.
","അത് അക്ഷരാര്‍ത്ഥത്തില്‍ ശരിവെക്കുന്ന തരത്തിലായിരുന്നു ആര്‍ജെഡി നേതാവ് ലാലു പ്രസാദ് യാദവിന്‍റെ മകന്‍ തേജ് പ്രതാപിന്‍റെ വിവാഹം.
"
"The police have arrested the nephew of the victim's father in this connection.
","സംഭവവുമായി ബന്ധപ്പെട്ട് കുട്ടിയുടെ പിതാവിന്റെ സഹോദരനെ പോലീസ് പിടികൂടി.
"
"Sridevi passed away while attending Bonny Kapoor's nephew, Mohit Marwah's wedding in Dubai.
","ഭര്‍ത്താവ് ബോണി കപൂറിന്റെ മരുമകന്‍ മോഹിത് മര്‍വയുടെ വിവാഹ സത്കാര ചടങ്ങില്‍ പങ്കെടുക്കാനെത്തിയ ശ്രീദേവി ദുബായില്‍ വച്ചാണ് മരിച്ചത്.
"
"Apart from Pawar, his nephew and former Deputy Chief Minister Ajit Pawar and NCP MP Supriya Sule were present.
","മകളും എം പിയുമായ സുപ്രിയ സുലെ, മഹാരാഷ്ട്ര ഉപമുഖ്യമന്ത്രിയായിരുന്ന അജിത് പവാര്‍, പാര്‍ട്ടി ജനറല്‍ സെക്രട്ടറി ഡി പി ത്രിപാഠി എന്നിവരും പവാറിനൊപ്പം ഉണ്ടായിരുന്നു.
"
"A CBI team has reached the residence of TMC MP and Mamata Banerjee’s nephew Abhishek Banerjee in Kolkata to summon his wife Rujira Banerjee to join its probe in the alleged coal smuggling case.
","കൽക്കരി കള്ളക്കടത്ത് കേസിൽ മമത ബാനർജിയുടെ അനന്തരവനെ കുരുക്കാൻ സിബിഐ; അഭിഷേകിന്റെ വീട്ടിൽ സിബിഐ എത്തി; ഭാര്യ രുജിറ നരുലയ്ക്ക് അന്വേഷണവുമായി സഹകരിക്കാൻ ആവശ്യപ്പെട്ട് സിബിഐ.
"
"Jayarajan had appointed P K Sudheer, his nephew and son of CPI(M)Kannur MP P K Sreemathi, as Managing Director of Kerala State Industrial Enterprises Ltd.
","ഇപി ജയരാജന്റെ ബന്ധുവും പികെ ശ്രീമതി എംപിയുടെ മകനുമായ പികെ സുധീറിനെ കേരളാ സ്‌റ്റേറ്റ് ഇന്‍ഡസ്ട്രിയല്‍ എന്റര്‍പ്രൈസസ് എംഡിയായി നിയമിച്ചിരുന്നു.
"
"Mehul Choksi and nephew Nirav Modi are key accused in Rs 13,000-crore Punjab National Bank fraud case.
","പഞ്ചാബ് നാഷണൽ ബാങ്കിൽനിന്ന് 13,000 കോടി രൂപയുടെ തട്ടിപ്പ് നടത്തിയ കേസിൽ മുഖ്യ പ്രതികളാണ് നീരവ് മോദിയും ബന്ധുവായ മെഹുല്‍ ചോക്സിയും.
"
"His nephew Anand was also present with him.
","മൂത്ത സഹോദരനായ ആദനും അദ്ദേഹത്തോടൊപ്പം ഉണ്ടായിരുന്നു.
"
"Another top terrorist to be killed was Usman Haider, who was the nephew of Jaish-e-Mohammad chief, Maulana Masood Azhar.
","ജെയ്ഷ മുഹമ്മദ് തലവൻ മസൂദ് അസറിന്റെ സഹോദര പുത്രൻ മുഹമ്മദ് ഉമൈറായിരുന്നു ആക്രമണത്തിന്റെ മുഖ്യസൂത്രധാരൻ.
"
"Police have arrested the owner of the house and his nephew in connection to the incident.
","ജീവനക്കാരിയെ ആക്രമിച്ച കേസില്‍ ജീവനക്കാരനേയും മകനെയും പോലീസ് അറസ്റ്റുചെയ്യുകയും ചെയ്തു.
"
"Ajit Pawar is the nephew of Nationalist Congress party chief Sharad Pawar
","എന്‍സിപി ദേശീയ അധ്യക്ഷന്‍ ശരദ് പവാറിന്റെ അനന്തരവനാണ് അജിത് പവാര്‍.
"
"Ajit Pawar is Nationalist Congress Party President Sharad Pawar’s nephew.
","എന്‍സിപി ദേശീയ അധ്യക്ഷന്‍ ശരദ് പവാറിന്റെ അനന്തരവനാണ് അജിത് പവാര്‍.
"
"Ajit Pawar is Nationalist Congress Party President Sharad Pawars nephew.
","എന്‍സിപി ദേശീയ അധ്യക്ഷന്‍ ശരദ് പവാറിന്റെ അനന്തരവനാണ് അജിത് പവാര്‍.
"
"He was the brother of actor Dhruva Sarja and nephew of famous actor Arjun Sarja.
","തെന്നിന്ത്യന്‍ സൂപ്പര്‍ താരം അര്‍ജുന്‍ സര്‍ജയുടെ അനന്തരവനും കന്നഡ സൂപ്പര്‍ താരം ധ്രുവ സര്‍ജയുടെ സഹോദരനുമാണ്.
"
"Usman was the nephew of Moulana Masood Azhar, the chief of Jaish-e-Mohammad.
","ജയ്‌ഷെ ഇ മുഹമ്മദ് സ്ഥാപകൻ മൗലാന മസൂദ് അസ്ഹറിന്റെ മരുമകനാണു മുഹമ്മദ് ഉസ്മാൻ.
"
"A third faction of the AIADMK, led by Sasikala and her nephew TTV Dinakaran, has the support of 20 MLAs — enough to topple the EPS government.
","അതേസമയം ഇപിഎസ് സര്‍ക്കാരിനെ മറിച്ചിടാനാവശ്യമായ 20 പാര്‍ട്ടി എം എല്‍ എമാരുടെ പിന്തുണയുള്ള ശശികലയുടെ ബന്ധു ടിടിവി ദിനകരന്റെ നേതൃത്വത്തില്‍ മൂന്നാമതൊരു വിഭാഗവും രംഗത്തുണ്ട്.
"
"Nikhil Meswani is the nephew of India’s richest man, Mukesh Ambani, the chairman and managing director of Reliance Industries Limited.
","റിലയൻസ് ഇൻഡസ്ട്രീസ് ലിമിറ്റഡിന്‍റെ ഏഷ്യയിലെ ഏറ്റവും ധനികനായ കോർപ്പറേറ്റ് തലവൻ മുകേഷ് അംബാനിയുടെ ഏറ്റവും ശക്തമായ പിൻബലമാണ് മനോജ് മോദി.
"
"Ajit Pawar is Sharad Pawar’s nephew.
","ശരദ് പവാറിന്റെ സഹോദരീ പുത്രനാണ് അജിത് പവാര്‍.
"
"Hitler's nephew, William Hitler, served as a sailor in the US Navy during World War II.
","ഹിറ്റ്ലറുടെ അനന്തിരവൻ വില്യം ഹിറ്റ്ലർ രണ്ടാം ലോകമഹായുദ്ധകാലത്ത് നാവികസേനയുടെ നാവികസേനയായി സേവനം അനുഷ്ടിച്ചു.
"
"Chhagan Bhujbal, along with his ex-lawmaker nephew Samir, have been arrested in the case by the ED and they are at present in jail.
","ഇതേ സമയം എന്‍ഫോഴ്‌സ്‌മെന്റെ അറസ്റ്റു ചെയ്ത ഛഗനിന്റെ സഹോദര പുത്രനും മുന്‍ എംപിയുമായ സമീര്‍ ഭുജ്ബല്‍ ഇപ്പോള്‍ ജുഡീഷ്യല്‍ കസ്റ്റഡിയിലാണ്.
"
"So was election strategist Prashant Kishor, Bengal Chief Minister Mamata Banerjee's nephew Abhishek Banerjee and former Election Commissioner Ashok Lavasa.
","തെരഞ്ഞെടുപ്പ് തന്ത്രജ്ഞന്‍ പ്രശാന്ത് കിഷോര്‍, ബംഗാള്‍ മുഖ്യമന്ത്രി മമത ബാനര്‍ജിയുടെ ബന്ധു അഭിഷേക് ബാനര്‍ജി എന്നിവരുടെ ഫോണും മുന്‍ തെരഞ്ഞെടുപ്പ് കമ്മീഷണര്‍ അശോക് ലവാസയുടെയും രാജസ്ഥാന്‍ മുന്‍ മുഖ്യമന്ത്രി വസുന്ധര രാജെ സിന്ധ്യയുടെ പേഴ്‌സണല്‍ സെക്രട്ടറിയുടെ ഫോണും ചോര്‍ത്തിയതായാണ് വിവരം
"
"Letta, the nephew of former prime minister Silvio Berlusconi's long-time chief of staff Gianni Letta and deputy leader of the Democratic Party, is considered a moderate acceptable to the centre-right.
","മധ്യ ഇടതുപക്ഷ ലൈന്‍ സ്വീകരിക്കുന്ന എന്റിക്കോ ലെറ്റാ, മുന്‍ പ്രധാനമന്ത്രി സില്‍വിയോ ബെര്‍ലുസ്‌കോണിയുടെ ചീഫ് ഓഫ് സ്റ്റാഫായിരുന്ന ജിയാനി ലെറ്റായുടെ മരുമകനും ഡമോക്രാറ്റിക് പാര്‍ട്ടി ഉപനേതാവുമാണ്.
"
"The nephew of the two kids has alleged that the Village Development Officer Sushil Chand Agnihotri and head Pravin Misra had demanded Rs 500 for each birth certificate.
","ഗ്രാമവികസന ഉദ്യോഗസ്ഥനായ സുശീൽ ചന്ദ് അ​ഗ്നിഹോത്രിയും ഗ്രാമത്തലവനായ പ്രവീൺ മിശ്രയും ചേർന്ന് 500 രൂപയാണ് ഓരോ കുട്ടിക്കുമുള്ള ജനന സർട്ടിഫിക്കറ്റ് തയ്യാറാക്കുന്നതിന് കൈക്കൂലിയായി ആവശ്യപ്പെട്ടത്.
"
"Rahat is the nephew of legendary singer late Nusrat Fateh Ali Khan and is popular both in India and Pakistan.
","പാക് സംഗീതചക്രവര്‍ത്തിയായി അറിയപ്പെടുന്ന ഉസ്താദ് നുസ്രത്ത് ഫത്തേഅലിഖാന്റെ അനന്തരവനാണ് ബോളിവുഡിലും പ്രശസ്തനായ റഹത്.
"
"Nandakumar is incidentally the nephew of BJP state general secretary Radhakrishnan.
","കൂടാതെ ബിജെപി സംസ്ഥാന സെക്രട്ടറി എഎന്‍ രാധാകൃഷ്ണന്റെ ജേഷ്ടപുത്രനുമാണ്.
"
"Usman was the nephew of Moulana Masood Azhar, the chief of Jaish-e-Mohammad.
","ജയ്‌ഷെ ഇ മുഹമ്മദ് സ്ഥാപകന്‍ മൗലാന മസൂദ് അസ്ഹറിന്റെ മരുമകനാണു മുഹമ്മദ് ഉസ്മാന്‍.
"
"TMC MP and Banerjee’s nephew Abhishek Banerjee is the national president of the All India Trinamool Youth Congress.
","യുവജന വിഭാഗം നേതാവും മുഖ്യമന്ത്രി മമത ബാനര്‍ജിയുടെ അനന്തരവനുമായ അഭിഷേക് ബാനര്‍ജിയെ തൃണമൂല്‍ കോണ്‍ഗ്രസ് ദേശീയ ജനറല്‍ സെക്രട്ടറിയായി നിയമിച്ചു.
"
"The police have arrested Sanji Ram, the custodian of a temple where the girl was allegedly confined, his son Vishal and his juvenile nephew, special police officers Deepak Khajuria and Surender Verma and friend Parvesh Kumar alias Mannu.
","പെണ്‍കുട്ടിയെ ക്രൂരമായി പീഡിപ്പിച്ചു കൊലപ്പെടുത്തിയതിന് സമീപത്തെ ക്ഷേത്രത്തിലെ പൂജാരിയായ സഞ്ജി റാം, മകന്‍ വിഷാല്‍, ഇവരുടെ പ്രായപൂര്‍ത്തിയാകാത്ത ബന്ധു, സ്‌പെഷല്‍ പൊലീസ് ഓഫിസര്‍മാരായ ദീപക് ഖജൂരിയ, സുരീന്ദര്‍ വര്‍മ, ഇവരുടെ സുഹൃത്ത് പര്‍വേഷ് കുമാര്‍ എന്ന മാന്നു, നാലു ലക്ഷം രൂപ വാങ്ങി തെളിവുകള്‍ നശിപ്പിച്ചതിന്റെ പേരില്‍ ഹെഡ് കോണ്‍സ്റ്റബിള്‍ തിലക് രാജ്, എസ്. ഐ ആനന്ദ് ദത്ത തുടങ്ങിയവര്‍ക്കെതിരെ കേസെടുത്തിട്ടുണ്ട്.
"
"Ajit Pawar, NCP chief Sharad Pawar’s nephew, took oath as the deputy chief minister.
","എന്‍സിപി നേതാവ് ശരത് പവാറിന്റെ അടുത്ത ബന്ധുവും മുതിര്‍ന്ന നേതാവുമായ അജിത് പവാര്‍ ഉപമുഖ്യമന്ത്രിയായും സത്യപ്രതിജ്ഞ ചെയ്തു.
"
"A CBI court has granted bail to Ratul Puri, nephew of Madhya Pradesh Chief Minister Kamal Nath, in the alleged AgustaWestland money laundering case.
","അഗസ്റ്റ വെസ്റ്റ്‌ലാന്റ് അഴിമതിക്കേസില്‍ മധ്യപ്രദേശ് മുഖ്യമന്ത്രി കമാല്‍ നാഥിന്റെ മരുമകന്‍ രതുല്‍ പുരിക്കും ഇതേ ജഡ്ജി മുന്‍കൂര്‍ ജാമ്യം നിഷേധിച്ചിരുന്നു.
"
"Mehul Choksi and his nephew Nirav Modi had left India in the first week of January, 2018, weeks before the bank fraud was exposed.
","വായ്പ തട്ടിപ്പിനെ തുടര്‍ന്ന് 2018 ജനുവരിയിലാണ് നീരവ് മോദിയും അമ്മാവന്‍ മെഹുല്‍ ചോക്‌സിയും രാജ്യം വിട്ടത്.
"
"“My nephew is not a monster.
","“എന്‍റെ പൂര്‍വ്വികര്‍ ഋഷിവൈര്യന്‍മാരല്ല.
"
"Cops murder: Wife, nephew held
","ഭര്‍ത്താവിന്റെ കൊലപാതകം: ഭാര്യയും അമ്മായിയും അറസ്റ്റില്‍
"
"Two people lost their lives when a car allegedly driven by senior BJP leader Uma Bharti’s nephew Rahul Singh Lodhi hit a bike
","ബിജെപി നേതാവ് ഉമാഭാരതിയുടെ മരുമകന്‍ രാഹുല്‍ സിങ് ലോധിയുടെ വാഹനമിടിച്ചാണ് മൂന്ന് പേര്‍ മരിച്ചത്.
"
"He is the nephew of former Prime Minister late Chandra Shekhar.
","മുന്‍ പ്രധാനമന്ത്രിയായിരുന്ന ചന്ദ്രശേഖറിന്റെ മകനാണ് നീരജ് ശേഖര്‍.
"
"Anil Kapoor accompanied with his nephew Arjun Kapoor.
","ബോണീ കപൂറിന്റെ മകന്‍ അര്‍ജ്ജുന്‍ കപൂറാണ്‌ അനില്‍ കപൂര്‍ അഭിനയിച്ച വേഷത്തില്‍ എത്തുന്നത്.
"
"Trinamool Congress (TMC) MP and party Chief Mamata Banerjee’s nephew Abhishek Banerjee filed a case against Amit Shah in connection with a defamation case.
","മുഖ്യമന്ത്രി മമത ബാനര്‍ജിയുടെ സഹോദര പുത്രനും തൃണമൂല്‍ കോണ്‍ഗ്രസ് എംപിയുമായ അഭിഷേക് ബാനര്‍ജിയെ പൊതു പരിപാടിക്കിടെ മര്‍ദിച്ച വ്യക്തിക്കെതിരെ വധശ്രമത്തിന് കേസെടുത്തു.
"
"Congress MLA Akhanda Srinivasa Murthy’s nephew Naveen was among those arrested in the case.
","പുലികേശി നഗർ കോൺ​ഗ്രസ്​ എം. എൽ. എ അഖണ്ഡ ശ്രീനിവാസ മൂർത്തിയുടെ സഹോദരീ പുത്രനാണ്​ അറസ്​റ്റിലായ നവീൻ.
"
"The BJP convoy was attacked at Shirakol in Diamond Harbour, the Lok Sabha constituency of Abhishek Banerjee, who is chief minister Mamata Banerjee’s nephew.
","മുഖ്യമന്ത്രി മമത ബാനര്‍ജിയുടെ അനന്തരവന്‍ അഭിഷേക് ബാനര്‍ജിയുടെ പര്‍ലമെന്റ് മണ്ഡലമായ ഡയമണ്ട് ഹാര്‍ബറില്‍ വെച്ചാണ് വ്യാഴാഴ്ച ജെപി നഡ്ഡയുടെ വാഹന വ്യൂഹത്തിന് നേര്‍ക്ക് ആക്രമണം ഉണ്ടായത്.
"
"Chief Minister Mamata Banerjee's nephew, Akash Banerjee, has been arrested for allegedly slapping a traffic policeman.
","കോല്‍ക്കത്ത: ഡ്യൂട്ടിയിലായിരുന്ന ട്രാഫിക് പോലീസുകാരനെ മര്‍ദ്ദിച്ചതിന് മമത ബാനര്‍ജിയുടെ മരുമകന്‍ ആകാശ് ബാനര്‍ജി അറസ്റ്റില്‍.
"
"A dramatic overnight twist in Maharashtra saw BJP leader Devendra Fadnavis sworn in as Chief Minister and NCP leader Ajit Pawar, who is party chief Sharad Pawar's nephew, become Deputy Chief Minister.
","മഹാരാഷ്ട്രയിൽ ഒരു മാസം നീണ്ട രാഷ്ട്രീയ അനിശ്ചിതത്വത്തിനൊടുവിൽ എൻസിപി നേതാവ് ശരത് പവാറിന്‍റെ അനന്തരവനും മുതിര്‍ന്ന പാര്‍ട്ടി നേതാവുമായ അജിത് പവാറിനെ കൂട്ടുപിടിച്ച് ബിജെപി നേതാവ് ദേവേന്ദ്ര ഫഡ്നാവിസ് മുഖ്യമന്ത്രിയായി സത്യപ്രതിജ്ഞ ചെയ്യുകയായിരുന്നു.
"
"He was allegedly joined by special police officers Deepak Khajuria and Surender Verma, friend Parvesh Kumar alias Mannu, his nephew who is a juvenile, and his son Vishal Jangotra.
","ഇയാളും സ്‌പെഷ്യന്‍ പൊലീസ് ഓഫീസര്‍മാരായ ദീപക് കജുരിയ, സുരേന്ദര്‍ വര്‍മ, സുഹൃത്ത് പര്‍വേശ് കുമാര്‍ എന്ന മന്നു, സഞ്ജിറാമിന്റെ മകന്‍ വിശാല്‍, പ്രായപൂര്‍ത്തിയാവാത്ത അനന്തിരവന്‍ എന്നിവരാണ് പ്രതികള്‍.
"
"The Central Bureau of Investigation and the Enforcement Directorate (ED) are probing the PNB bank fraud case against Choksi and his nephew Nirav Modi.
","പഞ്ചാബ് നാഷണല്‍ ബാങ്കിനെ (പിഎന്‍ബി) വഞ്ചിച്ചെന്നാരോപിച്ച് എന്‍ഫോഴ്സ്മെന്റ് ഡയറക്ടറേറ്റും (ഇഡി) സെന്‍ട്രല്‍ ബ്യൂറോ ഓഫ് ഇന്‍വെസ്റ്റിഗേഷനും (സിബിഐ) അന്വേഷണം നടത്തുന്ന രണ്ട് പ്രധാന പ്രതികളാണ് ചോക്സിയും അദ്ദേഹത്തിന്റെ അനന്തരവന്‍ നീരവ് മോദിയും.
"
"Consequently we have the terms father, mother, uncle, aunt; brother, sister, cousin; son, daughter, nephew, niece.
","നമ്മുടെ വീട്ടിൽ അമ്മ, അച്ഛൻ, സഹോദരൻ, സഹോദരി, മകൻ. . മകൾ, ഭാര്യ, ഭർത്താവ് തുടങ്ങി ബന്ധുക്കൾ.
"
"grandfather. father. elder brother. younger brother. son. nephew. daughter. niece grandson. granddaughter. grandmother. aunt. cousin.
","പിതാവ്, മുത്തച്ഛൻ, പിതൃസഹോദരൻ, മുത്തച്ഛൻ, അമ്മ, മുത്തശ്ശി, അമ്മയുടെ മുത്തശ്ശി, അമ്മയുടെ അച്ഛൻ, അമ്മയുടെ മുത്തശ്ശി, രണ്ടാനമ്മ, ഭാര്യ, മകൻ, അമ്മയുടെ അമ്മാവൻ, സഹോദരൻ, അച്ഛന്റെ സഹോദരി, അമ്മയുടെ സഹോദരി, സഹോദരികൾ, ഭാര്യ പിതാവ്, മകൾ, ഗുരു, പിതൃ സഹോദരൻ, ശിഷ്യന്മാർ.
"
"Salman named his nephew, Mohammed bin Nayef, as the new deputy crown prince and his son, Mohammed bin Salman, as Saudi Arabia's new defense minister and head of the royal court.
","സല്‍മാന്‍ രാജാവിന്റെ അനന്തരവനും ഡെപ്യൂട്ടി കിരീടാവകാശിയുമായിരുന്ന മുഹമ്മദ് ബിന്‍ നയെഫ് ആണ് പുതിയ കിരീടാവകാശി.
"
"Deepa is the wife of Kovind’s nephew Pankaj.
","രാഷ്ട്രപതി കോവിന്ദിന്റെ മരുമകന്‍ പങ്കജിന്റെ ഭാര്യയാണ് ദീപ.
"
"He was the brother of actor Dhruva Sarja and nephew of famous actor Arjun Sarja.
","പ്രശസ്ത നടൻ അർജുൻ സർജയുടെ മരുമകനാണ് ധ്രുവ സർജ.
"
"New Delhi: Railway Minister Pawan Kumar Bansal's nephew has been arrested by the Central Bureau of Investigation (CBI) for allegedly accepting a bribe of Rs 90 lakh from a member of the Railways Board who allegedly wanted a better position.
","ന്യൂഡല്‍ഹി: കേന്ദ്ര റെയില്‍ വേ മന്ത്രി പവന്‍ കുമാര്‍ ബന്‍സാലിന്റെ ബന്ധുവിനെ 90 ലക്ഷം രൂപ കൈകൂലിയുമായി സിബിഐ അറസ്റ്റ് ചെയ്തു.
"
"At a meeting attended by BSP's top functionaries, Mayawati's nephew Akash Anand was appointed as national coordinator and her brother Anand Kumar as national vice president.
","സഹോദരൻ ആനന്ദ് കുമാറിനെ ബിഎസ്‌പി ദേശീയ വൈസ് പ്രസിഡന്റായും അദ്ദേഹത്തിന്റെ മകൻ ആകാശ് ആനന്ദിനെ ദേശീയ കോഓർഡിനേറ്ററായും ലഖ്‌നൗവിലെ പാർട്ടി ആസ്ഥാനത്തു നടന്ന കൺവെൻഷനിൽ തെരഞ്ഞെടുത്തു.
"
"His nephew Vijay Singla was arrested by CBI in a bribery scandal.
","വിജയ് സിംഗ്ലയെ കൈക്കൂലിക്കേസില്‍ സി. ബി. ഐയാണ് അറസ്റ്റ് ചെയ്തതത്.
"
"Sasikala's nephew TTV Dinakaran was subsequently chosen AIADMK's deputy general secretary.
","ജയലളിത പാര്‍ട്ടിയില്‍ നിന്നും പുറത്താക്കിയിരുന്ന ശശികലയുടെ സഹോദരിയുടെ മകന്‍ ടി. ടി. വി ദിനകരനെ കഴിഞ്ഞ ദിവസം ശശികല പാര്‍ട്ടിയില്‍ തിരിച്ചെടുക്കുകയും ഡെപ്യൂട്ടി ജനറല്‍ സെക്രട്ടറിയായി നിയമിക്കുകയും ചെയ്തിരുന്നു.
"
"Parth, the grandnephew of the NCP chief is son of the NCP leader Ajit Pawar, nephew of Sharad Pawar.
","എന്‍സിപിയുടെ നേതാവ് ശരത് പവാറിന്റെ മരുമകന്‍ അജിത് പവാര്‍ ഉദ്ദവ് താക്കറെ മന്ത്രിസഭയിലെ രണ്ടാമനാണ്.
"
"Sharad Pawar's nephew and former deputy chief minister, Ajit Pawar, is also one of the accused.
","പവാറിന്റെ മരുമകനും മുന്‍ മഹാരാഷ്ട്രാ ഉപമുഖ്യമന്ത്രിയുമായിരുന്ന അജിത്ത് പവാറിനെതിരേയും കേസുണ്ട്.
"
"Mehul Choksi and nephew Nirav Modi are key accused in Rs 13,000-crore Punjab National Bank fraud case.
","പഞ്ചാബ് നാഷണല്‍ ബാങ്കില്‍ നിന്ന് 13,000 കോടി രൂപയുടെ തട്ടിപ്പ് നടത്തിയ കേസില്‍ മുഖ്യ പ്രതികളാണ് രത്‌നവ്യാപാരിയായ നീരവ് മോദിയും മാതൃസഹോദരനായ മെഹുല്‍ ചോക്‌സിയും.
"
"Abhishek Banerjee, the TMC MP and nephew of CM Mamata Banerjee, has alleged that he is being targeted by the BJP.
","മമതാ ബാനര്‍ജിയുടെ അനന്തരവനും എതിര്‍ സ്ഥാനാര്‍ഥിയുമായ അഭിഷേക് ബാനര്‍ജിയുടെ ഗൂഢാലോചനയാണ് കേസിനു പിന്നിലെന്ന് ബിജെപി ആരോപിച്ചു.
"
"But I didn’t know that the boy is my nephew.
","പക്ഷേ ഞാൻ നിവിൻ ചേട്ടന്റെ സഹോദരനാണെന്ന കാര്യം പുള്ളിക്ക് അറിയില്ലായിരുന്നു.
"
"Upping the ante, TMC chief Mamata Banerjee ’s nephew and MP Abhishek Banerjee sent defamation notice to Prime Minister Narendra Modi for allegedly making derogatory remarks against him.
","തൃണമൂല്‍ കോണ്‍ഗ്രസ് നേതാവും പശ്ചിമ ബംഗാള്‍ മുഖ്യമന്ത്രിയുമായ മമത ബാനര്‍ജിയുടെ അനന്തരവന്‍ അഭിഷേക് ബാനര്‍ജിയാണ് മോദിക്കെതിരെ വക്കീല്‍ നോട്ടീസ് അയച്ചത്.
"
"Congress MLA Srinivas Murthy's nephew was arrested for allegedly sharing a 'derogatory' post on social media that triggered violence in Bengaluru.
","കോൺഗ്രസ് എംഎൽഎ അഖണ്ഡ ശ്രീനിവാസ മൂർത്തിയുടെ മരുമകന്‍ നവീന്‍റെ ഫേസ്ബുക്ക് കുറിപ്പ് മതവിദ്വേഷം വളർത്തുന്നതാണെന്ന ആരോപണത്തെ തുടര്‍ന്നായിരുന്ന് ബംഗളൂരുവില്‍ അക്രമം.
"
"Sasikala named nephew TTV Dinakaran’s as deputy general secretary of the AIADMK.
","എഐഎഡിഎംകെ ഡെപ്യൂട്ടി ജനറൽ സെക്രട്ടറിയായി ശശികല ദിവാകരനെ വാഴിച്ചു.
"
"TTV Dinakaran, the nephew of Jayalalithaa’s aide VK Sasikala, will contest as an independent.
","സ്വതന്ത്ര സ്ഥാനാര്‍ത്ഥിയായി മത്സരിച്ച ജയലളിതയുടെ തോഴി ശശികലയുടെ മരുമകന്‍ ടിടിവി ദിനകരനാണ് എതിരാളി.
"
"NCP chief Sharad Pawar, however, said it was his nephew Ajit Pawar's own decision, and not that of the party, to support the BJP to form the government.
","അതേസമയം, ബിജെപിക്ക് സര്‍ക്കാര്‍ രൂപീകരിക്കുന്നതിന് അജിത് പവാര്‍ പിന്തുണ നല്‍കിയത് അദ്ദേഹത്തിന്‍റെ വ്യക്തിപരമായ തീരുമാനം മാത്രമാണെന്ന് എന്‍സിപി അധ്യക്ഷന്‍ ശരദ് പവാര്‍ പ്രതികരിച്ചു.
"
"Sanji Ram was allegedly joined by special police officers Deepak Khajuria and Surender Verma, friend Parvesh Kumar alias Mannu, Ram’s nephew, a juvenile, and his son Vishal Jangotra alias “Shamma” in committing the crime.
","സംഭവത്തില്‍ സമീപ ക്ഷേത്രത്തിലെ പൂജാരി സഞ്ജി റാം, മകന്‍ വിഷാല്‍, ഇവരുടെ പ്രായപൂര്‍ത്തിയാകാത്ത ബന്ധു, സ്‌പെഷല്‍ പൊലീസ് ഓഫിസര്‍മാരായ ദീപക് ഖജൂരിയ, സുരീന്ദര്‍ വര്‍മ, സുഹൃത്ത് പര്‍വേഷ് കുമാര്‍ എന്നിവരാണ് പ്രതികള്‍.
"
"King Salman’s brother, Prince Ahmad bin Abdul Aziz, had been detained along with the king’s nephew Prince Mohammad bin Nayef, former crown prince and interior minister.
","സൽമാൻ രാജാവിന്റെ ഇളയ സഹോദരനായ അഹ്‌മദ് ബിൻ അബ്ദുൾ അസീസ് രാജകുമാരൻ, മുൻ കിരീടാവകാശിയും രാജാവിന്റെ മരുമകനുമായ മുഹമ്മദ് ബിൻ നയീഫ്, ബന്ധുവായ നഫാഫ് ബിൻ നയീഫ് രാജകുമാരൻ എന്നിവരാണ് അറസ്റ്റിലായിരിക്കുന്നത്.
"
"Amitabh and Jaya Bachchan’s daughter Shweta is married to Rishi Kapoor’s nephew Nikhil Nanda.
","നടി ദേവി അജിത്തിന്റെ മകള്‍ നന്ദനയും ഹരി- കീര്‍ത്തി ദമ്പതിമാരുടെ മകൻ സിദ്ധാര്‍ഥും വിവാഹിതരായി.
"
