eng_Latn,kan_Knda
"His grandfather was a professional fisherman.
","ಅವರ ತಂದೆ ವೃತ್ತಿಪರ ಮೀನುಗಾರ ಆಗಿತ್ತು.
"
"His grandfather was also a politician.
","ನಮ್ಮ ತಾತ ಕೂಡ ರಾಜಕಾರಣಿಯೇ ಆಗಿದ್ದರು.
"
"His grandfather was also an officer in the Indian Army.
","ಅವರ ತಂದೆಯೂ ಕೂಡಾ ಭಾರತೀಯ ಸೇನೆಯ ಅಧಿಕಾರಿಯಾಗಿದ್ದರು.
"
"His grandfather was helping him.
","ಆಗ ದೊಡ್ಡಣ್ಣ ಅವನಿಗೆ ಸಹಾಯ ಮಾಡುತ್ತಿದ್ದ.
"
"His grandfather was mayor of Los Angeles.
","ಹಿಂದೆ, ತನ್ನ ತಂದೆ ಲಾಸ್ ಏಂಜಲೀಸ್ ಮೇಯರ್ ಆಗಿತ್ತು.
"
"His grandfather was the doctor to King Abdul Aziz, the founder of Saudi Arabia.
","ಇವರ ತಂದೆ ಆಧುನಿಕ ಸೌದಿ ಅರೇಬಿಯಾದ ಸಂಸ್ಥಾಪಕರೆಂದೇ ಖ್ಯಾತರಾಗಿದ್ದ ಅಬ್ದುಲ್ಲಾ ಅಜೀಜ್ ಅವರ ಕುಟುಂಬ ವೈದ್ಯರಾಗಿದ್ದರು.
"
"His grandfather worked for the East India Company.
","ಆತನ ತಂದೆ ಭಾರತದಲ್ಲಿ ಈಸ್ಟ್ ಇಂಡಿಯಾ ಕಂಪನಿಗೆ ಸೇವೆ ಸಲ್ಲಿಸುತ್ತಿದ್ದರು.
"
"His grandfather's body was discovered a few days earlier.
","ಅಪ್ಪು ಅವರ ಮೃತದೇಹ ಕೆಲವು ದಿನಗಳ ಹಿಂದೆ ಪತ್ತೆಯಾಗಿತ್ತು.
"
"His grandfather, Amaro Lopes, had played for Portuguese top flight side F.C. Pacos de Ferreira.
","ಅವರ ತಂದೆ ಅಮಾರೊ ಲೋಪ್ಸ್ ಅವರು ಎಫ್ಸಿ ಪ್ಯಾಕೋಸ್ ಡೆ ಫೆರೀರಾಗಾಗಿ ಪೋರ್ಚುಗೀಸ್ ಫುಟ್ಬಾಲ್ ಆಟಗಾರರಾಗಿದ್ದರು.
"
"His grandfather, Badruddin Tyabji, was one of the first Indian judges of the Bombay High Court, and the first Muslim president of the Indian National Congress.
","ಅವರ ತಾತ ಬದ್ರುದ್ದೀನ್ ತ್ಯಾಬ್ಜಿ ಬಾಂಬೆ ಹೈಕೋರ್ಟ್ನ ಮೊದಲ ಭಾರತೀಯ ನ್ಯಾಯಾಧೀಶರಲ್ಲಿ ಒಬ್ಬರು ಮತ್ತು ಭಾರತೀಯ ರಾಷ್ಟ್ರೀಯ ಕಾಂಗ್ರೆಸ್ನ ಪ್ರಥಮ ಮುಸ್ಲಿಂ ಅಧ್ಯಕ್ಷರಾಗಿದ್ದರು.
"
"His grandfather, Giovani Arnault, a well-known Italian historian and restorer, for a long time worked on the restoration of the main dome of the Basilica of St. Christopher in Florence and spent a lot of time trying to find the recipe for that very glass of elegance.
","ಇವರ ತಾತ Dzhovani ಅರ್ನೊ, ಪ್ರಸಿದ್ಧ ಇಟಾಲಿಯನ್ ಇತಿಹಾಸಕಾರ ಮತ್ತು ದಮನಿಸಿದವನು, ಉದ್ದ ಸೇಂಟ್ ಬೆಸಿಲಿಕಾ ಆಫ್ ಮುಖ್ಯ ಗುಮ್ಮಟದ ಮರುಸ್ಥಾಪನೆ ಕೆಲಸ ಕ್ರಿಸ್ಟೋಫರ್ ಫ್ಲಾರೆನ್ಸ್ ಮತ್ತು ಗಾಜಿನ ಸ್ವತಃ Eleganza ಫಾರ್ ಪಾಕವಿಧಾನ ಹುಡುಕಲು, ಒಳಗೆ ಶ್ರಮವನ್ನು ಕಳೆದರು.
"
"His grandfather, J. W. Maxwell, was a national bank president.
","ಆಕೆಯ ತಂದೆ ಜೆ. ಡಬ್ಲ್ಯು. ಮ್ಯಾಕ್ಸ್ವೆಲ್, ನ್ಯಾಷನಲ್ ಬ್ಯಾಂಕ್ನ ಅಧ್ಯಕ್ಷರಾಗಿದ್ದರು.
"
"His grandfather, Solomon Buber, in whose house in Lemberg (L'viv, now Ukraine) Buber spent much of his childhood, worked as a renowned scholar in the field of Jewish tradition and literature.
","ಅವರ ತಾತ, ಸಾಲೋಮನ್ ಬುಬರ್, ರ ಮೆನಯು ಲೆಂಬರ್ಗ್ (ಈಗಿನ ಲ್ವಿವ್, ಯುಕ್ರೇನ್) ನಲ್ಲಿದ್ದಿತು ಹಾಗೂ ಬುಬರ್ ಇಲ್ಲಿಯೇ ತನ್ನ ಬಾಲ್ಯದ ದಿನಗಳನ್ನು ಹೆಚ್ಚು ಕಳೆದದ್ದು; ಸಾಲೋಮನ್ ಬುಬರ್ ಖ್ಯಾತ ಮೈದರ್ಶ್ ಮತ್ತು ರಬ್ಬಿನಿಕ್ ಸಾಹಿತ್ಯದ ಪಂಡಿತರಾಗಿದ್ದರು.
"
"His grandfather, Solomon Buber, in whose house in Lemberg (now Lviv, Ukraine) Buber spent much of his childhood, was a renowned scholar of Midrash and Rabbinic Literature.
","ಅವರ ತಾತ, ಸಾಲೋಮನ್ ಬುಬರ್, ರ ಮೆನಯು ಲೆಂಬರ್ಗ್ (ಈಗಿನ ಲ್ವಿವ್, ಯುಕ್ರೇನ್) ನಲ್ಲಿದ್ದಿತು ಹಾಗೂ ಬುಬರ್ ಇಲ್ಲಿಯೇ ತನ್ನ ಬಾಲ್ಯದ ದಿನಗಳನ್ನು ಹೆಚ್ಚು ಕಳೆದದ್ದು; ಸಾಲೋಮನ್ ಬುಬರ್ ಖ್ಯಾತ ಮೈದರ್ಶ್ ಮತ್ತು ರಬ್ಬಿನಿಕ್ ಸಾಹಿತ್ಯದ ಪಂಡಿತರಾಗಿದ್ದರು.
"
"His grandfather, Solomon Buber, in whose house in Lemberg (now Lviv, Ukraine) Buber spent much of his childhood, worked as a renowned scholar in the field of Jewish tradition and literature.
","ಅವರ ತಾತ, ಸಾಲೋಮನ್ ಬುಬರ್, ರ ಮೆನಯು ಲೆಂಬರ್ಗ್ (ಈಗಿನ ಲ್ವಿವ್, ಯುಕ್ರೇನ್) ನಲ್ಲಿದ್ದಿತು ಹಾಗೂ ಬುಬರ್ ಇಲ್ಲಿಯೇ ತನ್ನ ಬಾಲ್ಯದ ದಿನಗಳನ್ನು ಹೆಚ್ಚು ಕಳೆದದ್ದು; ಸಾಲೋಮನ್ ಬುಬರ್ ಖ್ಯಾತ ಮೈದರ್ಶ್ ಮತ್ತು ರಬ್ಬಿನಿಕ್ ಸಾಹಿತ್ಯದ ಪಂಡಿತರಾಗಿದ್ದರು.
"
"His grandfather, T M A Pai, started Kasturba Medical College in Manipal in 1953 and Manipal Institute of Technology (where Microsoft CEO Satya Nadella graduated from) five years later.
","ಅವರ ತಾತ ಟಿಎಂಎ ಪೈ ಮಣಿಪಾಲದಲ್ಲಿ 1953ರಲ್ಲಿ ಕಸ್ತೂರ್ಬಾ ಮೆಡಿಕಲ್ಕಾಲೇಜು ಹಾಗೂ ಮಣಿಪಾಲ್ಇನ್ಸ್ಟಿಟ್ಯೂಟ್ಆಫ್ಟೆಕ್ನಾಲಜಿ (ಮೈಕ್ರೋಸಾಫ್ಟ್ಸಿಇಓ ಸತ್ಯಾ ನಾಡೆಳ್ಳಾ ಪದವಿ ಪಡೆದ ಸಂಸ್ಥೆ) ಪ್ರಾರಂಭಿಸಿದ್ದರು.
"
"His great grandfather was a district magistrate under the British rule.
","ಮತ್ತು ಅವರ ಮುತ್ತಜ್ಜ ಬ್ರಿಟಿಷ್ ಆಳ್ವಿಕೆಯಲ್ಲಿ ಜಿಲ್ಲಾ ಮ್ಯಾಜಿಸ್ಟ್ರೇಟ್ ಆಗಿದ್ದರು.
"
"His great grandfather, Major Alexander Stuart, commanded a regiment at the Battle of Guilford Court House during the American Revolutionary War.
","ಅಮೇರಿಕನ್ ಕ್ರಾಂತಿಯ ಸಂದರ್ಭದಲ್ಲಿ ಗುಲ್ಫೋರ್ಡ್ ಕೋರ್ಟ್ ಹೌಸ್ನಲ್ಲಿ ಯುದ್ಧದ ಸಮಯದಲ್ಲಿ ಅವನ ಮುತ್ತಜ್ಜ, ಮೇಜರ್ ಅಲೆಕ್ಸಾಂಡರ್ ಸ್ಟುವರ್ಟ್ ರೆಜಿಮೆಂಟ್ಗೆ ಆದೇಶ ನೀಡಿದರು.
"
"His maternal grandfather was Albert Frederick, Duke of Prussia.
","ಆಕೆಯ ತಾಯಿಯ ತಾತ ಆಲ್ಬರ್ಟ್ ಫ್ರೆಡೆರಿಕ್, ಡ್ಯೂಕ್ ಆಫ್ ಪ್ರುಶಿಯಾ.
"
"His maternal grandfather was a regional director of the U.S. Atomic Energy Commission in Albuquerque.
","ಬೆಜೊಸ್ನ ತಾಯಿಯ ಕಡೆಯ ತಾತನು ಆಲ್ಬುಕರ್ಕ್ನಲ್ಲಿನ ಅಮೆರಿಕಾ ಸಂಯುಕ್ತ ಸಂಸ್ಥಾನದ ಪರಮಾಣು ಶಕ್ತಿ ಆಯೋಗದ ಓರ್ವ ಪ್ರಾದೇಶಿಕ ನಿರ್ದೇಶಕನಾಗಿದ್ದ.
"
"His mother's great grandfather, Solomon Garsin, immigrated to Livorno in the 18th century for refugees.
","ಇವರ ತಾಯಿಯ ಮುತ್ತಾತನ ತಂದೆ, ಸಾಲೊಮನ್ ಗಾರ್ಸಿನ್, ಒಬ್ಬ ನಿರಾಶ್ರಿತನಾಗಿ ೧೮ನೇ ಶತಮಾನದಲ್ಲಿ ಲಿವೊರ್ನೊಗೆ ವಲಸೆ ಬಂದಿದ್ದರು.
"
"His parents were Henry Bolingbroke, Earl of Derby, a man who had once tried to curb the ambitions of his cousin, King Richard II, but now acted loyally, and Mary Bohun, heir to a rich chain of grandfather was John of Gaunt, Duke of.
","ಅವನ ಹೆತ್ತವರು ಹೆನ್ರಿ ಬೋಲಿಂಗ್ಬ್ರೋಕ್ , ಅರ್ಲ್ ಆಫ್ ಡರ್ಬಿ, ಒಮ್ಮೆ ಅವನ ಸೋದರಸಂಬಂಧಿ ರಿಚರ್ಡ್ II ಅನ್ನು ನಿಗ್ರಹಿಸುವ ವ್ಯಕ್ತಿಯಾಗಿದ್ದರು, ಆದರೆ ಈಗ ನಿಷ್ಠೆಯಿಂದ ವರ್ತಿಸಿದರು, ಮತ್ತು ಮೇರಿ ಬೋಹನ್, ಎಸ್ಟೇಟ್ಗಳ ಶ್ರೀಮಂತ ಸರಪಳಿಗೆ ಉತ್ತರಾಧಿಕಾರಿಯಾದರು.
"
"His parents were Henry Bolingbroke, Earl of Derby, a man who had once tried to curb the ambitions of his cousin, King Richard II, but now acted loyally, and Mary Bohun, heir to a rich chain of grandfather was John of Gaunt.
","ಅವನ ಹೆತ್ತವರು ಹೆನ್ರಿ ಬೋಲಿಂಗ್ಬ್ರೋಕ್ , ಅರ್ಲ್ ಆಫ್ ಡರ್ಬಿ, ಒಮ್ಮೆ ಅವನ ಸೋದರಸಂಬಂಧಿ ರಿಚರ್ಡ್ II ಅನ್ನು ನಿಗ್ರಹಿಸುವ ವ್ಯಕ್ತಿಯಾಗಿದ್ದರು, ಆದರೆ ಈಗ ನಿಷ್ಠೆಯಿಂದ ವರ್ತಿಸಿದರು, ಮತ್ತು ಮೇರಿ ಬೋಹನ್, ಎಸ್ಟೇಟ್ಗಳ ಶ್ರೀಮಂತ ಸರಪಳಿಗೆ ಉತ್ತರಾಧಿಕಾರಿಯಾದರು.
"
"His paternal grandfather was also a teacher.
","ಪಡುವರಿ ನಿವಾಸಿಯಾಗಿರುವ ಇವರ ತಂದೆಯು ಕೂಡ ಶಿಕ್ಷಕರಾಗಿದ್ದರು.
"
"Hrithik Roshan's maternal grandfather and Bollywood filmmaker J Om Prakash passed away on Wednesday.
","ಹಿರಿಯ ಬಾಲಿವುಡ್ ಚಲನಚಿತ್ರ ನಿರ್ಮಾಪಕ ಮತ್ತು ಹೃತಿಕ್ ರೋಷನ್ ಅವರ ತಾತ ಜೆ ಓಂ ಪ್ರಕಾಶ್ ಬುಧವಾರ ಬೆಳಿಗ್ಗೆ ನಿಧನರಾದರು.
"
"I asked my grandfather how this could be.
","ಇದು ಹೇಗೆ ಸಾಧ್ಯ ಅಂತಾ ನಾನು ನಮ್ಮ ತಂದೆಗೆ ಕೇಳಿದೆ.
"
"I can remember my grandfather talking about it.
","ನನ್ನ ತಾತ ಇದರ ಬಗ್ಗೆ ಮಾತಾಡಿದ್ದು ಈಗಲೂ ನೆನಪಿದೆ.
"
"I can see your grandfather in you.
","ನಾನು ನಿನ್ನಲ್ಲಿ ಅಪ್ಪಾಜಿಯನ್ನು ಕಾಣುತ್ತಿದ್ದೇನೆ.
"
"I have only one grandfather.
","ನನಗೆ ಒಬ್ಬನೇ ಮೊಮ್ಮಗ ಇದ್ದಾನೆ.
"
"I learned a great deal from my grandfather.
","ನಾನು ನನ್ನ ಅಪ್ಪಾಜಿಯಿಂದ ಬಹಳಷ್ಟು ಕಲಿತಿದ್ದೇನೆ.
"
"I learned a lot from my grandfather.
","ನಾನು ನನ್ನ ಅಪ್ಪಾಜಿಯಿಂದ ಬಹಳಷ್ಟು ಕಲಿತಿದ್ದೇನೆ.
"
"I learnt a lot from my grandfather.
","ನಾನು ನನ್ನ ಅಪ್ಪಾಜಿಯಿಂದ ಬಹಳಷ್ಟು ಕಲಿತಿದ್ದೇನೆ.
"
"I like my grandfather.
","ನನಗೆ ನನ್ನ ತಾತ ಎಂದರೆ ಬಹಳ ಇಷ್ಟ.
"
"I love the music of both of my grandfathers.
","ಅಪ್ಪ ಅಮ್ಮ ಇಬ್ಬರಿಗೂ ನನ್ನ ಸಂಗೀತವೆಂದರೆ ಅಚ್ಚು ಮೆಚ್ಚು.
"
"I never saw my grandfather so happy in all his life.
","ಇಡೀ ಜೀವನದಲ್ಲಿ ನನ್ನ ತಂದೆ ಇಷ್ಟು ಬೇಸರ ಮಾಡಿಕೊಂಡಿರುವುದು ನಾನು ನೋಡಿಲ್ಲ.
"
"I remember my grandfather talking about it.
","ನನ್ನ ತಾತ ಇದರ ಬಗ್ಗೆ ಮಾತಾಡಿದ್ದು ಈಗಲೂ ನೆನಪಿದೆ.
"
"I remember my grandfather talking about that.
","ನನ್ನ ತಾತ ಇದರ ಬಗ್ಗೆ ಮಾತಾಡಿದ್ದು ಈಗಲೂ ನೆನಪಿದೆ.
"
"I remember the day my grandfather died.
","ನನ್ನ ತಾತ ತೀರಿಕೊಂಡ ದಿನ ನನಗೆ ಚೆನ್ನಾಗಿ ನೆನಪಿದೆ.
"
"I said to my grandfather.
","ನನ್ನ ದೊಡ್ಡಮ್ಮನಿಗೆ ಹೇಳಿದ್ದಕ್ಕೆ.
"
"I see you in your grandfather.
","ನಾನು ನಿನ್ನಲ್ಲಿ ಅಪ್ಪಾಜಿಯನ್ನು ಕಾಣುತ್ತಿದ್ದೇನೆ.
"
"I should make a movie about my grandfather.
","ನನ್ನಜ್ಜನ ಬಗ್ಗೆಯೇ ಒಂದು ಚಿತ್ರ ಮಾಡಬೇಕಿದೆ.
"
"I spoke to my grandfather about this incident.
","ಈ ಘಟನೆ ಕುರಿತು ವಿದ್ವತ್ ತಂದೆ ಜೊತೆ ಮಾತನಾಡಿದ್ದೇನೆ.
"
"I told my grandfather.
","ನನ್ನ ದೊಡ್ಡಮ್ಮನಿಗೆ ಹೇಳಿದ್ದಕ್ಕೆ.
"
"I very much respected the grandfather.
","ನಾನು ಬಹಳ ಗೌರವಿಸುತ್ತಿದ್ದ ಅಣ್ಣ.
"
"I want my grandfather.
","ನನಗೆ ನನ್ನ ಅಪ್ಪಾಜಿ ಬೇಕು.
"
"I wanted for my grandfather to be proud of me.
","ನಾನು ಬಯಸಿದ್ದು ಅಪ್ಪನಿಗೆ ನನ್ನ ಬಗ್ಗೆ ಹೆಮ್ಮೆ ಮೂಡಿಸುವುದಾಗಿತ್ತು.
"
"I was on a train with my grandfather.
","ನಾನು ನನ್ನ ದೊಡ್ಡಪ್ಪ-ದೊಡ್ಡಮ್ಮನೊಂದಿಗೆ ರೈಲಿನಿದ ಇಳಿದೆ.
"
"I was there with my grandfather.
","ನಾನು ಮೊಮ್ಮಗನೊಂದಿಗೆ ಅಲ್ಲಿದ್ದೆ.
"
"I was with my grandfather.
","ನಾನು ಮೊಮ್ಮಗನೊಂದಿಗೆ ಅಲ್ಲಿದ್ದೆ.
"
"I'm always happy to see your grandfather.
","ಯಾವಾಗಲೂ ನನ್ನಜ್ಜನನ್ನು ನೋಡುವುದೇ ಒಂದು ಖುಷಿ.
"
"If my grandfather were alive today, he would be 80 years old.
","ತೇಜಸ್ವಿ ಬದುಕಿದ್ದರೆ ಇಂದಿಗೆ 80 ವರ್ಷ ವಯಸ್ಸಾಗಿರುತ್ತಿತ್ತು.
"
"In 1962, listening to the broadcast of Wimbledon's grandfather radio, Mark Kuhn decided to fulfill his dream of building his own court.
","1962 ರಲ್ಲಿ ವಿಂಬಲ್ಡನ್ ತಾತನ ರೇಡಿಯೋ ಪ್ರಸಾರ ಕೇಳುತ್ತಲೇ, ಮಾರ್ಕ್ ಕುಹ್ನ್ ತಮ್ಮದೇ ಆದ ಕಾನೂನು ನಿರ್ಮಿಸುವ ಕನಸನ್ನು ಪೂರೈಸಲು ನಿರ್ಧರಿಸಿದ್ದಾರೆ.
"
"In The Chamber by John Grisham, a young lawyer tries to save his Klansman grandfather from being executed.
","(೧}ಜಾನ್ ಗ್ರಿಶಾಮ್ ಅವರ ದಿ ಚೇಂಬರ್ ನಲ್ಲಿ ಯುವ ವಕೀಲನೊಬ್ಬ ತನ್ನ ಕ್ಲಾನ್ಸ್ಮ್ಯಾನ್ ತಾತನನ್ನು ಮರಣದಂಡನೆಯ ಶಿಕ್ಷೆಯಿಂದ ಪಾರುಮಾಡಲು ಯತ್ನಿಸುತ್ತಾನೆ.
"
"In a post on Medium, O'Rourke wrote that his paternal great-great-great grandfather enslaved two women, Eliza and Rose, in the 1850s.
","ಒ'ರೂರ್ಕ್ ಅವರು ಮಧ್ಯಮ ಕುರಿತಾದ ಒಂದು ಪೋಸ್ಟ್ನಲ್ಲಿ 1850 ರ ದಶಕದಲ್ಲಿ ಅವರ ತಂದೆಯ ದೊಡ್ಡ-ದೊಡ್ಡ-ಮುತ್ತಜ್ಜ ಇಬ್ಬರು ಮಹಿಳೆಯರನ್ನು ಗುಲಾಮರನ್ನಾಗಿ ಮಾಡಿದ್ದಾರೆ ಎಂದು ಬರೆದಿದ್ದಾರೆ .
"
"In fact, Larissa took the name of her father and grandfather for the stage.
","ವಾಸ್ತವವಾಗಿ, ಲಾರಿಸ್ಸಾ ತಂದೆ ಮತ್ತು ತಾತನ ಹೆಸರಿನ ವೇದಿಕೆಯಲ್ಲಿ ತೆಗೆದುಕೊಂಡ.
"
"In the 19th century, when Sikhs were taking over rule of Kashmir, his grandfather's family migrated to Punjab.
","೧೯ನೇ ಶತಮಾನದಲ್ಲಿ ಸಿಖ್ ರಾಜರು ಕಾಶ್ಮೀರವನ್ನು ಆಳುತ್ತಿದ್ದರು, ಆ ಸಂದರ್ಭದಲ್ಲಿ ಅವರ ತಾತನ ಕುಟುಂಬ ಪಂಜಾಬಿಗೆ ಸ್ಥಳಾಂತರವಾಯಿತು.
"
"In the 19th era, when the Sikh Kingdom was dominating Kashmir, his grandfather's family travelled to Punjab.
","೧೯ನೇ ಶತಮಾನದಲ್ಲಿ ಸಿಖ್ ರಾಜರು ಕಾಶ್ಮೀರವನ್ನು ಆಳುತ್ತಿದ್ದರು, ಆ ಸಂದರ್ಭದಲ್ಲಿ ಅವರ ತಾತನ ಕುಟುಂಬ ಪಂಜಾಬಿಗೆ ಸ್ಥಳಾಂತರವಾಯಿತು.
"
"It honors all dads, grandfathers, great-grandfathers, and father figures for their contribution.
","ಇದು ತಮ್ಮ ಕೊಡುಗೆ ಎಲ್ಲಾ ಅಪ್ಪಂದಿರ, ಪಿತಾಮಹರು, ದೊಡ್ಡ-ಪಿತಾಮಹರು ಮತ್ತು ತಂದೆ ಅಂಕಿ ಗೌರವಗಳು.
"
"It is being informed that the children's grandfather has just lately returned from Saudi Arabia.
","ಈ ಎರಡೂ ಮಕ್ಕಳು ಇತ್ತೀಚೆಗಷ್ಟೇ ಸೌದಿ ಅರೇಬಿಯಾದಿಂದ ಮರಳಿದ್ದ ವ್ಯಕ್ತಿಯೊಬ್ಬರ ಮೊಮ್ಮಕ್ಕಳಾಗಿದ್ದರು ಎಂಬ ಮಾಹಿತಿ ಲಭ್ಯವಾಗಿದೆ.
"
"It was built by the actor's grandfather Dewan Basheshwanath Kapoor from 1918 to 1922.
","ಇದನ್ನು 1918 ಮತ್ತು 1922ರ ಮಧ್ಯೆ ಪೃಥ್ವಿರಾಜ್ ಕಪೂರ್ ಅವರ ತಂದೆ ದಿವಾನ್ ಬಸವೇಶ್ವರನಾಥ್ ಕಪೂರ್ ಕಟ್ಟಿಸಿದ್ದರು.
"
"It was built by the actor's grandfather Dewan Basheswarnath Kapoor between 1918 and 1922.
","ಇದನ್ನು 1918 ಮತ್ತು 1922ರ ಮಧ್ಯೆ ಪೃಥ್ವಿರಾಜ್ ಕಪೂರ್ ಅವರ ತಂದೆ ದಿವಾನ್ ಬಸವೇಶ್ವರನಾಥ್ ಕಪೂರ್ ಕಟ್ಟಿಸಿದ್ದರು.
"
"It was during this time that my grandfather came of age.
","ಈ ಕಾಲಕ್ಕಾಗಲೇ ನನ್ನ ಅಪ್ಪನಿಗೆ ವೃದ್ಧಾಪ್ಯ ಪ್ರಾರಂಭವಾಗಿತ್ತು.
"
"It's the family home her grandfather built 80 years ago.
","ಅವರ ತಂದೆ ಕಟ್ಟಿಸಿದ ೮೦ ವರುಷಗಳ ಹಳೆಯ ಮನೆ.
"
"Jeff Bezos' maternal grandfather was a regional director of the U.S. Atomic Energy Commission in Albuquerque.
","ಬೆಜೊಸ್ನ ತಾಯಿಯ ಕಡೆಯ ತಾತನು ಆಲ್ಬುಕರ್ಕ್ನಲ್ಲಿನ ಅಮೆರಿಕಾ ಸಂಯುಕ್ತ ಸಂಸ್ಥಾನದ ಪರಮಾಣು ಶಕ್ತಿ ಆಯೋಗದ ಓರ್ವ ಪ್ರಾದೇಶಿಕ ನಿರ್ದೇಶಕನಾಗಿದ್ದ.
"
"Just like our grandfather.
","ನಮ್ಮಜ್ಜನ ಹಾಗೆ.
"
"Lee lived in the house for a few years with his parents and grandfather.
","ಕೆಲ ವರ್ಷಗಳವರೆಗೆ ಲಿಯು ತನ್ನ ತಾಯಿ ಹಾಗೂ ಸಹೋದರನೊಂದಿಗೆ ಈ ಗ್ರಾಮದಲ್ಲಿ ವಾಸವಾಗಿದ್ದ.
"
"Lindy Hop is considered the grandfather of all modern swing dances.
","ಲಿಂಡಿ ಹಾಪ್ ಎಲ್ಲಾ ಸ್ವಿಂಗ್ ನೃತ್ಯಗಳ ತಂದೆ ಎಂದು ಪರಿಗಣಿಸಲಾಗುವ ಬಾಲ್ ರೂಂ ನೃತ್ಯವಾಗಿದೆ.
"
"Lindy Hop is considered the grandfather of all swing dances.
","ಲಿಂಡಿ ಹಾಪ್ ಎಲ್ಲಾ ಸ್ವಿಂಗ್ ನೃತ್ಯಗಳ ತಂದೆ ಎಂದು ಪರಿಗಣಿಸಲಾಗುವ ಬಾಲ್ ರೂಂ ನೃತ್ಯವಾಗಿದೆ.
"
"Lindy hop is the grandfather of all the swing dance genres.
","ಲಿಂಡಿ ಹಾಪ್ ಎಲ್ಲಾ ಸ್ವಿಂಗ್ ನೃತ್ಯಗಳ ತಂದೆ ಎಂದು ಪರಿಗಣಿಸಲಾಗುವ ಬಾಲ್ ರೂಂ ನೃತ್ಯವಾಗಿದೆ.
"
"London: A 29-year-old man has become the youngest grandfather in Britain after his 14-year-old daughter gave birth, a media report said.
","ಲಂಡನ್ (ಐಎಎನ್ಎಸ್): 29 ವರ್ಷದ ವ್ಯಕ್ತಿಯೊಬ್ಬನ 14 ವರ್ಷದ ಮಗಳು ಹೆಣ್ಣು ಮಗುವಿಗೆ ಜನ್ಮ ನೀಡಿದ್ದು, ಇದರಿಂದ ಈತ ಬ್ರಿಟನ್ನ ಅತ್ಯಂತ ಚಿಕ್ಕ ವಯಸ್ಸಿನ 'ತಾತ~ ಎನಿಸಿಕೊಂಡಿದ್ದಾನೆ.
"
"London: A bizarre selfie by a teenager in Saudi Arabia with the body of his dead grandfather has caused outrage on the social media.
","ಲಂಡನ್ಃ ತನ್ನ ತಾತನ ಶವದೊಂದಿಗೆ ಹುಡುಗನೊಬ್ಬ ಕ್ಲಿಕ್ಕಿಸಿದ ವಿಲಕ್ಷಣ ಸೆಲ್ಫಿ ಸಾಮಾಜಿಕ ಜಾಲತಾಣಗಳಲ್ಲಿ ವ್ಯಾಪಕ ಆಕ್ರೋಶಕ್ಕೆ ಕಾರಣವಾಗಿದೆ.
"
"Mahram is a Muslim man which a Muslim woman cannot marry, like the father, grandfather, brother, son, etc.
","ಮೆಹರಂ ಎಂದರೆ ಓರ್ವ ಮುಸ್ಲಿಂ ಮಹಿಳೆ ಮದುವೆಯಾಗಲು ಸಾಧ್ಯವಿಲ್ಲದ ತಂದೆ, ಮಗ ಅಥವಾ ಸಹೋದರನಂತಹ ಒಬ್ಬ ಗಂಡಸು.
"
"Marc is a family man and a much loved grandfather.
","ತನ್ನ ಕುಟುಂಬಕ್ಕೆ ಮೊಮ್ಮಗ ಮಾರ್ಕ್ ಮತ್ತು ಅತ್ಯಂತ ಪ್ರೀತಿಯ ವ್ಯಕ್ತಿ.
"
"Moreover, this area is the ancestral lands that the great great grandfathers personally handed over to the people of the region with the condition of staying green area.
","ಇದಲ್ಲದೆ, ಈ ಪ್ರದೇಶವು ಪೂರ್ವಜರ ಭೂಮಿಯಾಗಿದ್ದು, ದೊಡ್ಡ ಮುತ್ತಜ್ಜರು ವೈಯಕ್ತಿಕವಾಗಿ ಈ ಪ್ರದೇಶದ ಜನರಿಗೆ ಹಸಿರು ಪ್ರದೇಶವನ್ನು ಉಳಿಸಿಕೊಳ್ಳುವ ಷರತ್ತಿನೊಂದಿಗೆ ಹಸ್ತಾಂತರಿಸಿದರು.
"
"Mother says it's because their grandfather came from Virginia.
","ಅವರು ವರ್ಜಿನಿಯಾದಿಂದ ಬಂದವರಾದುದೇ ಇದಕ್ಕೆ ಕಾರಣವೆಂದು ಮಮಾ ಹೇಳುತ್ತಾರೆ.
"
"Mother says it's because their grandfather was from Virginia.
","ಅವರು ವರ್ಜಿನಿಯಾದಿಂದ ಬಂದವರಾದುದೇ ಇದಕ್ಕೆ ಕಾರಣವೆಂದು ಮಮಾ ಹೇಳುತ್ತಾರೆ.
"
"Muslims will show the tomb of their ancestors, but can a Hindu tell where the funeral of his great grandfather took place.
","ಮುಸ್ಲಿಮರು ಹೇಗಾದರೂ ಮಾಡಿ ತಮ್ಮ ಪೂರ್ವಜರ ಗೋರಿಗಳನ್ನು ತೋರಿಸಬಹುದು, ಆದರೆ, ಯಾವುದೇ ಒಬ್ಬ ಹಿಂದೂ ತನ್ನ ಮುತ್ತಾತನ ಅಂತ್ಯಸಂಸ್ಕಾರ ಎಲ್ಲಿ ನಡೆಯಿತು ಎಂಬುದನ್ನು ಹೇಗೆ ಸಿದ್ಧಪಡಿಸಬಲ್ಲ?
"
"My father and grandfather were football players.
","ನನ್ನ ತಂದೆ ಮತ್ತು ತಾಯಿ ಇಬ್ಬರೂ ಫುಟ್ಬಾಲ್ ಆಟಗಾರರಾಗಿದ್ದರು.
"
