eng_Latn,kan_Knda
"As did my brother, my aunt, my grandmother, and my uncle.
","ಅಂತೆಯೇ ಅಜ್ಜಂದಿರು, ಮಾವಂದಿರು, ಸೋದರ ಮಾವಂದಿರು, ಮೊಮ್ಮಕ್ಕಳು, ಮೈದುನಂದಿರು ಮತ್ತು ನೆಂಟರಿಷ್ಟರು.
"
"Will you bring your aunt?
","ನೀನು ಅರು ಣಳನ್ನು ಕರೆದುಕೊಂಡು ಬರುವೆಯಾ?
"
"After the girl’s parents got wind of the incident, the aunt lodged a complaint with the police.
","ಘಟನೆಯ ಬಳಿಕ ಬಾಲಕಿ ಪೋಷಕರ ಬಳಿ ಈ ವಿಚಾರ ತಿಳಿಸಿದ್ದು, ಪೋಷಕರು ಸಿರವಾರ ಪೊಲೀಸರಿಗೆ ದೂರು ನೀಡಿದ್ದಾರೆ.
"
"He lives with his aunt’s family.
","ತಮ್ಮ ಸೋದರಿಯ ಕುಟುಂಬದ ಜೊತೆ ವಾಸಿಸುತ್ತಿದ್ದರು.
"
"But her aunt refuses to leave.
","ಆದರೆ ಅಜ್ಜಿ ಹೊರಬರಲು ನಿರಾಕರಿಸಿತ್ತು.
"
"Father, mother - uncle, aunt
","ಅಜ್ಜಿ ತಾತರು ಮಾವ ನೆಂಟರು
"
"A company of mothers, brothers, sons and aunts, fathers-in-laws and nephews.
","ಅಂದರೆ ತಾಯಿ ಮಕ್ಕಳು, ಮೊಮ್ಮಕ್ಕಳು, ಸೋದರಮಾವ, ಅಜ್ಜ-ಹಾಗೂ ಬಂಧುಗಳು ಇರುವ ಸಿರಿ.
"
"But I'm the old great aunt.
","ಆದರೆ ನಾನು ವಯಸ್ಸಾದ ಮುದುಕ.
"
"At the birthday bash, along with Arjun, his uncle Sanjay Kapoor, aunt Maheep Kapoor were also present.
","ಅವರ ಬರ್ತ್ ಡೇ ಸಂಭ್ರಮದ ಕಾರ್ಯಕ್ರಮದಲ್ಲಿ ತಂದೆ ಬೋನಿ ಕಪೂರ್, ಸಹೋದರಿ ಅನ್ಷುಲಾ ಕಪೂರ್, ಜಾಹ್ನವಿ ಕಪೂರ್ ಮತ್ತು ಖುಷಿ ಕಪೂರ್ ಸಹ ಪಾಲ್ಗೊಂಡಿದ್ದರು.
"
"His father Moosa, younger brother Mohammed Sadiq and aunt Mariumma also died of Nipah virus.
","ಮೃತ ವಲಚೆಕುಟ್ಟಿ ಮೂಸ ಅವರು ತಮ್ಮ ಮಕ್ಕಳಾದ ಮೊಹಮ್ಮದ್ ಸಾಲಿಯಾ, ಮೊಹಮ್ಮದ್ ಸಾದಿಕ್, ಸಹೋದರನ ಪತ್ನಿ ಮೇರಿಉಮ್ಮಾ ಅವರು ಕೂಡ ನಿಫಾ ಸೋಂಕಿನಿಂದಾಗಿ ಮೃತಪಟ್ಟಿದ್ದರು.
"
"A mother, a sister, a daughter, an aunt, a godmother, soon to be wife, and a friend.
","ಅಮ್ಮನಾಗಿ, ಅಕ್ಕನಾಗಿ, ಅಜ್ಜಿಯಾಗಿ, ಸ್ನೇಹಿತೆಯಾಗಿ, ಪತ್ನಿಯಾಗಿ, ತಂಗಿಯಾಗಿ, ಮಗಳಾಗಿ . ಹತ್ತು ಹಲವು ಪಾತ್ರಗಳನ್ನು ನಾಜೂಕಾಗಿ ನಿಭಾಯಿಸುವವಳು ಹೆಣ್ಣು.
"
"Brothers and sister, aunts and uncles, sons and daughters.
","ಸಹೋದರರು, ಸಹೋದರಿಯರು, ಅಜ್ಜಿ ಮತ್ತು ಮೊಮ್ಮಕ್ಕಳು.
"
"Currently he is being looked after by her aunt.
","ಸದ್ಯ ಪುಟಾಣಿ ಅಜ್ಜಿಯ ಆರೈಕೆಯಲ್ಲಿದ್ದಾನೆ.
"
"Brothers, sisters, aunts, uncles and grandparents.
","ಸಹೋದರರು, ಸಹೋದರಿಯರು, ಅಜ್ಜಿ ಮತ್ತು ಮೊಮ್ಮಕ್ಕಳು.
"
"A wife, mother, grandmother, sister, aunt, cousin and friend.
","ಅಮ್ಮನಾಗಿ, ಅಕ್ಕನಾಗಿ, ಅಜ್ಜಿಯಾಗಿ, ಸ್ನೇಹಿತೆಯಾಗಿ, ಪತ್ನಿಯಾಗಿ, ತಂಗಿಯಾಗಿ, ಮಗಳಾಗಿ . ಹತ್ತು ಹಲವು ಪಾತ್ರಗಳನ್ನು ನಾಜೂಕಾಗಿ ನಿಭಾಯಿಸುವವಳು ಹೆಣ್ಣು.
"
"Her father, Vishwanath, and aunt, Sridevi, jumped into the river in an attempt to save Nandini's life, but both of them drowned.
","ಅವ್ರನ್ನ ರಕ್ಷಿಸಲು ಮೈದುನ ವಿಶ್ವನಾಥ್, ತಾಯಿ ಶ್ರೀದೇವಿ ನದಿಗೆ ಹಾರಿದ್ದಾರೆ. . ನದಿಯ ನೀರಲ್ಲಿ ಕೊಚ್ಚಿಹೋಗ್ತಿರೋದನ್ನ ಕಂಡ ಗ್ರಾಮಸ್ಥರು, ಶ್ರಿದೇವಿ ಮಾವಿನಮರದ ಅವ್ರನ್ನ ಹೊರೆತಗೆದಿದ್ದಾರೆ.
"
"Azmi is sister-in-law to actor Tanvi Azmi, Saiyami’s paternal aunt.
","ಆಜ಼್ಮಿಯವರ ಸೊಸೆ, ತಾನ್ವಿ ಆಜ಼್ಮಿ ಕಿರುತೆರೆ ನಟಿ.
"
"And the husband’s aunt?
","ಮತ್ತು ಅವಳ ಗಂಡನ ಸಹೋದರಿ?
"
"An FIR was registered against the BJP MLA Kuldeep Singh Sengar and nine others on charges of murder after the Unnao rape survivor’s family alleged a conspiracy behind Sunday’s car accident in which the survivor's aunts were killed.
","ಅತ್ಯಾಚಾರ ಪ್ರಕರಣದಲ್ಲಿ ಜೀವಾವಧಿ ಶಿಕ್ಷೆಗೆ ಗುರಿಯಾಗಿರುವ ಬಿಜೆಪಿ ಉಚ್ಛಾಟಿತ ಶಾಸಕ ಕುಲದೀಪ್ ಸಿಂಗ್‌ ಸೆಂಗರ್ ಮತ್ತು ಇತರ ಒಂಬತ್ತು ಜನರ ವಿರುದ್ಧ ಸಂತ್ರಸ್ತೆಯ ಕುಟುಂಬದವರು ‘ಅಪಘಾತದ ಪಿತೂರಿ’ ಪ್ರಕರಣ ದಾಖಲಿಸಿದ್ದರಿಂದ ಆರೋಪಿಗಳ ವಿರುದ್ಧ ಕೊಲೆ ಪ್ರಕರಣ ದಾಖಲಾಗಿತ್ತು.
"
"He had gone to his aunt’s house that night.
","ಆ ಸಂಜೆ ಅನು ನಾದಿನಿಯ ಮನೆಗೆ ಹೋಗಿದ್ದಳು.
"
"The girl was living with her aunt after her mother’s death.
","ಬಾಲಕಿಯ ತಂದೆ ಮೃತಪಟ್ಟ ಕಾರಣ ತಾಯಿಯ ಜೊತೆ ವಾಸವಾಗಿದ್ದಳು.
"
"Cousins and aunts and grandparents.
","ಸಹೋದರರು, ಸಹೋದರಿಯರು, ಅಜ್ಜಿ ಮತ್ತು ಮೊಮ್ಮಕ್ಕಳು.
"
"And so do aunts, uncles, cousins, friends and godparents.
","ಅಂತೆಯೇ ಅಜ್ಜಂದಿರು, ಮಾವಂದಿರು, ಸೋದರ ಮಾವಂದಿರು, ಮೊಮ್ಮಕ್ಕಳು, ಮೈದುನಂದಿರು ಮತ್ತು ನೆಂಟರಿಷ್ಟರು.
"
"Both my mother and aunt loved movies.
","ನಮ್ಮ ಅಪ್ಪ-ಅಮ್ಮ ಇಬ್ಬರೂ ಸಿನೆಮಾ ಪ್ರಿಯರೇ.
"
"A parent, sibling, child, aunt, uncle, niece, nephew, grandparent, or grandchild are all considered close relatives.
","‘ಪೋಷಕರ ಅಥವಾ ಹಿರಿಯ ನಾಗರಿಕರ ಮಗ, ಮಗಳು, ದತ್ತುಪುತ್ರ ದತ್ತು ಪುತ್ರಿ, ಅಳಿಯ, ಸೋದರ ಸೊಸೆ, ಮೊಮ್ಮಗ, ಮೊಮ್ಮಗಳನ್ನು ಸಹ ಹಿರಿಯ ನಾಗರಿಕರ ಮಕ್ಕಳೆಂದೇ ಭಾವಿಸಲಾಗುತ್ತದೆ.
"
"The girl was living with her aunt after her mother’s death.
","ಬಾಲಕಿಯು ತಾಯಿ ನಿಧನ ಬಳಿಕ ತನ್ನ ತಂದೆಯ ಜತೆ ಪಟೌಡಿ ಪ್ರದೇಶದಲ್ಲಿ ವಾಸಿಸುತ್ತಿದ್ದಳು.
"
"However, her aunt saw the video on WhatsApp and filed police complaint.
","ಆದರೆ, ವಾಟ್ಸ್‌ಅಪ್‌ನಲ್ಲಿ ದೃಶ್ಯ ಕಂಡ ಅವಳ ಚಿಕ್ಕಪ್ಪ ಪೊಲೀಸರಿಗೆ ದೂರು ನೀಡಿದ.
"
"Sonam Kapoor and Anand Ahuja have finally tied the knot in a beautiful yet simple Anand Karaj ceremony which was performed at the actress’s aunt’s bungalow Rockdale in Bandra, Mumbai.
","ಮುಂಬೈನ ಬಾಂದ್ರಾದಲ್ಲಿ ಇರುವ Rockdale ಬಂಗಲೆಯಲ್ಲಿ ಸೋನಂ ಕಪೂರ್-ಆನಂದ್ ಅಹುಜಾ ವಿವಾಹ ಮಹೋತ್ಸವ ನೆರವೇರಿತು.
"
"His life and work were enriched and elevated by gurus and professors, aunts and sisters, friends, collaborators, directors, students, publishers, actors, readers, rivals, aides, some very important drivers – and many drinking companions.
","ಗುರುಗಳು, ಸಹೋದರಿಯರು, ಮಹಿಳೆಯರು, ಸ್ನೇಹಿತರು, ನಿರ್ದೇಶಕರು, ವಿದ್ಯಾರ್ಥಿಗಳು, ಪ್ರಕಾಶಕರು, ನಟರು, ಓದುಗರು, ವಿರೋಧಿಗಳು, ಸಹಾಯಕರು, ಕೆಲ ಪ್ರಮುಖ ಚಾಲಕರು ಹಾಗು ಕುಡಿತದ ಜೊತೆಗಾರರು ಅವರ ಬದುಕು ಮತ್ತು ಕೆಲಸಗಳನ್ನು ಶ್ರೀಮಂತಗೊಳಿಸಿದರು, ಉನ್ನತಗೊಳಿಸಿದರು.
"
"AIADMK leader TTV Dhinakaran and his aunt VK Sasikala have been expelled from the party.
","ಶಶಿಕಲಾ ಮತ್ತು ಅವರ ಸೋದರ ಸಂಬಂಧಿ ಟಿಟಿವಿ ದಿನಕರನ್‌ ಅವ ರನ್ನು ಪಕ್ಷದಿಂದ ಹೊರಗೇ ಇಡಲು ಎಐಎಡಿಎಂಕೆ ನಿರ್ಧರಿಸಿಯಾಗಿದೆ.
"
"But it’s not the same with my aunt.
","ಆದರೆ ಸೊಸೆಯ ಬಗ್ಗೆ ಹಾಗಲ್ಲ.
"
"A relative includes children, parents, stepchildren, siblings, aunts, uncles, cousins, and in-laws of the participant.
","ಕುಟುಂಬ ಸದಸ್ಯರು ಅಂದರೆ ಅಜ್ಜಿ, ತಾತ, ತಂದೆ, ತಾಯಿ, ಸಂಗಾತಿ, ಸಹೋದರ, ಸಹೋದರಿ, ಮಗ, ಮಗಳು ಇವರುಗಳನ್ನು ಒಳಗೊಂಡಿದೆ.
"
"A sis or aunt?
","ತನ್ನ ಸೊಸೆಯನ್ನೋ ಅಣ್ಣನ ಸೊಸೆಯನ್ನೋ?
"
"She is the niece of veteran and accomplished actor Shabana Azmi and Baba Azmi and Tanvi Azmi is her uncle and aunt.
","ತಬು ಅವರು ಹಿರಿಯ ನಟಿ ಶಬಾನಾ ಅಜ್ಮಿ ಮತ್ತು ಬಾಬಾ ಅಜ್ಮಿ ಅವರ ಸೊಸೆ.
"
"Am I an aunt to them?
","ಅವರ ಮೇಲೆ ನನಗೆ ಸಿಟ್ಟಲ್ಲಾ ಅಕ್ಕ?
"
"As will his grandparents, aunts, uncles, cousins and siblings.
","ಅಂತೆಯೇ ಅಜ್ಜಂದಿರು, ಮಾವಂದಿರು, ಸೋದರ ಮಾವಂದಿರು, ಮೊಮ್ಮಕ್ಕಳು, ಮೈದುನಂದಿರು ಮತ್ತು ನೆಂಟರಿಷ್ಟರು.
"
"After the aunt informed the mother of this, the mother took her daughter to a hospital.
","ಮುಟ್ಟು ನಿಂತಿದೆ ಎಂಬ ವಿಚಾರವನ್ನು ಬಾಲಕಿ ತನ್ನ ಅಜ್ಜಿಗೆ ಹೇಳಿದ್ದೇ ತಡ, ಆಕೆ ಬಾಲಕಿಯನ್ನು ಆಸ್ಪತ್ರೆಗೆ ಕರೆದೊಯ್ದರು.
"
"There are uncles, aunts and in-laws of siblings.
","ಅಣ್ಣ ಇದ್ದಾನೆ, ತಮ್ಮಂದಿರಿದ್ದಾರೆ, ತಂಗಿಯರಿದ್ದಾರೆ.
"
"All my uncles and aunts were alive.
","ನನ್ನಜ್ಜ ಅಜ್ಜಿ ಎಲ್ಲರೂ ಹಾಗೆಯೇ ಬಾಳಿ ಬದುಕಿದ್ದರು.
"
"His mother is Canadian, his aunt Chinese.
","ಇವರ ತಾಯಿ ಕಾನ್‍ಸಾಸ್ ಅಮೆರಿಕನ್ ಮಹಿಳೆ, ತಂದೆ ಕೀನ್ಯಾದ ಕಪ್ಪು ವರ್ಣಿಯ.
"
"Dad, an uncle, and an aunt were all LE.
","ಅಪ್ಪ, ಅಜ್ಜಿ, ತಾತ ಎಲ್ರೂ ಅಳ್ತಾ ಇದ್ವಿ.
"
"She lives in Karkala with her uncle and aunt.
","ಇವರೀಗ ತಮ್ಮ ದೊಡ್ಡಪ್ಪ ಹಾಗೂ ದೊಡ್ಡಮ್ಮನೊಂದಿಗೆ ಕಾರ್ಕಳದಲ್ಲಿ ವಾಸವಾಗಿದ್ದಾರೆ.
"
"Also survived by her many aunts, uncles, cousins, other family and friends.
","ಕುಟುಂಬದ ಇನ್ನಿತರ ಅಕ್ಕ, ಅಣ್ಣ ಹಾಗೂ ತಮ್ಮ ಮತ್ತು ಇನ್ನಿತರ ಬಂಧುಗಳಿಗೂ ತಮ್ಮ ವಾತ್ಸಲ್ಯವನ್ನು ಬೀರಿದವರು ಅವರು.
"
"The aunt had no answer.
","ಜಾಲಪಳು ತಗ ಭಾ ಉತ್ತರ ಕೊಡಲಿಲ್ಲ.
"
"Two of her aunts died of their injuries.
","ಅವನ ಈ ಇಬ್ಬರು ಸೋದರರೂ ಕ್ಷಯರೋಗದಿಂದ ಮರಣ ಹೊಂದಿದರು.
"
"All my family, parents, aunts, sisters pampered me.
","ತಂದೆ, ತಾಯಿ ಮತ್ತು ಅಕ್ಕ ಸೇರಿದಂತೆ ಇಡೀ ಕುಟುಂಬ ನನಗೆ ಬೆಂಬಲವಾಗಿ ನಿಂತಿತ್ತು.
"
"The girl was living with her aunt after her mother’s death.
","ತಾಯಿಯ ನಿಧನದ ಬಳಿಕ ಬಾಲಕಿ ತನ್ನ ತಂದೆಯೊಂದಿಗೆ ವಾಸಿಸುತ್ತಿದ್ದಳು.
"
"Father Tusshar Kapoor, aunt Ekta Kapoor and grandparents Jeetendra and Shobha Kapoor were all highly elated and excited for the toddler’s second birthday.
","ಅಂದಹಾಗೆ ಮಗು ಜನಿಸಿದ ಖುಷಿಯನ್ನು ತುಷಾರ್ ಕಪೂರ್ ಅವರ ತಂದೆ ಜಿತೇಂದ್ರ ಮತ್ತು ತಾಯಿ ಶೋಭಾ ಕಪೂರ್ ಅವರು ಕೂಡ ಸಂಭ್ರಮದಿಂದ ಆಚರಿಸಿದ್ದಾರೆ.
"
"Her parents are Saif Ali Khan and Amrita Singh, her grandmother is Sharmila Tagore and her aunt is Soha Ali Khan.
","ತಂದೆ ಸೈಫ್‌ ಅಲಿ ಖಾನ್‌ ಹಾಗೂ ತಾಯಿ ಅಮೃತಾ ಸಿಂಗ್‌ ಬೇರೆಯಾದ ನಂತರ ಸಾರಾ ತಾಯಿ ಜೊತೆಯಲ್ಲಿರುವುದು ಎಲ್ಲರಿಗೂ ಗೊತ್ತುಂಟು.
"
"Police arrested the man accused of raping his aunt.
","ನಾದಿನಿಯ ಮೇಲೆ ಅತ್ಯಾಚಾರವೆಸಗಿದ ಭಾವನನ್ನು ಪೊಲೀಸರು ಬಂಧಿಸಿದ್ದಾರೆ.
"
"Are you an uncle, aunt or grandparent?
","ನಿಮಗೆ ಅಣ್ಣ, ತಮ್ಮ, ತಂಗಿ ಯಾರಾದ್ರೂ ಇದ್ರಾ?
"
"Both my mother and my aunt are dead.
","ಅಪ್ಪ-ಅಮ್ಮ ಇಬ್ಬರೂ ಸತ್ತು ಹೋಗಿದಾರೆ.
"
"After seeing my mom, my aunt too started crying.
","ಅಮ್ಮನನ್ನು ನೋಡಿ ಮರಿಕೋತಿಗೆ ಅಳುವೇ ಬಂದುಬಿಟ್ಟಿತು.
"
"An aunt, an uncle and three nephews.
","ಅಮ್ಮ, ಅಕ್ಕ ಮೂವರು ಅಣ್ಣಂದಿರು.
"
"In Tamil ‘chithi’ means aunt.
","ತಮಿಳಿನಲ್ಲಿ ‘ಲೊಟ್ಟ' ಅಂದರೆ ವೇಶ್ಯೆ.
"
"Are they aunts or uncles?
","ಅವರಿಗೆ ಅಕ್ಕ ತಂಗಿ, ಅಮ್ಮ ಅಪ್ಪ ಇಲ್ವಾ?
"
"Bollywood actress Sara Ali Khan’s aunt Saba Ali Khan recently shared a childhood photo of her niece on Instagram.
","ಚೊಚ್ಚಲ ಮಗುವಿನ ನಿರೀಕ್ಷೆಯಲ್ಲಿರುವ ಬಾಲಿವುಡ್‌ ನಟಿ ಸೋಹಾ ಅಲಿ ಖಾನ್‌ ಇತ್ತೀಚೆಗೆ ಸೀಮಂತ ಕಾರ್ಯಕ್ರಮ ಮಾಡಿಸಿಕೊಂಡಿದ್ದು, ಈ ಕುರಿತಾದ ಸುಂದರವಾದ ಫೋಟೊಗಳನ್ನು ಇನ್‌ಸ್ಟ್ರಾಗ್ರಾಂ ಅಕೌಂಟ್‌ನಲ್ಲಿ ಪೋಸ್ಟ್‌ ಮಾಡಿದ್ದಾರೆ.
"
"Say hi to your aunt.
","ನಿಮ್ಮ ಅಕ್ಕನಿಗೆ ನಮಸ್ಕಾರ ಮಾಡು.
"
"All my cousins and aunts and uncles and everybody!
","ಅಲ್ಲಿ ಎಲ್ಲರೂ ಅಣ್ಣತಮ್ಮಂದಿರು, ಅಕ್ಕಂದಿರು, ಅಮ್ಮಂದಿರು!
"
"Beloved wife, mother, grandmother, sister, aunt and friend.
","ತಾಯಿಯಾಗಿ, ಸಹೋದರಿಯಾಗಿ, ಅಜ್ಜಿಯಾಗಿ, ಪತ್ನಿಯಾಗಿ, ಸ್ನೇಹಿತೆಯಾಗಿ, ಮಗಳಾಗಿ ತನ್ನ ಸ್ಥಾನಕ್ಕೆ ಸರಿಯಾಗಿ ಪ್ರೀತಿ ವಾತ್ಸಲ್ಯ ನೀಡುತ್ತಾ ಬಾಳುವವಳು ಮಹಿಳೆ.
"
"In Tamil ‘chithi’ means aunt.
","ಹಿಂದಿ ಭಾಷೆಯಲ್ಲಿ ತಿತ್ಲಿ ಎಂದರೆ ಚಿಟ್ಟೆ ಎಂದರ್ಥ.
"
"Bollywood actor Shakti Kapoor is her father and Padmini Kolhapure her aunt.
","ಅವರ ತಂದೆ ಶಕ್ತಿ ಕಪೂರ್ ರವರೊಬ್ಬ ಬಾಲಿವುಡ್ ನಟ.
"
"His aunt and cousins were at home.
","ಮನೆಯಲ್ಲಿ ಅವರ ಮನೆಯವರು, ಮೊಮ್ಮಗಳು ಇದ್ದರು.
"
"“Your aunt?
","“”ನಿಮ್ಮ ಮಡದಿ?
"
